step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,4.74312686920166,-1.0,0.022208697505380137,inf,inf,-90.93666076660156,0.0017009221483021975,0.07658810913562775,13.27841854095459,13.055924415588379,-0.00029855966567993164,-0.04654127359390259,-0.05117839574813843,-90.937255859375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,4.652766227722168,-1.0,0.05944130836434895,inf,inf,-90.93666076660156,0.025838105008006096,0.06549005210399628,12.616386413574219,12.584678649902344,-0.0010046958923339844,-0.05816662311553955,-0.06944364309310913,-55.415367126464844,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,4.656364917755127,-1.0,0.058572241385385936,inf,inf,-90.93666076660156,0.0014634588733315468,0.028836265206336975,13.168458938598633,12.361482620239258,-0.0001315474510192871,-0.06869691610336304,-0.05753624439239502,-47.92738723754883,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,4.65933895111084,-1.0,0.058555947344150275,inf,inf,-90.93666076660156,0.0031557658221572638,0.054028481245040894,13.609052658081055,11.777851104736328,0.00032961368560791016,-0.11076146364212036,-0.11403822898864746,-45.58848571777344,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,4.791545867919922,-1.0,0.3673162131103577,inf,inf,-90.93666076660156,0.012227828614413738,0.003886590013280511,13.95684814453125,10.981660842895508,-0.00010502338409423828,-0.1550816297531128,-0.12699544429779053,-64.09571838378906,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,4.792565822601318,-1.0,0.745675546645959,inf,inf,-90.93666076660156,0.13198649883270264,0.031797006726264954,13.125726699829102,10.660014152526855,0.00011175870895385742,-0.22964894771575928,-0.21307373046875,-63.547786712646484,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,4.697439193725586,-1.0,0.6719923771825237,inf,inf,-90.93666076660156,0.00015421456191688776,0.017437487840652466,11.777485847473145,9.470272064208984,9.006261825561523e-05,-0.20474892854690552,-0.1956670880317688,61.82670593261719,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,4.8612060546875,-1.0,0.6576846526855689,inf,inf,-90.93666076660156,0.0026466508861631155,0.005003923550248146,16.786048889160156,9.178573608398438,-0.0010814666748046875,0.041695237159729004,0.04319429397583008,-48.36355972290039,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,4.894739627838135,-1.0,0.9492819225412442,inf,inf,-90.93666076660156,0.012865970842540264,0.0036002250853925943,17.439437866210938,8.434990882873535,0.0016368627548217773,-0.08950304985046387,-0.08101826906204224,57.6219596862793,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,4.94370174407959,-1.0,0.9602835390884243,inf,inf,-90.93666076660156,0.0015207432443276048,0.0014356140745803714,14.264505386352539,7.978305816650391,0.00039058923721313477,-0.24929100275039673,-0.2606576681137085,94.80626678466797,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
