step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,5.402895927429199,-1.0,0.6680099862372177,inf,inf,-157.393798828125,0.0052979085594415665,0.007930882275104523,6.333197593688965,6.419712066650391,-0.00010585784912109375,-0.04546785354614258,-0.0483847459157308,-157.45848083496094,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,5.419864654541016,-1.0,0.6049439617722713,inf,inf,-157.393798828125,0.0011334765003994107,0.030347639694809914,6.886510848999023,6.6845550537109375,7.812182108561198e-05,-0.04111806551615397,-0.05010350545247396,-177.1884765625,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,5.253227710723877,-1.0,0.5450862152365449,inf,inf,-157.393798828125,0.00042650740942917764,0.06699248403310776,6.377890586853027,6.843768119812012,0.0002516905466715495,-0.049884637196858726,-0.03286616007486979,-73.78106689453125,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,5.436554908752441,-1.0,0.5930125814850983,inf,inf,-157.393798828125,0.04826567694544792,0.047118350863456726,7.8601555824279785,6.93142032623291,0.01190511385599772,-0.07672866185506184,-0.062425851821899414,-211.09091186523438,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,5.50115442276001,-1.0,0.5472925392162734,inf,inf,-157.393798828125,0.0012857591500505805,0.009467187337577343,7.957262992858887,6.931339263916016,0.0024596055348714194,-0.13233033816019693,-0.15353933970133463,-165.544677734375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,5.514220237731934,-1.0,0.5498216972626878,inf,inf,-157.393798828125,0.0004205159784760326,0.0007344178156927228,7.680839538574219,6.621221542358398,-0.0006927649180094401,-0.05809648831685384,-0.05086072285970052,-119.57373046875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,5.489582061767578,-1.0,0.6433490313730568,inf,inf,-157.393798828125,0.010679680854082108,0.007191244047135115,7.896240234375,6.703790664672852,-0.0019621054331461587,-0.08470948537190755,-0.09341661135355632,-114.46372985839844,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,5.608796119689941,-1.0,0.5910165586521003,inf,inf,-157.393798828125,0.00031722296262159944,0.0026429893914610147,7.901255130767822,6.56120491027832,-0.0006784598032633463,-0.16149504979451498,-0.13060371081034342,-202.01914978027344,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,5.625788688659668,-1.0,0.5357722542068133,inf,inf,-157.393798828125,0.00015144847566261888,0.003926229663193226,10.39788818359375,7.15530252456665,0.0004146099090576172,-0.3056799570719401,-0.27051615715026855,-145.48703002929688,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,5.497556209564209,-1.0,0.5759289206149132,inf,inf,-157.393798828125,0.0018453028751537204,0.0019686613231897354,8.69571304321289,6.880643844604492,-0.00061798095703125,-0.1311479409535726,-0.13013601303100586,-78.33622741699219,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
10,0,10,5.607946395874023,-1.0,0.5187931540140411,inf,inf,-157.393798828125,1.2355458238744177e-06,0.0002702859346754849,8.9180269241333,6.696258544921875,-6.834665934244792e-06,-0.15316899617513022,-0.1279906431833903,-62.585594177246094,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
11,0,11,5.741503715515137,-1.0,0.5681391248276958,inf,inf,-157.393798828125,0.0004516540211625397,0.00044618695392273366,10.062772750854492,6.257946968078613,-0.0008444786071777344,-0.3137170473734538,-0.3492863178253174,-80.43714141845703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
12,0,12,5.610362529754639,-1.0,0.6166200086655746,inf,inf,-157.393798828125,0.0010033216094598174,0.000952869129832834,9.87086296081543,6.465957164764404,-0.000436703364054362,-0.25830260912577313,-0.2601146697998047,-48.18113708496094,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
13,0,13,5.473057270050049,-1.0,0.7021308909441095,inf,inf,-157.393798828125,0.001181593514047563,0.000802860886324197,7.344516754150391,5.817391872406006,0.0002014636993408203,-0.12343343098958333,-0.12728404998779297,-38.497398376464844,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
14,0,14,5.832458972930908,-1.0,0.6512428319035038,inf,inf,-157.393798828125,0.00017784087685868144,0.0009202618384733796,8.638507843017578,6.2784881591796875,-1.2795130411783854e-05,-0.21773910522460938,-0.19866577784220377,-54.52183532714844,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
15,0,15,5.447813034057617,-1.0,0.5861727461808035,inf,inf,-157.393798828125,4.676397225011897e-07,0.0008628442301414907,6.285662651062012,5.464588165283203,-1.6689300537109375e-06,-0.11297877629597981,-0.1177817980448405,33.76383590698242,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
16,0,16,5.57514762878418,-1.0,0.8908374984194006,inf,inf,-157.393798828125,0.0027579073794186115,0.0007591642788611352,7.737748146057129,5.6905083656311035,-0.0006724993387858073,-0.23523028691609701,-0.2421884536743164,23.758031845092773,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
