step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.414454936981201,-1.0,0.20085136884398672,inf,inf,-88.96024322509766,0.014629857614636421,0.07283922284841537,-0.0021370500326156616,0.08840975165367126,0.07701519131660461,-89.0224838256836,26.666666666666668,0,nan,0,nan
1,0,1,2.435567617416382,-1.0,0.18328333912961706,inf,inf,-88.96024322509766,0.0010296247201040387,0.04090508073568344,0.0007414817810058594,0.007335245609283447,-0.007316485047340393,-92.49514770507812,26.666666666666668,0,nan,0,nan
2,0,2,2.6755099296569824,-1.0,0.16606487633242267,inf,inf,-88.96024322509766,0.0010862074559554458,0.09786789119243622,0.00036582350730895996,0.6840283572673798,0.840808317065239,-212.18995666503906,26.666666666666668,0,nan,0,nan
3,0,3,3.1122405529022217,-1.0,0.45560202941886263,inf,inf,-88.96024322509766,0.11908254027366638,0.03889760375022888,-0.015330687165260315,0.7278298139572144,0.673460453748703,-249.88343811035156,26.666666666666668,0,nan,0,nan
4,0,4,3.917966842651367,-1.0,0.4172938804013628,inf,inf,-88.96024322509766,0.0012628705007955432,0.017413970082998276,0.0026576071977615356,1.2871474027633667,1.4135032892227173,-429.3788757324219,26.666666666666668,0,nan,0,nan
5,0,5,3.8146209716796875,-1.0,0.37838987291953613,inf,inf,-88.96024322509766,0.0004702360020019114,0.016643280163407326,-0.0007926672697067261,3.516712963581085,3.051289677619934,-178.78817749023438,26.666666666666668,0,nan,0,nan
6,0,6,6.831443786621094,-1.0,0.34811225187296746,inf,inf,-88.96024322509766,0.0004308476054575294,0.00569801265373826,-0.0018919110298156738,-2.3009492456912994,-2.1748790591955185,-274.0244445800781,26.666666666666668,0,nan,0,nan
7,0,7,5.958251476287842,-1.0,0.42686655324786066,inf,inf,-88.96024322509766,0.006574788596481085,0.005789422895759344,-0.004834383726119995,13.958048462867737,12.58320140838623,-172.3638916015625,26.666666666666668,0,nan,0,nan
8,0,8,3.895092487335205,-1.0,0.7740621914385524,inf,inf,-88.96024322509766,0.003006604965776205,0.0007711570942774415,0.0009830296039581299,-1.221776157617569,-1.2962632179260254,-134.00851440429688,26.666666666666668,0,nan,0,nan
9,0,9,3.0258889198303223,-1.0,0.743325536926344,inf,inf,-88.96024322509766,0.0008194671827368438,0.0017558920662850142,-0.0002520233392715454,-0.5222748517990112,-0.48214462399482727,77.4642562866211,26.666666666666668,0,nan,0,nan
10,0,10,3.0188679695129395,-1.0,0.672556162983805,inf,inf,-88.96024322509766,9.2556756499107e-06,0.0002597588754724711,1.761317253112793e-05,-0.476810097694397,-0.5003824830055237,-3.197521686553955,26.666666666666668,0,nan,0,nan
11,0,11,2.8566842079162598,-1.0,0.6358958049715179,inf,inf,-88.96024322509766,6.05602799623739e-05,0.00019794008403550833,7.194280624389648e-05,-0.23757527768611908,-0.22833967208862305,58.29931640625,26.666666666666668,0,nan,0,nan
12,0,12,3.414289712905884,-1.0,2.1510344007547335,inf,inf,-88.96024322509766,0.014643385075032711,0.0009275431511923671,-0.001460745930671692,8.2329081594944,7.719978719949722,89.97048950195312,26.666666666666668,0,nan,0,nan
13,0,13,2.433135986328125,-1.0,1.936023892659191,inf,inf,-88.96024322509766,1.796326642988788e-07,0.00019329477800056338,7.674098014831543e-06,0.1520218849182129,0.0818057507276535,35.48408126831055,26.666666666666668,0,nan,0,nan
14,0,14,2.615277051925659,-1.0,2.359189075711181,inf,inf,-88.96024322509766,0.00040932928095571697,6.636686157435179e-05,7.323920726776123e-05,-0.2616806626319885,-0.2407452017068863,27.27655029296875,26.666666666666668,0,nan,0,nan
15,0,15,2.927452564239502,-1.0,2.1606140295573586,inf,inf,-88.96024322509766,4.752399036078714e-05,0.00012726051500067115,4.0903687477111816e-05,-0.17186971008777618,-0.22662271559238434,28.02093505859375,26.666666666666668,0,nan,0,nan
16,0,16,2.846846580505371,-1.0,2.12979758364071,inf,inf,-88.96024322509766,0.0002679266035556793,0.00014463368279393762,0.00018808245658874512,-0.17915958166122437,-0.19156008958816528,88.43777465820312,26.666666666666668,0,nan,0,nan
17,0,17,2.4892773628234863,-1.0,1.950769856976738,inf,inf,-88.96024322509766,4.7781904868315905e-05,0.0001407335657859221,0.00017914175987243652,-0.3496160954236984,-0.4007442742586136,2.9319186210632324,26.666666666666668,0,nan,0,nan
18,0,18,2.9188601970672607,-1.0,1.8707155626599037,inf,inf,-88.96024322509766,0.0003719313826877624,0.00032335479045286775,-0.000661507248878479,-0.3573521375656128,-0.3407077044248581,70.47283172607422,26.666666666666668,0,nan,0,nan
19,0,19,2.9819557666778564,-1.0,1.9207249519648917,inf,inf,-88.96024322509766,0.0012922825990244746,0.0005450807511806488,0.0018230974674224854,-0.35192839801311493,-0.3517526388168335,-16.433998107910156,26.666666666666668,0,nan,0,nan
20,0,20,2.7952940464019775,-1.0,1.9780843956409258,inf,inf,-88.96024322509766,0.0032753862906247377,0.0013131382875144482,-0.0024833381175994873,-0.23570303618907928,-0.2455999255180359,6.523720741271973,26.666666666666668,0,nan,0,nan
21,0,21,2.878744602203369,-1.0,1.7891206779961117,inf,inf,-88.96024322509766,3.923550320905633e-05,0.00044360358151607215,-9.47415828704834e-05,-0.3786935806274414,-0.33715468645095825,-10.718894004821777,26.666666666666668,0,nan,0,nan
22,0,22,2.3813490867614746,-1.0,1.809715270175284,inf,inf,-88.96024322509766,0.00033848153543658555,0.00016965926624834538,-0.00011244416236877441,-0.05431458353996277,-0.09833869338035583,14.352046966552734,26.666666666666668,0,nan,0,nan
23,0,23,2.7951340675354004,-1.0,1.7614761726335544,inf,inf,-88.96024322509766,0.0004308119532652199,0.0003245717380195856,0.00033687055110931396,-0.4039718806743622,-0.297163650393486,-29.867630004882812,26.666666666666668,0,nan,0,nan
24,0,24,2.610751152038574,-1.0,1.5864682625540323,inf,inf,-88.96024322509766,5.4814163377159275e-06,0.00048094952944666147,-2.9727816581726074e-05,-0.3912293463945389,-0.2378610223531723,-13.377532958984375,26.666666666666668,0,nan,0,nan
25,0,25,2.535905361175537,-1.0,1.4347219672627254,inf,inf,-88.96024322509766,2.978942939080298e-05,0.00043169764103367925,-5.595386028289795e-05,-0.046383023262023926,-0.06938856840133667,32.73298263549805,26.666666666666668,0,nan,0,nan
26,0,26,2.2597484588623047,-1.0,1.3160692203387054,inf,inf,-88.96024322509766,0.00014665447815787047,0.0005908852908760309,-7.31348991394043e-05,-0.04045586287975311,-0.036649614572525024,20.398296356201172,26.666666666666668,0,nan,0,nan
27,0,27,2.885887622833252,-1.0,1.1949967330166402,inf,inf,-88.96024322509766,0.00015543523477390409,0.0014754966832697392,-0.00018642842769622803,-0.21333815157413483,-0.14960521459579468,14.422924995422363,26.666666666666668,0,nan,0,nan
28,0,28,2.42439866065979,-1.0,1.17553734791374,inf,inf,-88.96024322509766,0.0005648482474498451,0.0005646207719109952,-0.00040172040462493896,-0.17358827590942383,-0.21760594844818115,17.738616943359375,26.666666666666668,0,nan,0,nan
29,0,29,2.709294319152832,-1.0,1.0756329074639526,inf,inf,-88.96024322509766,5.0872793508460745e-05,0.0002882426488213241,-2.8312206268310547e-05,-0.11188611388206482,-0.10126069188117981,9.494511604309082,26.666666666666668,0,nan,0,nan
30,0,30,2.617253065109253,-1.0,0.9698482382981741,inf,inf,-88.96024322509766,1.1947124221478589e-05,0.000671706919092685,2.8058886528015137e-05,-0.155996635556221,-0.18168428540229797,-19.31783103942871,26.666666666666668,0,nan,0,nan
31,0,31,2.5312674045562744,-1.0,0.9390806906251034,inf,inf,-88.96024322509766,0.00021599640604108572,0.00032619343255646527,-9.179115295410156e-05,-0.11392264068126678,-0.13695336878299713,47.00895690917969,26.666666666666668,0,nan,0,nan
32,0,32,2.26090669631958,-1.0,0.8478457889320116,inf,inf,-88.96024322509766,8.488111052429304e-05,0.0031753010116517544,7.900595664978027e-05,0.0022553205490112305,0.07419395446777344,44.00791549682617,26.666666666666668,0,nan,0,nan
33,0,33,2.1233010292053223,-1.0,0.7634522264328728,inf,inf,-88.96024322509766,7.643287062819581e-06,0.0019547229167073965,5.081295967102051e-06,-0.009904295206069946,-0.008253589272499084,20.16423988342285,26.666666666666668,0,nan,0,nan
34,0,34,2.6840438842773438,-1.0,1.844281576298327,inf,inf,-88.96024322509766,0.09249967336654663,0.007993579842150211,0.0033837556838989258,1.4569455236196518,1.3221008330583572,186.6212158203125,26.666666666666668,0,nan,0,nan
35,0,35,2.531588554382324,-1.0,1.7165364959590712,inf,inf,-88.96024322509766,0.00010055282473331317,0.00017739478789735585,1.1563301086425781e-05,-0.026601240038871765,0.025819897651672363,20.656414031982422,26.666666666666668,0,nan,0,nan
36,0,36,2.3551292419433594,-1.0,1.5456149524816498,inf,inf,-88.96024322509766,2.184418235628982e-06,0.00029837453621439636,1.1920928955078125e-07,-0.007235705852508545,0.0443882942199707,-11.482942581176758,26.666666666666668,0,nan,0,nan
37,0,37,2.3559536933898926,-1.0,1.598056211596633,inf,inf,-88.96024322509766,0.00012108801456633955,5.8495847042649984e-05,-2.390146255493164e-05,0.002762839198112488,-0.002243146300315857,19.887224197387695,26.666666666666668,0,nan,0,nan
38,0,38,2.815843343734741,-1.0,1.7010399018357105,inf,inf,-88.96024322509766,0.0003559149627108127,0.00013543738168664277,-5.766749382019043e-05,-0.19120429456233978,-0.19041089713573456,16.810882568359375,26.666666666666668,0,nan,0,nan
39,0,39,2.3659543991088867,-1.0,2.648559620897435,inf,inf,-88.96024322509766,0.0011953188804909587,0.00010695181845221668,-0.0001001209020614624,-0.13877947628498077,-0.10211747884750366,25.713558197021484,26.666666666666668,0,nan,0,nan
40,0,40,2.2861380577087402,-1.0,2.397589860693871,inf,inf,-88.96024322509766,1.620312650629785e-05,0.00011668508523143828,-7.301568984985352e-07,0.007044792175292969,0.023263469338417053,23.448692321777344,26.666666666666668,0,nan,0,nan
41,0,41,2.396660327911377,-1.0,2.223913535268881,inf,inf,-88.96024322509766,4.410756446304731e-05,6.674604810541496e-05,-3.471970558166504e-06,-0.11409670114517212,-0.11271567642688751,11.913458824157715,26.666666666666668,0,nan,0,nan
42,0,42,2.293436050415039,-1.0,3.011105764720924,inf,inf,-88.96024322509766,0.0003374617954250425,3.3425840229028836e-05,-2.2113323211669922e-05,-0.08069092035293579,-0.0631190836429596,-21.74851417541504,26.666666666666668,0,nan,0,nan
43,0,43,2.361973762512207,-1.0,3.376549610050774,inf,inf,-88.96024322509766,0.0002705078513827175,4.05830105592031e-05,-1.1771917343139648e-05,-0.05605596303939819,-0.0525154173374176,15.563769340515137,26.666666666666668,0,nan,0,nan
44,0,44,2.242947578430176,-1.0,3.1585070410082787,inf,inf,-88.96024322509766,8.255772991105914e-05,6.902105087647215e-05,-8.910894393920898e-06,-0.031224258244037628,-0.028123855590820312,23.330646514892578,26.666666666666668,0,nan,0,nan
45,0,45,2.279665470123291,-1.0,2.8459200101263495,inf,inf,-88.96024322509766,4.9502909860166255e-06,0.0001516785123385489,2.4586915969848633e-06,-0.04218386858701706,-0.04425646364688873,0.036169230937957764,26.666666666666668,0,nan,0,nan
46,0,46,2.213137149810791,-1.0,2.747961019420182,inf,inf,-88.96024322509766,0.00016692369536031038,8.943953434936702e-05,1.3142824172973633e-05,-0.05768764019012451,-0.0648089125752449,6.3363447189331055,26.666666666666668,0,nan,0,nan
47,0,47,2.0488102436065674,-1.0,2.7695961524176544,inf,inf,-88.96024322509766,0.00027584107010625303,9.305398270953447e-05,-4.425644874572754e-05,-0.01661267876625061,-0.010420337319374084,19.892013549804688,26.666666666666668,0,nan,0,nan
48,0,48,2.293975353240967,-1.0,2.5026942538723627,inf,inf,-88.96024322509766,2.2283627913566306e-05,0.0002215575223090127,-1.825392246246338e-05,-0.10360662639141083,-0.11503103375434875,-15.939079284667969,26.666666666666668,0,nan,0,nan
49,0,49,2.0551798343658447,-1.0,2.30388045984754,inf,inf,-88.96024322509766,0.00013365059567149729,0.00025973949232138693,2.014636993408203e-05,-0.003751218318939209,-0.011104777455329895,9.122854232788086,26.666666666666668,0,nan,0,nan
50,0,50,2.3013172149658203,-1.0,2.309156404757985,inf,inf,-88.96024322509766,0.0005538927507586777,0.0002350349532207474,-6.760656833648682e-05,-0.08868042379617691,-0.10896150767803192,13.930347442626953,26.666666666666668,0,nan,0,nan
51,0,51,2.1081902980804443,-1.0,2.1741851994629737,inf,inf,-88.96024322509766,9.892787784337997e-05,0.00010310955258319154,-8.553266525268555e-06,-0.09258818626403809,-0.09216798096895218,5.589415073394775,26.666666666666668,0,nan,0,nan
52,0,52,2.226644515991211,-1.0,1.9855082165350912,inf,inf,-88.96024322509766,2.8781238142983057e-05,0.00010013813152909279,-1.2233853340148926e-05,-0.11680515110492706,-0.0920279249548912,6.486491680145264,26.666666666666668,0,nan,0,nan
53,0,53,2.1104583740234375,-1.0,1.9555575783280081,inf,inf,-88.96024322509766,0.000160678057000041,9.530123497825116e-05,4.902482032775879e-06,-0.045924000442028046,-0.04463118314743042,7.650542736053467,26.666666666666668,0,nan,0,nan
54,0,54,1.9917317628860474,-1.0,2.3360258141407844,inf,inf,-88.96024322509766,0.00023380100901704282,4.0588762203697115e-05,-1.8514692783355713e-05,-0.030454248189926147,-0.030605852603912354,12.959535598754883,26.666666666666668,0,nan,0,nan
55,0,55,2.140974283218384,-1.0,2.4217226375474357,inf,inf,-88.96024322509766,0.0002111024223268032,6.611425487790257e-05,-8.970499038696289e-06,-0.03143594413995743,-0.0354057177901268,7.611833095550537,26.666666666666668,0,nan,0,nan
56,0,56,1.9793951511383057,-1.0,2.2791498185947776,inf,inf,-88.96024322509766,2.963999577332288e-05,2.9759197786916047e-05,5.3942203521728516e-06,-0.01869872212409973,-0.015538439154624939,11.795459747314453,26.666666666666668,0,nan,0,nan
57,0,57,2.153886318206787,-1.0,2.105658031385648,inf,inf,-88.96024322509766,2.7335263439454138e-05,5.0227230531163514e-05,2.436339855194092e-06,-0.05146372318267822,-0.04792135953903198,5.873863220214844,26.666666666666668,0,nan,0,nan
58,0,58,2.092768669128418,-1.0,2.216743499864216,inf,inf,-88.96024322509766,0.00010450967965880409,3.249161090934649e-05,1.296401023864746e-06,-0.033042579889297485,-0.02573665976524353,-5.971014976501465,26.666666666666668,0,nan,0,nan
59,0,59,2.0351569652557373,-1.0,2.597490925576105,inf,inf,-88.96024322509766,0.0006167556857690215,0.00010237938113277778,6.6533684730529785e-06,-0.003012709319591522,-0.005571998655796051,10.5931978225708,26.666666666666668,0,nan,0,nan
60,0,60,2.0897955894470215,-1.0,2.3760460168235245,inf,inf,-5.881272315979004,0.0005180014995858073,0.0013523366069421172,6.925314664840698e-05,-0.04570487141609192,-0.041272684931755066,-5.8819708824157715,26.666666666666668,0,nan,0,nan
61,0,61,2.117877721786499,-1.0,2.160447212340408,inf,inf,-5.881272315979004,0.000760881055612117,0.0034576391335576773,0.00014147162437438965,-0.05796422064304352,-0.051362067461013794,7.118801593780518,26.666666666666668,0,nan,0,nan
62,0,62,1.9394283294677734,-1.0,1.9677539150884968,inf,inf,-5.881272315979004,0.0003333567292429507,0.0014275648863986135,-5.45307993888855e-05,-0.0116213858127594,-0.016561031341552734,7.029288291931152,26.666666666666668,0,nan,0,nan
63,0,63,1.9819810390472412,-1.0,1.7776467393213442,inf,inf,-5.881272315979004,0.0001489974238211289,0.0022344421595335007,-4.3861567974090576e-05,-0.024210311472415924,-0.018535643815994263,11.280229568481445,26.666666666666668,0,nan,0,nan
64,0,64,2.0387580394744873,-1.0,1.6465209741457236,inf,inf,-5.881272315979004,0.000542011228390038,0.0011621438898146152,8.241087198257446e-05,-0.024287834763526917,-0.02856101095676422,12.701841354370117,26.666666666666668,0,nan,0,nan
65,0,65,2.0822486877441406,-1.0,1.56902747160561,inf,inf,-5.881272315979004,0.0006365470471791923,0.000730331928934902,-9.449571371078491e-05,-0.020952671766281128,-0.02960965782403946,1.9198524951934814,26.666666666666668,0,nan,0,nan
