step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used
0,0,0,2.4813928604125977,-1.0,2.615376588118711,inf,inf,-96.87770080566406,0.7588694095611572,0.29015684127807617,26.3583984375,12.269637107849121,0.005774736404418945,0.3106292486190796,0.36128775775432587,-172.58816528320312,26.666666666666668,0,nan,0,nan,0.0,nan,0
1,0,1,2.697744369506836,-1.0,2.4484777925847987,inf,inf,-96.87770080566406,0.12892520427703857,0.13622860610485077,21.29412078857422,11.879209518432617,-0.0028053075075149536,-0.16704107820987701,-0.1468902826309204,-194.54969787597656,26.666666666666668,0,nan,0,nan,0.0,nan,0
2,0,2,2.9647538661956787,-1.0,2.2256132868361838,inf,inf,-96.87770080566406,0.012752941809594631,0.05801202356815338,35.458580017089844,11.955601692199707,-0.0012737810611724854,0.09333020448684692,0.12431538105010986,-223.552978515625,26.666666666666668,0,nan,0,nan,0.0,nan,0
3,0,3,3.236635684967041,-1.0,2.16515924534901,inf,inf,-96.87770080566406,0.032380156219005585,0.019974522292613983,56.44103240966797,11.695921897888184,0.015537500381469727,0.44748756289482117,0.4536975473165512,-208.51083374023438,26.666666666666668,0,nan,0,nan,0.0,nan,0
4,0,4,2.9515674114227295,-1.0,2.183498656157093,inf,inf,-96.87770080566406,0.045253340154886246,0.01926860213279724,38.50785446166992,11.673709869384766,-0.00874340534210205,-0.5805292427539825,-0.43570391833782196,-138.01980590820312,26.666666666666668,0,nan,0,nan,0.0,nan,0
5,0,5,4.430293560028076,-1.0,2.261978468880109,inf,inf,-96.87770080566406,0.05728214234113693,0.01929798349738121,198.51019287109375,14.943593978881836,-0.0015449821949005127,0.5733060836791992,1.0663384795188904,-421.1605529785156,26.666666666666668,0,nan,0,nan,0.0,nan,0
6,0,6,4.927680969238281,-1.0,2.8312073620957587,inf,inf,-96.87770080566406,0.11679627001285553,0.01468347292393446,93.89768981933594,15.719160079956055,-0.061900973320007324,1.8768238127231598,1.9226355850696564,-320.1356201171875,26.666666666666668,0,nan,0,nan,0.0,nan,0
7,0,7,5.862129211425781,-1.0,3.2384414199674403,inf,inf,-96.87770080566406,0.1116742491722107,0.016176356002688408,89.75238037109375,17.151668548583984,-0.01940476894378662,3.3803580701351166,4.155694544315338,-213.24517822265625,26.666666666666668,0,nan,0,nan,0.0,nan,0
8,0,8,4.5086212158203125,-1.0,2.9746048043858253,inf,inf,-96.87770080566406,0.0023646068293601274,0.003940517082810402,30.868453979492188,9.442602157592773,0.0004271566867828369,0.45625467598438263,0.5880578905344009,-46.07590103149414,26.666666666666668,0,nan,0,nan,0.0,nan,0
9,0,9,3.481196403503418,-1.0,2.8794096268010914,inf,inf,-96.87770080566406,0.017853993922472,0.00882701762020588,14.715906143188477,8.119672775268555,-0.0038416683673858643,-0.7715153843164444,-0.7959390580654144,-23.077953338623047,26.666666666666668,0,nan,0,nan,0.0,nan,0
10,0,10,3.148730516433716,-1.0,2.610975465204974,inf,inf,-96.87770080566406,0.0015362396370619535,0.007875405251979828,7.223783493041992,6.531505584716797,-8.526444435119629e-05,-0.09073640406131744,-0.0645778626203537,90.89370727539062,26.666666666666668,0,nan,0,nan,0.0,nan,0
11,0,11,3.9735257625579834,-1.0,2.662035941821748,inf,inf,-96.87770080566406,0.017533577978610992,0.005616891663521528,26.98285675048828,8.220096588134766,-0.0010950714349746704,0.07549208402633667,-0.2023574262857437,-24.444887161254883,26.666666666666668,0,nan,0,nan,0.0,nan,0
12,0,12,4.240994453430176,-1.0,2.406670568401171,inf,inf,-96.87770080566406,0.0014900609385222197,0.013748206198215485,37.94242858886719,50.929542541503906,-0.0011791437864303589,-0.0567382276058197,0.13859282433986664,-32.86280059814453,26.666666666666668,0,nan,0,nan,0.0,nan,0
13,0,13,3.6815574169158936,-1.0,2.365560514459441,inf,inf,-96.87770080566406,0.007252258714288473,0.003634179010987282,24.501564025878906,6.874195098876953,0.00035919249057769775,-0.5013120174407959,-0.514329195022583,-16.58794593811035,26.666666666666668,0,nan,0,nan,0.0,nan,0
14,0,14,3.5259552001953125,-1.0,2.242786284192096,inf,inf,-96.87770080566406,0.041352465748786926,0.03634364902973175,134.6986083984375,53.38139724731445,-0.015303224325180054,2.74493008852005,2.680278033018112,129.31857299804688,26.666666666666668,0,nan,0,nan,0.0,nan,0
15,0,15,3.2510476112365723,-1.0,2.032399628593992,inf,inf,-96.87770080566406,0.006539250258356333,0.0470721498131752,19.620685577392578,19.736663818359375,-0.0005628019571304321,0.24705876410007477,0.2508748173713684,106.34867858886719,26.666666666666668,0,nan,0,nan,0.0,nan,0
16,0,16,3.5233211517333984,-1.0,1.9185479986977723,inf,inf,-96.87770080566406,0.006653435528278351,0.007443292997777462,21.342449188232422,6.656007289886475,-0.00035700201988220215,-0.19973395764827728,-0.1962408870458603,-24.836658477783203,26.666666666666668,0,nan,0,nan,0.0,nan,0
17,0,17,3.3694026470184326,-1.0,1.9535829084287784,inf,inf,-96.87770080566406,0.00963762030005455,0.004247711505740881,34.77534103393555,6.203209400177002,0.0002187788486480713,-0.28242793679237366,0.02091182768344879,1.810638189315796,26.666666666666668,0,nan,0,nan,0.0,nan,0
18,0,18,4.225255012512207,-1.0,1.764762891785237,inf,inf,-96.87770080566406,0.0032431338913738728,0.049602292478084564,31.774200439453125,67.66264343261719,-0.008003100752830505,-0.8973381370306015,-0.816812127828598,36.619361877441406,26.666666666666668,0,nan,0,nan,0.0,nan,0
19,0,19,3.742091655731201,-1.0,2.41253143293837,inf,inf,-96.87770080566406,0.19799792766571045,0.024021737277507782,59.33840560913086,9.982112884521484,-0.020953550934791565,-0.24011829495429993,-0.378750279545784,33.116241455078125,26.666666666666668,0,nan,0,nan,0.0,nan,0
20,0,20,2.3305141925811768,-1.0,2.200366559120276,inf,inf,-96.87770080566406,0.000855018908623606,0.00293939420953393,16.145044326782227,6.597194194793701,0.00030472874641418457,0.6204280704259872,0.5772587358951569,14.127903938293457,26.666666666666668,0,nan,0,nan,0.0,nan,0
21,0,21,4.179437637329102,-1.0,2.3295300228740676,inf,inf,-96.87770080566406,0.003037049900740385,0.0008697161683812737,19.911117553710938,5.9388556480407715,-0.00035327672958374023,-0.27619096636772156,-0.3577854484319687,29.72513771057129,26.666666666666668,0,nan,0,nan,0.0,nan,0
22,0,22,4.42755126953125,-1.0,2.5162703503924835,inf,inf,-96.87770080566406,0.002298304345458746,0.0005476151709444821,18.734909057617188,5.693952560424805,0.0002810657024383545,-0.3243127167224884,-0.37053291499614716,21.836036682128906,26.666666666666668,0,nan,0,nan,0.0,nan,0
23,0,23,3.381287097930908,-1.0,2.373852436114592,inf,inf,-96.87770080566406,0.014223920181393623,0.01302448008209467,93.93885803222656,31.752609252929688,-0.007668629288673401,2.0081190913915634,1.9831136912107468,48.032127380371094,26.666666666666668,0,nan,0,nan,0.0,nan,0
24,0,24,2.548746109008789,-1.0,2.3835587967889986,inf,inf,-96.87770080566406,0.0006391843198798597,0.0002586831396911293,6.745453357696533,2.1517913341522217,-5.9917569160461426e-05,0.08827574551105499,0.03400242328643799,32.6194953918457,26.666666666666668,0,nan,0,nan,0.0,nan,0
25,0,25,2.83992075920105,-1.0,2.1525322521321826,inf,inf,-96.87770080566406,0.0002011514879995957,0.002744471188634634,5.1165690422058105,5.288915157318115,-9.931623935699463e-05,-0.5097181797027588,-0.27423183619976044,-14.334370613098145,26.666666666666668,0,nan,0,nan,0.0,nan,0
26,0,26,3.131655216217041,-1.0,2.3046497519244284,inf,inf,-96.87770080566406,0.009447045624256134,0.0025715292431414127,6.250207424163818,4.181263446807861,-0.0012124031782150269,-0.40059858560562134,-0.3854447901248932,20.616125106811523,26.666666666666668,0,nan,0,nan,0.0,nan,0
27,0,27,3.903207778930664,-1.0,2.265632636833616,inf,inf,-96.87770080566406,0.001004696823656559,0.0005247887456789613,12.04885482788086,2.9211153984069824,-6.893277168273926e-05,-0.2081761360168457,-0.20629148185253143,-12.606734275817871,26.666666666666668,0,nan,0,nan,0.0,nan,0
28,0,28,3.48870849609375,-1.0,2.0494345714225566,inf,inf,-96.87770080566406,0.0008241640171036124,0.007951261475682259,7.092346668243408,9.352109909057617,9.703636169433594e-05,-0.4870450645685196,-0.7401737421751022,9.82695484161377,26.666666666666668,0,nan,0,nan,0.0,nan,0
29,0,29,2.891115665435791,-1.0,2.198187036918915,inf,inf,-96.87770080566406,0.01106058806180954,0.0031271460466086864,16.7590389251709,7.667686462402344,-0.00016933679580688477,0.39566178619861603,0.30888831615448,16.680212020874023,26.666666666666668,0,nan,0,nan,0.0,nan,0
30,0,30,2.6879658699035645,-1.0,1.9834215126499284,inf,inf,-96.87770080566406,0.0001667432370595634,0.0032997687812894583,4.753968715667725,4.360788345336914,-1.0654330253601074e-05,-0.26784735918045044,-0.17272672057151794,60.620540618896484,26.666666666666668,0,nan,0,nan,0.0,nan,0
31,0,31,2.701570987701416,-1.0,1.9057999207074268,inf,inf,-96.87770080566406,0.0017713059205561876,0.0014672777615487576,6.385868549346924,3.125742197036743,-8.471310138702393e-05,-0.41529372334480286,-0.38343074917793274,23.05495834350586,26.666666666666668,0,nan,0,nan,0.0,nan,0
