step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.5087742805480957,-1.0,0.01641548009836272,inf,inf,-139.91940307617188,0.0019080323399975896,0.1162337213754654,-8.946657180786133e-05,0.3368140459060669,0.4183301478624344,-140.0376434326172,26.666666666666668,0,nan,0
1,0,1,2.809694528579712,-1.0,0.04464752403208356,inf,inf,-139.91940307617188,0.02861851081252098,0.09579869359731674,-0.0018256157636642456,-0.08028693497180939,-0.09955613315105438,-411.33892822265625,26.666666666666668,0,nan,0
2,0,2,3.1909091472625732,-1.0,0.1805640911918072,inf,inf,-139.91940307617188,0.10450512915849686,0.0744437575340271,-0.004394561052322388,0.08379878103733063,-0.03135158121585846,-488.15557861328125,26.666666666666668,0,nan,0
3,0,3,3.0777223110198975,-1.0,0.17603925970958806,inf,inf,-139.91940307617188,0.00580870546400547,0.04292703792452812,-0.0016765743494033813,0.5320608019828796,0.518895298242569,-377.8579406738281,26.666666666666668,0,nan,0
4,0,4,3.6114063262939453,-1.0,0.27786895291179664,inf,inf,-139.91940307617188,0.05631349980831146,0.04715045914053917,-0.0021570175886154175,-0.03656364977359772,-0.03962282836437225,-310.1893310546875,26.666666666666668,0,nan,0
5,0,5,4.536867141723633,-1.0,0.26502244982288586,inf,inf,-139.91940307617188,0.012228811159729958,0.08185067027807236,-0.0025663822889328003,-0.852373480796814,-0.7589449733495712,-230.22132873535156,26.666666666666668,0,nan,0
6,0,6,4.0692267417907715,-1.0,0.9416842867776496,inf,inf,-139.91940307617188,0.18433192372322083,0.026214638724923134,-0.0021194666624069214,-1.250922605395317,-1.201940342783928,-155.8676300048828,26.666666666666668,0,nan,0
7,0,7,3.6621766090393066,-1.0,0.8743420473115425,inf,inf,-139.91940307617188,0.008787324652075768,0.032756514847278595,-0.00028358399868011475,-1.1836076974868774,-1.0984100103378296,-68.40897369384766,26.666666666666668,0,nan,0
8,0,8,3.080599784851074,-1.0,0.8011991558352713,inf,inf,-139.91940307617188,0.007778680417686701,0.05442943051457405,-0.001216009259223938,-0.6836095601320267,-0.5915797501802444,-34.800575256347656,26.666666666666668,0,nan,0
9,0,9,4.0110554695129395,-1.0,1.1399336993040212,inf,inf,-139.91940307617188,0.23180440068244934,0.05534246936440468,-0.008650660514831543,-0.3953480124473572,-0.47161397337913513,-42.01993942260742,26.666666666666668,0,nan,0
