step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,4.720114707946777,-1.0,0.4771981825348198,inf,inf,-93.18004608154297,0.04717675596475601,0.09886197745800018,12.74810791015625,12.587203025817871,-0.001173853874206543,-0.04892420768737793,-0.0461847186088562,-93.25457763671875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,4.688600540161133,-1.0,0.6231209835003042,inf,inf,-93.18004608154297,0.12271195650100708,0.06337032467126846,13.721181869506836,12.248945236206055,0.004205167293548584,-0.04240936040878296,-0.07171899080276489,-96.08418273925781,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,4.6860761642456055,-1.0,0.6523819132523884,inf,inf,-93.18004608154297,0.06017091125249863,0.06570811569690704,12.112112045288086,11.676076889038086,-0.0009438991546630859,-0.057300448417663574,-0.07333815097808838,-54.5177116394043,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,4.714402198791504,-1.0,0.7613082392091804,inf,inf,-93.18004608154297,0.06365977227687836,0.03655151650309563,14.47342586517334,11.420098304748535,0.0005996227264404297,-0.17752397060394287,-0.16728007793426514,-89.97782897949219,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,4.817307472229004,-1.0,0.9062899325790366,inf,inf,-93.18004608154297,0.05073808878660202,0.022946728393435478,15.016751289367676,11.290679931640625,0.0066612958908081055,-0.13617950677871704,-0.14644324779510498,-98.35862731933594,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,4.948251724243164,-1.0,0.9524363774029235,inf,inf,-93.18004608154297,0.009382822550833225,0.006860020104795694,15.13290786743164,10.996496200561523,0.0014917254447937012,-0.2019016146659851,-0.18370407819747925,-96.96595001220703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,4.819126129150391,-1.0,0.9484279191399143,inf,inf,-93.18004608154297,0.001734802033752203,0.0019014617428183556,12.028326034545898,10.27187728881836,0.000750124454498291,-0.12880676984786987,-0.10979443788528442,-60.59514617919922,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,4.841282367706299,-1.0,0.8880017831241886,inf,inf,-93.18004608154297,0.0005608993233181536,0.0016297321999445558,12.71406364440918,9.80769157409668,-0.00020229816436767578,-0.19388747215270996,-0.18924695253372192,-53.49415588378906,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,4.909063816070557,-1.0,0.8012947622266116,inf,inf,-93.18004608154297,1.6950110875768587e-05,0.000809786724857986,13.322050094604492,9.712904930114746,-1.1861324310302734e-05,-0.21735864877700806,-0.2017562985420227,-48.509124755859375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,4.849328517913818,-1.0,0.9582169882775088,inf,inf,-93.18004608154297,0.0007178564555943012,0.0003028269566129893,11.26095199584961,8.748027801513672,-0.00020802021026611328,-0.20795410871505737,-0.22740042209625244,-39.6562614440918,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
10,0,10,4.808154582977295,-1.0,1.3031777924804642,inf,inf,-93.18004608154297,0.003403828712180257,0.0007722240989096463,13.126266479492188,8.554081916809082,-0.00029033422470092773,-0.024805665016174316,0.03976505994796753,-29.829071044921875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
11,0,11,4.928551197052002,-1.0,1.3021599393445829,inf,inf,-93.18004608154297,0.0006342848646454513,0.0004905531532131135,12.570989608764648,8.144492149353027,-8.690357208251953e-05,-0.3255452513694763,-0.28022176027297974,59.22624969482422,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
12,0,12,4.81391716003418,-1.0,1.1724104452068567,inf,inf,-93.18004608154297,3.4922439340334677e-07,7.486056711059064e-05,14.414665222167969,7.620131015777588,2.0384788513183594e-05,-0.222456693649292,-0.22397112846374512,65.65953063964844,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
13,0,13,4.742749214172363,-1.0,1.0553164761387388,inf,inf,-93.18004608154297,3.1739580208522966e-07,0.0002158047427656129,10.248706817626953,8.031886100769043,1.6510486602783203e-05,-0.3099748492240906,-0.34439587593078613,29.687265396118164,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
14,0,14,4.921957015991211,-1.0,0.9525565182169521,inf,inf,-93.18004608154297,4.889228875981644e-06,0.00017639885481912643,13.058167457580566,7.626032829284668,1.8894672393798828e-05,-0.2967974543571472,-0.3848887085914612,54.1485481262207,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
15,0,15,4.752940654754639,-1.0,0.9236327978633811,inf,inf,-93.18004608154297,5.062690979684703e-05,7.632358756382018e-05,11.622594833374023,7.2885918617248535,1.4960765838623047e-05,-0.10269147157669067,-0.12145370244979858,-28.768646240234375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
16,0,16,4.855650901794434,-1.0,1.0262789938409127,inf,inf,-93.18004608154297,4.228971738484688e-05,2.168598075513728e-05,10.973651885986328,6.780513763427734,3.552436828613281e-05,-0.14359807968139648,-0.1323121190071106,-22.309932708740234,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
17,0,17,4.631041526794434,-1.0,0.934326226204394,inf,inf,-93.18004608154297,1.3750668585998937e-05,0.00012881029397249222,12.147425651550293,6.9371490478515625,-6.139278411865234e-06,-0.2118026614189148,-0.2633589506149292,27.61944580078125,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
18,0,18,4.6521100997924805,-1.0,0.963787654346334,inf,inf,-93.18004608154297,0.00016220673569478095,0.00013198908709455281,11.526936531066895,6.460267543792725,5.5730342864990234e-05,-0.23379051685333252,-0.194707453250885,22.33945083618164,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
19,0,19,4.500378131866455,-1.0,0.8906822148665909,inf,inf,-93.18004608154297,1.773427902662661e-05,7.62000199756585e-05,9.797398567199707,6.652210235595703,2.1755695343017578e-05,-0.20316529273986816,-0.251212477684021,22.624401092529297,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
