step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.21260573749235084,inf,inf,-79.46031951904297,0.027853121981024742,0.1310083270072937,-0.0023221770922342935,0.2560065786043803,0.21408321460088095,-79.51219177246094,20.0,1,nan
1,0,1,2.7811779975891113,-1.0,0.20907364571785073,inf,inf,-79.46031951904297,0.011429301463067532,0.06446858495473862,-0.0016089677810668945,0.6865779558817545,0.7230010430018107,-316.4710388183594,20.0,1,nan
2,0,2,2.858140468597412,-1.0,0.41579978946577323,inf,inf,-79.46031951904297,0.09959213435649872,0.04375108703970909,-0.0006078481674194336,0.620920995871226,0.7460330724716187,-246.8344268798828,20.0,1,nan
3,0,3,3.7476232051849365,-1.0,0.43594027019637,inf,inf,-79.46031951904297,0.021019648760557175,0.03405620902776718,-0.0003370841344197591,0.754255493481954,0.6520999471346537,-327.5339660644531,20.0,1,nan
4,0,4,5.1748762130737305,-1.0,0.43227490313251055,inf,inf,-79.46031951904297,0.010176178067922592,0.025485899299383163,-0.001268148422241211,-1.220625877380371,-0.960542897383372,-605.8152465820312,20.0,1,nan
5,0,5,4.767457962036133,-1.0,0.4103430340524412,inf,inf,-79.46031951904297,0.002680617617443204,0.012587646953761578,-0.0002618233362833659,-1.2625022729237874,-1.3029715220133464,-206.23696899414062,20.0,1,nan
6,0,6,5.710700035095215,-1.0,0.38875722045050926,inf,inf,-79.46031951904297,0.0005889377207495272,0.0030281925573945045,0.00012513001759847006,-1.059061845143636,-1.1282137036323547,-124.2495346069336,20.0,1,nan
7,0,7,5.70993709564209,-1.0,0.41132672307142887,inf,inf,-79.46031951904297,0.004091956652700901,0.0066595193929970264,-0.0003149112065633138,-1.7573618690172832,-1.7251818378766377,-57.407962799072266,20.0,1,nan
8,0,8,5.448800086975098,-1.0,0.6696003682883608,inf,inf,-79.46031951904297,0.010995564982295036,0.0036724559031426907,-0.001430511474609375,-1.787377615769704,-1.9092119733492534,-57.027099609375,20.0,1,nan
9,0,9,3.065748453140259,-1.0,0.6244216509573668,inf,inf,-79.46031951904297,0.0004897068720310926,0.0022482883650809526,-1.9649664560953777e-05,-0.24538864692052206,-0.23913540442784628,17.690505981445312,20.0,1,nan
10,0,10,3.3601531982421875,-1.0,0.5650085033986373,inf,inf,-79.46031951904297,0.00011147596524097025,0.003680268069729209,-4.100799560546875e-05,-0.7523072163263956,-0.749772330125173,25.389591217041016,20.0,1,nan
11,0,11,3.0687923431396484,-1.0,0.5124906014374018,inf,inf,-79.46031951904297,0.00013833028788212687,0.0034730625338852406,3.1212965647379555e-05,-0.3330826759338379,-0.3347363273302714,-31.3050594329834,20.0,1,nan
12,0,12,2.9480628967285156,-1.0,0.6327085314702315,inf,inf,-79.46031951904297,0.005467997398227453,0.003188950475305319,-0.0003815889358520508,-0.14260399341583252,-0.20072096586227417,58.41802978515625,20.0,1,nan
13,0,13,3.561431884765625,-1.0,0.8931735497963949,inf,inf,-79.46031951904297,0.008441763930022717,0.0026076084468513727,-0.00032387177149454754,-0.24155902862548828,-0.24897931019465128,12.940439224243164,20.0,1,nan
14,0,14,2.8103020191192627,-1.0,1.1728450383989073,inf,inf,-79.46031951904297,0.013199644163250923,0.0035772474948316813,-7.82012939453125e-05,-0.3098630905151367,-0.28257062037785846,9.281923294067383,20.0,1,nan
15,0,15,2.5552549362182617,-1.0,1.0629163606210157,inf,inf,-79.46031951904297,0.00023439375218003988,0.0031865048222243786,-2.2331873575846355e-05,-0.11724998553593953,-0.09823417663574219,4.066854953765869,20.0,1,nan
16,0,16,2.9090640544891357,-1.0,0.9626527033357277,inf,inf,-79.46031951904297,0.00012627471005544066,0.0020948101300746202,1.233816146850586e-05,-0.1702658732732137,-0.14919251203536987,-15.356354713439941,20.0,1,nan
17,0,17,2.476405143737793,-1.0,0.8677971819273982,inf,inf,-79.46031951904297,1.538843753223773e-05,0.0010915729217231274,1.529852549235026e-05,-0.08322882652282715,-0.10751330852508545,19.88721466064453,20.0,1,nan
18,0,18,2.290342330932617,-1.0,0.7823231343752197,inf,inf,-79.46031951904297,2.0786706954822876e-05,0.0015920329606160522,-1.24971071879069e-05,-0.04197523991266886,-0.04338580369949341,6.522955894470215,20.0,1,nan
19,0,19,3.1304941177368164,-1.0,0.7058004839912875,inf,inf,-79.46031951904297,0.00010674582881620154,0.006243676412850618,-9.238719940185547e-06,-0.1544712781906128,-0.16541586319605509,11.495089530944824,20.0,1,nan
20,0,20,2.535142421722412,-1.0,0.6370481485360329,inf,inf,-79.46031951904297,8.641402382636443e-05,0.004727986641228199,-1.1801719665527344e-05,-0.08579307794570923,-0.08812753359476726,8.117810249328613,20.0,1,nan
21,0,21,2.8654472827911377,-1.0,0.6087001120211857,inf,inf,-79.46031951904297,0.000737758178729564,0.0020866103004664183,6.318092346191406e-06,-0.14256203174591064,-0.16381841897964478,10.26778507232666,20.0,1,nan
22,0,22,2.4155454635620117,-1.0,0.5652308419479275,inf,inf,-79.46031951904297,0.00026715081185102463,0.001535284100100398,2.1616617838541668e-05,-0.03574848175048828,-0.023272355397542317,34.901084899902344,20.0,1,nan
23,0,23,2.3253111839294434,-1.0,0.5198211782333432,inf,inf,-79.46031951904297,5.836288255522959e-05,0.0005251567927189171,-3.993511199951172e-06,-0.0011792977650960286,-0.0068018436431884766,38.90498352050781,20.0,1,nan
24,0,24,2.5492911338806152,-1.0,0.5781392149328376,inf,inf,-79.46031951904297,0.0022099236957728863,0.0020035544876009226,4.8160552978515625e-05,-0.1306648055712382,-0.1487759749094645,-19.601764678955078,20.0,1,nan
25,0,25,3.256395101547241,-1.0,0.5278349588626555,inf,inf,-79.46031951904297,0.0004497865738812834,0.0059894355945289135,-5.30083974202474e-05,-0.2913304766019185,-0.20354578892389932,42.12187576293945,20.0,1,nan
26,0,26,2.521017074584961,-1.0,0.504730505060106,inf,inf,-79.46031951904297,0.0001930023281602189,0.0006502983742393553,4.430611928304036e-06,-0.04014889399210612,-0.06305587291717529,11.124349594116211,20.0,1,nan
