step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,0.22774516060010921,inf,inf,-79.45919036865234,0.027851508930325508,0.1222924292087555,-0.0020743757486343384,0.06004112958908081,0.029609978199005127,-79.5118408203125,26.666666666666668,0,nan,0
1,0,1,2.554004430770874,-1.0,0.21930883301550186,inf,inf,-79.45919036865234,0.009672201238572598,0.06745762377977371,-0.0008570104837417603,0.2316640168428421,0.19880163669586182,-165.0185546875,26.666666666666668,0,nan,0
2,0,2,2.543673038482666,-1.0,0.2049968337473658,inf,inf,-79.45919036865234,0.0038864612579345703,0.05101089924573898,0.0006963014602661133,0.2737044394016266,0.25551845133304596,-153.69723510742188,26.666666666666668,0,nan,0
3,0,3,2.7035064697265625,-1.0,0.8720477309159034,inf,inf,-79.45919036865234,0.1333819478750229,0.019399583339691162,-0.0036302804946899414,0.4729306697845459,0.43862538039684296,-133.5013885498047,26.666666666666668,0,nan,0
4,0,4,3.1312155723571777,-1.0,0.8373359281165611,inf,inf,-79.45919036865234,0.013038239441812038,0.024838067591190338,-0.0009110420942306519,0.3203737288713455,0.41113796830177307,-240.29229736328125,26.666666666666668,0,nan,0
5,0,5,4.003951072692871,-1.0,0.7539297913567754,inf,inf,-79.45919036865234,6.172873690957204e-05,0.01885099895298481,-7.805228233337402e-05,-0.41727782785892487,-0.6238544881343842,-290.7050476074219,26.666666666666668,0,nan,0
6,0,6,4.100796699523926,-1.0,0.7056160455920257,inf,inf,-79.45919036865234,0.0061801159754395485,0.022822344675660133,-0.00040484964847564697,-0.5358488112688065,-0.5295815169811249,-289.2575988769531,26.666666666666668,0,nan,0
7,0,7,5.306861877441406,-1.0,0.7267775221304721,inf,inf,-79.45919036865234,0.014821423217654228,0.016158880665898323,0.000602424144744873,-0.42290477454662323,-0.6182588487863541,-317.46759033203125,26.666666666666668,0,nan,0
8,0,8,5.862000942230225,-1.0,0.9216663155373856,inf,inf,-79.45919036865234,0.11464390903711319,0.04284687712788582,-0.005488008260726929,-1.7101356089115143,-1.5470352470874786,-259.53472900390625,26.666666666666668,0,nan,0
9,0,9,4.896335124969482,-1.0,1.1558208383175892,inf,inf,-79.45919036865234,0.005790053401142359,0.001774342032149434,-0.00032269954681396484,-0.864774152636528,-0.9849712699651718,-89.12671661376953,26.666666666666668,0,nan,0
10,0,10,4.375892639160156,-1.0,1.0893942049443632,inf,inf,-79.45919036865234,0.0019721738062798977,0.004012116231024265,-0.0001911371946334839,-1.1662477850914001,-1.1863674819469452,-64.98168182373047,26.666666666666668,0,nan,0
11,0,11,3.0160107612609863,-1.0,0.9854654909119475,inf,inf,-79.45919036865234,0.0008788531995378435,0.017539506778120995,-0.0001745074987411499,-0.5948680192232132,-0.5777953565120697,-26.174945831298828,26.666666666666668,0,nan,0
12,0,12,3.514554738998413,-1.0,1.4081994845599792,inf,inf,-79.45919036865234,0.13969659805297852,0.026798736304044724,-0.010988980531692505,-0.6663503348827362,-0.7648708820343018,19.261089324951172,26.666666666666668,0,nan,0
13,0,13,3.0517711639404297,-1.0,1.598091224325102,inf,inf,-79.45919036865234,0.029679467901587486,0.008974423632025719,-0.0005296766757965088,-0.37454813718795776,-0.4100228101015091,20.956260681152344,26.666666666666668,0,nan,0
14,0,14,3.123272657394409,-1.0,1.5270152801502554,inf,inf,-79.45919036865234,0.00335493590682745,0.003780926112085581,-0.00045280158519744873,-0.5726317167282104,-0.5945224761962891,-22.707550048828125,26.666666666666668,0,nan,0
15,0,15,2.57662034034729,-1.0,1.4519184655549722,inf,inf,-79.45919036865234,0.002167873550206423,0.00279348180629313,-0.00021961331367492676,-0.2854779064655304,-0.2759915739297867,28.655637741088867,26.666666666666668,0,nan,0
16,0,16,2.6981616020202637,-1.0,1.4131266773844744,inf,inf,-79.45919036865234,0.00299391383305192,0.002813827246427536,-0.00023099780082702637,-0.22203294932842255,-0.23070047795772552,-16.160030364990234,26.666666666666668,0,nan,0
17,0,17,2.388293981552124,-1.0,1.4134317049511684,inf,inf,-79.45919036865234,0.0031156328041106462,0.0022000307217240334,-0.000233575701713562,-0.013817071914672852,-0.04027274250984192,-12.05305290222168,26.666666666666668,0,nan,0
18,0,18,2.4426846504211426,-1.0,1.341638163646051,inf,inf,-79.45919036865234,0.00518839294090867,0.007459986489266157,-0.00031179189682006836,-0.10534916818141937,-0.10146477818489075,-6.991849899291992,26.666666666666668,0,nan,0
19,0,19,2.980020523071289,-1.0,1.2738305791860887,inf,inf,-79.45919036865234,0.00600432837381959,0.009048627689480782,0.00013940036296844482,-0.2520454376935959,-0.2548384666442871,-14.29306411743164,26.666666666666668,0,nan,0
20,0,20,2.3842520713806152,-1.0,1.159931706379062,inf,inf,-79.45919036865234,0.0012603119248524308,0.009346593171358109,-2.0697712898254395e-05,-0.0567428320646286,-0.05764785408973694,-7.245118618011475,26.666666666666668,0,nan,0
21,0,21,2.6298210620880127,-1.0,1.04429034322791,inf,inf,-79.45919036865234,0.0001502594241173938,0.042710695415735245,8.095800876617432e-05,-0.09962829947471619,-0.11882883310317993,10.219415664672852,26.666666666666668,0,nan,0
22,0,22,2.542445421218872,-1.0,0.9858602316585315,inf,inf,-79.45919036865234,0.009202292189002037,0.020005451515316963,-0.001711145043373108,-0.0833282470703125,-0.08601410686969757,15.419340133666992,26.666666666666668,0,nan,0
23,0,23,2.684797763824463,-1.0,0.9389441200659714,inf,inf,-79.45919036865234,0.0020374925807118416,0.003943286370486021,-0.0001818835735321045,-0.08630196750164032,-0.11968129873275757,23.364879608154297,26.666666666666668,0,nan,0
24,0,24,2.318937301635742,-1.0,0.8658857687793853,inf,inf,-79.45919036865234,0.0008130259811878204,0.0039020138792693615,2.3037195205688477e-05,-0.05885554850101471,-0.05667144060134888,16.936004638671875,26.666666666666668,0,nan,0
25,0,25,2.154695510864258,-1.0,0.9249948788699566,inf,inf,-79.45919036865234,0.0018041215371340513,0.0012382636778056622,-3.457069396972656e-05,-0.03572441637516022,-0.028872385621070862,17.460796356201172,26.666666666666668,0,nan,0
