step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.5134212970733643,-1.0,0.0173931726637283,inf,inf,-121.01643371582031,0.0009808246977627277,0.056391362100839615,-0.00036938488483428955,0.43380819261074066,0.47673529386520386,-120.76543426513672,26.666666666666668,0,nan,0,nan
1,0,1,3.0029046535491943,-1.0,0.48357727709767295,inf,inf,-121.01643371582031,0.40064308047294617,0.08562150597572327,0.05826665461063385,0.3870638310909271,0.6730520129203796,-290.7584533691406,26.666666666666668,0,nan,0,nan
2,0,2,3.0798540115356445,-1.0,0.45886049109533056,inf,inf,-121.01643371582031,0.0060189333744347095,0.025459786877036095,0.0026058703660964966,0.15825393795967102,0.2112664431333542,-322.7366943359375,26.666666666666668,0,nan,0,nan
3,0,3,3.7990713119506836,-1.0,0.5691336090474799,inf,inf,-121.01643371582031,0.00915065873414278,0.00585982808843255,0.005077734589576721,-0.01780584454536438,0.09288279712200165,-487.2471008300781,26.666666666666668,0,nan,0,nan
4,0,4,3.4484786987304688,-1.0,0.6269330705979507,inf,inf,-121.01643371582031,0.01474319864064455,0.012852267362177372,-0.0008376240730285645,0.6655963361263275,0.8739075213670731,-290.4637145996094,26.666666666666668,0,nan,0,nan
5,0,5,3.6458165645599365,-1.0,0.8236250217956942,inf,inf,-121.01643371582031,0.03672240301966667,0.014157474972307682,-0.0018749535083770752,3.4978648722171783,3.605931207537651,-181.14793395996094,26.666666666666668,0,nan,0,nan
6,0,6,5.4541473388671875,-1.0,0.7490647392651771,inf,inf,-121.01643371582031,0.0014444580301642418,0.018513424322009087,-0.0020216405391693115,0.13488361239433289,-0.17333152890205383,-249.27883911132812,26.666666666666668,0,nan,0,nan
7,0,7,4.638584136962891,-1.0,0.7603999330456778,inf,inf,-121.01643371582031,0.05563800409436226,0.06451406329870224,0.01841139793395996,6.286104172468185,6.821965277194977,-126.48220825195312,26.666666666666668,0,nan,0,nan
8,0,8,3.819012403488159,-1.0,0.9600602126565234,inf,inf,-121.01643371582031,0.04777137562632561,0.017327286303043365,-0.05067557096481323,-0.19216027855873108,-0.06383484601974487,-56.21974182128906,26.666666666666668,0,nan,0,nan
9,0,9,3.051154613494873,-1.0,0.8676314700936151,inf,inf,-121.01643371582031,0.0004629152826964855,0.012940431013703346,-0.0012562721967697144,0.401424840092659,0.4490392208099365,104.15127563476562,26.666666666666668,0,nan,0,nan
10,0,10,2.7506399154663086,-1.0,0.8169757972531587,inf,inf,-121.01643371582031,0.005855893716216087,0.016217954456806183,0.003476247191429138,-0.35069215297698975,-0.24672144651412964,34.509586334228516,26.666666666666668,0,nan,0,nan
11,0,11,4.074310302734375,-1.0,1.4753234726062425,inf,inf,-121.01643371582031,0.23052269220352173,0.031149810180068016,-0.020306676626205444,1.2267179489135742,1.5112741440534592,76.69994354248047,26.666666666666668,0,nan,0,nan
12,0,12,4.119546890258789,-1.0,1.6263966012215174,inf,inf,-121.01643371582031,0.08381523936986923,0.028068888932466507,-0.03299367427825928,-0.13893866539001465,-0.0891961008310318,-58.75984191894531,26.666666666666668,0,nan,0,nan
13,0,13,2.55961275100708,-1.0,1.4637949845241527,inf,inf,-121.01643371582031,1.1431692428232054e-06,0.0030049062334001064,4.895031452178955e-05,-0.12899228930473328,-0.13435064256191254,51.3116340637207,26.666666666666668,0,nan,0,nan
14,0,14,3.7583415508270264,-1.0,1.4627678265247028,inf,inf,-121.01643371582031,0.016252264380455017,0.01118128839880228,0.003694295883178711,0.12312346696853638,-0.01550312340259552,1.8695040941238403,26.666666666666668,0,nan,0,nan
15,0,15,3.694303512573242,-1.0,1.4392154678150297,inf,inf,-121.01643371582031,0.006733941845595837,0.00548704294487834,-0.0024271607398986816,-0.25239336490631104,-0.16573107242584229,38.43052673339844,26.666666666666668,0,nan,0,nan
16,0,16,3.1435937881469727,-1.0,1.3764447143405927,inf,inf,-121.01643371582031,0.0007089263526722789,0.0008735914016142488,0.0010250061750411987,-0.47889232635498047,-0.45410624146461487,84.55098724365234,26.666666666666668,0,nan,0,nan
17,0,17,2.476055383682251,-1.0,1.7419895796582483,inf,inf,-121.01643371582031,0.001493385061621666,0.0002967839245684445,0.0014965683221817017,-0.01570640504360199,-0.040775179862976074,15.852108001708984,26.666666666666668,0,nan,0,nan
18,0,18,2.5559229850769043,-1.0,1.5952962063262401,inf,inf,-121.01643371582031,0.0006984241772443056,0.002539208624511957,-0.0015519708395004272,-0.2170668989419937,-0.2636374831199646,15.341510772705078,26.666666666666668,0,nan,0,nan
19,0,19,2.493614912033081,-1.0,1.5285633067150015,inf,inf,-121.01643371582031,0.001130631542764604,0.0012183960061520338,-0.0009291619062423706,-0.023668423295021057,0.026739314198493958,68.10553741455078,26.666666666666668,0,nan,0,nan
20,0,20,2.576077938079834,-1.0,1.3872117845240202,inf,inf,-121.01643371582031,0.000213708306546323,0.001857556402683258,0.00019720196723937988,0.12409192323684692,0.20904959738254547,-10.829069137573242,26.666666666666668,0,nan,0,nan
21,0,21,2.2468321323394775,-1.0,1.2691848657798301,inf,inf,-121.01643371582031,0.00036036386154592037,0.0017413711175322533,-0.00012283027172088623,-0.11540636420249939,-0.11973835527896881,14.543967247009277,26.666666666666668,0,nan,0,nan
