step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,4.713325023651123,-1.0,0.10921545798477178,inf,inf,-113.03607177734375,0.01151864044368267,0.10546712577342987,13.595816612243652,12.884035110473633,0.00042700767517089844,-0.06874126195907593,-0.046049654483795166,-113.12679290771484,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,4.591794967651367,-1.0,0.3359852563553547,inf,inf,-113.03607177734375,0.13539566099643707,0.05696280673146248,12.662898063659668,12.63298511505127,0.0017522573471069336,-0.05237698554992676,-0.05116909742355347,-50.115234375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,4.699874401092529,-1.0,0.3110866793641174,inf,inf,-113.03607177734375,0.0028521905187517405,0.03278399258852005,13.799245834350586,12.448554992675781,-0.0012308955192565918,-0.10059702396392822,-0.10584771633148193,-66.14337158203125,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,4.834311008453369,-1.0,0.600162032992213,inf,inf,-113.03607177734375,0.03586990386247635,0.011202902533113956,14.390899658203125,11.71666431427002,-0.004136323928833008,-0.08768904209136963,-0.08170926570892334,-67.58348083496094,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,4.721958637237549,-1.0,0.7087678675039402,inf,inf,-113.03607177734375,0.02150455303490162,0.012753109447658062,16.150985717773438,11.167577743530273,-0.007748425006866455,-0.04945814609527588,-0.04949134588241577,-61.536399841308594,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,4.775531768798828,-1.0,0.7524770075947463,inf,inf,-113.03607177734375,0.007603293284773827,0.006635451223701239,13.948413848876953,10.575469017028809,-0.0012133121490478516,-0.11101454496383667,-0.15178829431533813,-54.94493103027344,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,4.900572299957275,-1.0,0.6805646459562223,inf,inf,-113.03607177734375,0.0006816477398388088,0.02043713442981243,13.782920837402344,10.135881423950195,0.0003731250762939453,-0.2084534764289856,-0.21274995803833008,-65.28937530517578,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,4.85245418548584,-1.0,0.6448793836135264,inf,inf,-113.03607177734375,0.007603815291076899,0.023489443585276604,12.365983963012695,9.142316818237305,0.0030069947242736816,-0.2860158085823059,-0.2754781246185303,-38.79173278808594,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,4.7242021560668945,-1.0,0.8277309240433194,inf,inf,-113.03607177734375,0.02387169748544693,0.00965138990432024,12.983110427856445,8.573453903198242,0.007245242595672607,0.10034281015396118,0.12888121604919434,39.54082489013672,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,4.845231533050537,-1.0,0.7649807227883931,inf,inf,-113.03607177734375,0.0012142844498157501,0.0060644811019301414,12.258092880249023,8.023984909057617,-0.0026310086250305176,-0.4016275405883789,-0.39712047576904297,35.522430419921875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
10,0,10,4.759762763977051,-1.0,0.8217876986287905,inf,inf,-113.03607177734375,0.006862543988972902,0.005148000083863735,16.15048599243164,7.874538898468018,0.0067057013511657715,-0.06534534692764282,-0.050371408462524414,54.22766876220703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
11,0,11,4.78095817565918,-1.0,0.8386738675595324,inf,inf,-113.03607177734375,0.004524558782577515,0.004567265510559082,11.516983032226562,6.893348217010498,-0.006605327129364014,-0.264082670211792,-0.2926687002182007,63.51459503173828,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
12,0,12,5.0975422859191895,-1.0,0.7560417645890881,inf,inf,-113.03607177734375,4.368508962215856e-05,0.003536441596224904,17.60171127319336,7.022340774536133,-0.0005399584770202637,-0.535125195980072,-0.47052133083343506,29.275333404541016,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
13,0,13,4.969047546386719,-1.0,0.8270819867194596,inf,inf,-113.03607177734375,0.002323949011042714,0.0015847512986510992,12.774545669555664,6.3319091796875,-0.002514064311981201,-0.3902062177658081,-0.42126530408859253,34.10145568847656,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
14,0,14,4.956679344177246,-1.0,0.9432965718296362,inf,inf,-113.03607177734375,0.0013280842686071992,0.0006676380871795118,12.839244842529297,6.117792129516602,-0.0009450316429138184,-0.27081626653671265,-0.278597891330719,43.90557861328125,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
15,0,15,4.932615280151367,-1.0,0.8830150323979338,inf,inf,-113.03607177734375,0.0003440938889980316,0.0010106106055900455,9.553154945373535,5.267535209655762,0.00033217668533325195,-0.15969538688659668,-0.13296175003051758,28.447431564331055,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
16,0,16,4.838090896606445,-1.0,0.8211882038449171,inf,inf,-113.03607177734375,0.000491503335069865,0.001856503775343299,7.401830673217773,5.028634071350098,-0.0004337430000305176,-0.2608993649482727,-0.2371349334716797,38.94886016845703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
17,0,17,5.033210754394531,-1.0,0.7823811647155575,inf,inf,-113.03607177734375,0.0005913218483328819,0.0013652679044753313,7.380840301513672,4.66014289855957,0.0003255605697631836,-0.2566990256309509,-0.2511953115463257,19.597688674926758,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
18,0,18,4.817935943603516,-1.0,0.9890579666451765,inf,inf,-113.03607177734375,0.0022080412600189447,0.0007749826763756573,7.133227348327637,4.198899745941162,0.00039589405059814453,-0.2648954391479492,-0.26193422079086304,19.928363800048828,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
19,0,19,4.841878890991211,-1.0,1.218910649787026,inf,inf,-113.03607177734375,0.0033751563169062138,0.0010266370372846723,7.017051696777344,4.001830101013184,-0.0005872249603271484,-0.16101962327957153,-0.13937240839004517,13.005735397338867,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
20,0,20,4.672182083129883,-1.0,1.3147292146011258,inf,inf,-113.03607177734375,0.004832316190004349,0.0022196152713149786,5.345645904541016,3.6431753635406494,-0.000567317008972168,-0.19083172082901,-0.16902852058410645,12.855238914489746,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
