step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.4813928604125977,-1.0,0.6328127776528586,inf,inf,-172.55233764648438,0.054790250957012177,0.08658208698034286,0.004907935857772827,0.25134989619255066,0.25398555397987366,-172.58843994140625,26.666666666666668,0,nan,0,nan
1,0,1,2.6977505683898926,-1.0,0.5931995304958805,inf,inf,-172.55233764648438,0.00651027075946331,0.027506601065397263,-0.0006939321756362915,-0.16817426681518555,-0.14670801162719727,-194.77615356445312,26.666666666666668,0,nan,0,nan
2,0,2,2.9649882316589355,-1.0,0.541668968870187,inf,inf,-172.55233764648438,0.000820642919279635,0.010535391978919506,-0.00010955333709716797,0.07851515710353851,0.11882063746452332,-222.89175415039062,26.666666666666668,0,nan,0,nan
3,0,3,3.2284765243530273,-1.0,0.5049191694978952,inf,inf,-172.55233764648438,0.0008385498076677322,0.0048145209439098835,-0.0014780759811401367,0.45204325020313263,0.4321368485689163,-240.5534210205078,26.666666666666668,0,nan,0,nan
4,0,4,2.950190544128418,-1.0,0.459397744216935,inf,inf,-172.55233764648438,0.00014167220797389746,0.0028502654749900103,-0.00027939677238464355,-0.6039198487997055,-0.45555026829242706,-138.8832550048828,26.666666666666668,0,nan,0,nan
5,0,5,4.3515238761901855,-1.0,0.41707420318691735,inf,inf,-172.55233764648438,0.00013935539755038917,0.003853606292977929,0.00031241774559020996,0.48665475845336914,0.9442634582519531,-402.4886169433594,26.666666666666668,0,nan,0,nan
6,0,6,4.553627014160156,-1.0,1.5835053829794523,inf,inf,-172.55233764648438,0.05013466253876686,0.004149744287133217,-0.015334844589233398,12.207141876220703,12.139763504266739,-252.85748291015625,26.666666666666668,0,nan,0,nan
7,0,7,5.649531364440918,-1.0,2.3967187518987916,inf,inf,-172.55233764648438,0.020911535248160362,0.0021523581817746162,-0.002590000629425049,2.644048124551773,3.2553249299526215,-194.28587341308594,26.666666666666668,0,nan,0,nan
8,0,8,4.202545166015625,-1.0,2.649991428417604,inf,inf,-172.55233764648438,0.0013221170520409942,0.0002682080667000264,-0.00019484758377075195,0.27561286091804504,0.4452766925096512,-41.95827102661133,26.666666666666668,0,nan,0,nan
9,0,9,3.2109272480010986,-1.0,2.393172105635811,inf,inf,-172.55233764648438,5.072904968983494e-05,0.000620173173956573,5.695223808288574e-05,-0.5078368633985519,-0.5301284939050674,-23.93758773803711,26.666666666666668,0,nan,0,nan
