step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.4463210105895996,-1.0,0.17242978244449497,inf,inf,-58.251033782958984,0.008071450516581535,0.04681007191538811,0.0010975152254104614,0.3956301659345627,0.3560699075460434,-8.272981643676758,26.666666666666668,0,nan,0,nan
1,0,1,2.7649478912353516,-1.0,0.27117738898285354,inf,inf,-58.251033782958984,0.051876336336135864,0.044724609702825546,0.004092812538146973,0.8846330791711807,0.952008381485939,-179.57757568359375,26.666666666666668,0,nan,0,nan
2,0,2,2.754944324493408,-1.0,0.27044426306336905,inf,inf,-58.251033782958984,0.0034569893032312393,0.013102293014526367,-0.001279592514038086,0.6485893428325653,0.6307389587163925,-150.4182586669922,26.666666666666668,0,nan,0,nan
3,0,3,3.3637919425964355,-1.0,0.2819638314008702,inf,inf,-58.251033782958984,0.005803976207971573,0.015050246380269527,-0.0007553398609161377,-0.22946691513061523,-0.07724873721599579,-306.72137451171875,26.666666666666668,0,nan,0,nan
4,0,4,3.103456735610962,-1.0,0.2537707232085079,inf,inf,-58.251033782958984,3.886616468662396e-07,0.011867720633745193,-9.313225746154785e-06,-0.17667575180530548,-0.1030663251876831,-200.9798583984375,26.666666666666668,0,nan,0,nan
5,0,5,4.119289875030518,-1.0,0.2349471636900163,inf,inf,-58.251033782958984,0.0004941857769154012,0.007540776859968901,0.0005271583795547485,-0.666693389415741,-0.8197346776723862,-290.0146484375,26.666666666666668,0,nan,0,nan
6,0,6,4.793283462524414,-1.0,0.5935852750462091,inf,inf,-58.251033782958984,0.03195253014564514,0.008361629210412502,-0.0013167262077331543,-0.25051094591617584,-0.0993601381778717,-372.67315673828125,26.666666666666668,0,nan,0,nan
7,0,7,4.783632755279541,-1.0,1.0302317940628611,inf,inf,-58.251033782958984,0.009660758078098297,0.0019477136665955186,0.0005410313606262207,3.2627204060554504,2.95088791847229,-267.10931396484375,26.666666666666668,0,nan,0,nan
8,0,8,4.250516414642334,-1.0,1.7148882500890286,inf,inf,-58.251033782958984,0.020613810047507286,0.002617029706016183,-0.0029333382844924927,2.5397885143756866,2.6357700526714325,-145.8027801513672,26.666666666666668,0,nan,0,nan
9,0,9,4.765838146209717,-1.0,1.6249891367385476,inf,inf,-58.251033782958984,0.0029352442361414433,0.0035975666251033545,0.0016832351684570312,1.4569512903690338,1.1080498099327087,-113.71770477294922,26.666666666666668,0,nan,0,nan
10,0,10,5.7895050048828125,-1.0,1.8603934515406118,inf,inf,-58.251033782958984,0.01836010441184044,0.004614213481545448,0.0018453598022460938,8.660003781318665,9.700784295797348,-95.28507232666016,26.666666666666668,0,nan,0,nan
11,0,11,4.9005937576293945,-1.0,2.459051912474992,inf,inf,-58.251033782958984,0.09355736523866653,0.011922725476324558,-0.04575902223587036,-3.5092435032129288,-3.653795301914215,-42.70304870605469,26.666666666666668,0,nan,0,nan
12,0,12,4.1467976570129395,-1.0,2.5414534462853475,inf,inf,-58.251033782958984,0.004435054026544094,0.0013508873526006937,-0.0008193552494049072,-0.7914896905422211,-0.8807244598865509,142.28326416015625,26.666666666666668,0,nan,0,nan
13,0,13,2.7252442836761475,-1.0,2.333060773232451,inf,inf,-58.251033782958984,0.000987986451946199,0.002159407129511237,9.459257125854492e-05,-0.1836927980184555,-0.015151247382164001,18.422256469726562,26.666666666666668,0,nan,0,nan
14,0,14,3.2618603706359863,-1.0,2.1303781826602775,inf,inf,-58.251033782958984,0.003060179064050317,0.009992915205657482,-0.0008519589900970459,0.8744347244501114,0.907316580414772,-20.219289779663086,26.666666666666668,0,nan,0,nan
15,0,15,4.241000652313232,-1.0,1.9442042888421942,inf,inf,-58.251033782958984,0.0019718194380402565,0.0073400274850428104,0.0034665316343307495,50.49604579806328,49.21428920328617,122.7894287109375,26.666666666666668,0,nan,0,nan
16,0,16,3.242155075073242,-1.0,1.8050818580319108,inf,inf,-58.251033782958984,0.005260553676635027,0.009513099677860737,0.002424582839012146,-2.124009281396866,-1.956141158938408,-17.737857818603516,26.666666666666668,0,nan,0,nan
17,0,17,2.583589553833008,-1.0,1.6369751762752367,inf,inf,-58.251033782958984,0.008323585614562035,0.06711754947900772,0.02408289909362793,7.205327525734901,6.066371977329254,33.0902214050293,26.666666666666668,0,nan,0,nan
18,0,18,3.0318331718444824,-1.0,1.5554145257305254,inf,inf,-58.251033782958984,0.012949262745678425,0.015765469521284103,0.030216440558433533,-1.54460509121418,-1.611056625843048,27.70248031616211,26.666666666666668,0,nan,0,nan
19,0,19,3.9668633937835693,-1.0,1.3999710932861171,inf,inf,-58.251033782958984,2.4812698029563762e-05,0.025313880294561386,-0.001987263560295105,1.931867465376854,1.7641296684741974,-90.45500946044922,26.666666666666668,0,nan,0,nan
20,0,20,4.3664703369140625,-1.0,1.3216094072729259,inf,inf,-58.251033782958984,0.02453012205660343,0.03979874029755592,-0.020598843693733215,-0.6935335993766785,-0.6175660043954849,29.931608200073242,26.666666666666668,0,nan,0,nan
21,0,21,2.55448579788208,-1.0,1.452001456541908,inf,inf,-58.251033782958984,0.00895959883928299,0.0034124916419386864,-0.0006716698408126831,-0.43169650435447693,-0.3923385292291641,36.93769836425781,26.666666666666668,0,nan,0,nan
22,0,22,3.0624818801879883,-1.0,1.4119227307555278,inf,inf,-58.251033782958984,0.0015610195696353912,0.0014849681174382567,-0.00021044909954071045,-0.10519154369831085,-0.10005243122577667,57.27085876464844,26.666666666666668,0,nan,0,nan
23,0,23,2.390932083129883,-1.0,1.2804604465076315,inf,inf,-58.251033782958984,0.00033291123691014946,0.0034214965999126434,-0.00016379356384277344,-0.20497769117355347,-0.14320053160190582,-9.627750396728516,26.666666666666668,0,nan,0,nan
24,0,24,2.785201072692871,-1.0,1.7487571194245333,inf,inf,-58.251033782958984,0.037130940705537796,0.0062264432199299335,0.0019325166940689087,-0.04504115879535675,-0.12608520686626434,-51.8333854675293,26.666666666666668,0,nan,0,nan
25,0,25,2.4825854301452637,-1.0,1.5795353116418622,inf,inf,-58.251033782958984,0.00011449911835370585,0.0020251336973160505,-5.634129047393799e-05,-0.11629825830459595,-0.10274150967597961,12.246901512145996,26.666666666666668,0,nan,0,nan
26,0,26,2.7549219131469727,-1.0,1.491938456275783,inf,inf,-58.251033782958984,0.0008732565911486745,0.001241185120306909,0.0001125633716583252,-0.12527786195278168,-0.0818195790052414,26.858253479003906,26.666666666666668,0,nan,0,nan
27,0,27,2.6784873008728027,-1.0,2.5491576740684936,inf,inf,-58.251033782958984,0.022689620032906532,0.0018807505257427692,1.952052116394043e-05,-0.16021867096424103,-0.23205867409706116,57.032745361328125,26.666666666666668,0,nan,0,nan
28,0,28,2.4426631927490234,-1.0,2.8937598107826723,inf,inf,-58.251033782958984,0.0032441532239317894,0.0005411269958131015,8.71419906616211e-05,-0.2974824160337448,-0.3022833913564682,23.804718017578125,26.666666666666668,0,nan,0,nan
29,0,29,2.345644235610962,-1.0,2.644891308838355,inf,inf,-58.251033782958984,0.00022203200205694884,0.0005481259431689978,-4.215538501739502e-05,-0.05922999978065491,-0.053601786494255066,34.65427017211914,26.666666666666668,0,nan,0,nan
30,0,30,2.3192782402038574,-1.0,2.43288998303006,inf,inf,-58.251033782958984,0.00010942203516606241,0.0002084713487420231,1.5944242477416992e-05,-0.03409312665462494,0.0007428526878356934,35.11452865600586,26.666666666666668,0,nan,0,nan
31,0,31,2.4409852027893066,-1.0,2.765080834228407,inf,inf,-58.251033782958984,0.0020274862181395292,0.000352312286850065,9.572505950927734e-05,-0.0502021461725235,-0.03650251030921936,23.752248764038086,26.666666666666668,0,nan,0,nan
32,0,32,2.2100601196289062,-1.0,3.0998713207807995,inf,inf,-58.251033782958984,0.0004197545349597931,6.866604235256091e-05,6.183981895446777e-06,-0.04877781867980957,-0.045582398772239685,38.50248336791992,26.666666666666668,0,nan,0,nan
33,0,33,2.295416831970215,-1.0,3.064894886811952,inf,inf,-58.251033782958984,0.00034041141043417156,0.00012378115206956863,2.4050474166870117e-05,-0.008925288915634155,-0.006779700517654419,13.66003131866455,26.666666666666668,0,nan,0,nan
34,0,34,2.2238667011260986,-1.0,2.904933256673934,inf,inf,-58.251033782958984,8.176875417120755e-05,5.580423749051988e-05,-2.4437904357910156e-05,0.04611681401729584,0.054775431752204895,40.877532958984375,26.666666666666668,0,nan,0,nan
35,0,35,2.246306896209717,-1.0,2.6385315257877746,inf,inf,-58.251033782958984,1.226604035764467e-05,5.091419006930664e-05,-4.351139068603516e-06,-0.14389587938785553,-0.12211483716964722,8.908724784851074,26.666666666666668,0,nan,0,nan
36,0,36,2.4056029319763184,-1.0,2.5552896161800995,inf,inf,-58.251033782958984,5.9162190154893324e-05,3.2756648579379544e-05,-4.4465065002441406e-05,-0.21310177445411682,-0.17423807084560394,25.393680572509766,26.666666666666668,0,nan,0,nan
37,0,37,2.3320672512054443,-1.0,3.0139923770204495,inf,inf,-58.251033782958984,0.00022290152264758945,3.120857218164019e-05,-3.6016106605529785e-05,-0.1511959806084633,-0.14813332259655,15.403145790100098,26.666666666666668,0,nan,0,nan
38,0,38,2.2559356689453125,-1.0,2.804364598746725,inf,inf,-58.251033782958984,3.572359128156677e-05,3.8926689740037546e-05,-1.0274350643157959e-05,-0.05854372680187225,-0.04616367816925049,8.765792846679688,26.666666666666668,0,nan,0,nan
39,0,39,2.1232786178588867,-1.0,2.6554342173922545,inf,inf,-58.251033782958984,0.00011675570567604154,8.878350490704179e-05,-3.3289194107055664e-05,-0.04439505934715271,-0.02955085039138794,7.0418548583984375,26.666666666666668,0,nan,0,nan
40,0,40,1.9265165328979492,-1.0,2.69651993576764,inf,inf,-58.251033782958984,8.945710578700528e-05,2.9174365408835e-05,-2.4437904357910156e-06,-0.021205738186836243,-0.0270688533782959,24.477222442626953,26.666666666666668,0,nan,0,nan
41,0,41,2.0875072479248047,-1.0,2.637622419825252,inf,inf,-58.251033782958984,0.00017750391270965338,8.42230801936239e-05,-2.047419548034668e-05,0.008534267544746399,0.05426289886236191,-74.89785766601562,26.666666666666668,0,nan,0,nan
42,0,42,2.35713529586792,-1.0,2.8423843149846353,inf,inf,-58.251033782958984,0.0009628957486711442,0.00020551678608171642,-3.816187381744385e-05,-0.05630809813737869,-0.05943272262811661,10.140198707580566,26.666666666666668,0,nan,0,nan
43,0,43,2.227508544921875,-1.0,2.5603413290967465,inf,inf,-58.251033782958984,7.634322173544206e-06,0.0003477345162536949,-1.043081283569336e-06,-0.031280890107154846,-0.03809601068496704,5.135690212249756,26.666666666666668,0,nan,0,nan
44,0,44,2.288158893585205,-1.0,2.3201116496682292,inf,inf,-58.251033782958984,4.793211701326072e-05,0.0003032823442481458,2.466142177581787e-06,-0.04672038555145264,-0.032136574387550354,-2.6227657794952393,26.666666666666668,0,nan,0,nan
45,0,45,2.4236128330230713,-1.0,2.0954040519968666,inf,inf,-58.251033782958984,3.6597245980374282e-06,5.010872700950131e-05,2.5779008865356445e-06,-0.06809060275554657,-0.017754748463630676,11.090550422668457,26.666666666666668,0,nan,0,nan
46,0,46,2.1163136959075928,-1.0,2.148018561398203,inf,inf,-58.251033782958984,0.0002994798414874822,0.00011423773685237393,3.2395124435424805e-05,-0.06169271469116211,-0.03356464207172394,-9.592676162719727,26.666666666666668,0,nan,0,nan
