step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.4264049530029297,-1.0,0.011680746557761794,inf,inf,-143.1395721435547,0.0019018371822312474,0.16281811892986298,0.0001008063554763794,0.23796387016773224,0.2657121270895004,-143.1445770263672,26.666666666666668,0,nan,0,nan
1,0,1,2.659219264984131,-1.0,0.07162777625032091,inf,inf,-143.1395721435547,0.06601618975400925,0.10801943391561508,-0.002335086464881897,0.830532506108284,0.8236175179481506,-365.8231506347656,26.666666666666668,0,nan,0,nan
2,0,2,3.0692896842956543,-1.0,0.06591397037077809,inf,inf,-143.1395721435547,0.0017945135477930307,0.12384738028049469,0.002322763204574585,0.6886722892522812,0.8006893247365952,-634.0127563476562,26.666666666666668,0,nan,0,nan
3,0,3,3.0442519187927246,-1.0,0.11137476229232263,inf,inf,-143.1395721435547,0.030561700463294983,0.05871357396245003,0.00042498111724853516,0.9825441837310791,1.0708348155021667,-444.57696533203125,26.666666666666668,0,nan,0,nan
4,0,4,3.8346478939056396,-1.0,0.18271722646904281,inf,inf,-143.1395721435547,0.032684363424777985,0.03962704539299011,0.025727808475494385,-0.6829122304916382,-0.6595345735549927,-309.4928894042969,26.666666666666668,0,nan,0,nan
5,0,5,3.9986886978149414,-1.0,0.2948570002440763,inf,inf,-143.1395721435547,0.01150392647832632,0.008821251802146435,0.00632023811340332,-0.26392461359500885,-0.037105172872543335,-317.8822937011719,26.666666666666668,0,nan,0,nan
6,0,6,3.597991943359375,-1.0,0.32085222390836055,inf,inf,-143.1395721435547,0.01414735522121191,0.0254994947463274,0.0019593536853790283,0.2430785447359085,0.36113958060741425,-180.66256713867188,26.666666666666668,0,nan,0,nan
7,0,7,4.500115871429443,-1.0,0.36086981568328996,inf,inf,-143.1395721435547,0.028479691594839096,0.03949872404336929,0.010160595178604126,1.0514182895421982,1.4919041991233826,-165.9502410888672,26.666666666666668,0,nan,0,nan
8,0,8,6.361144542694092,-1.0,0.39576451209011865,inf,inf,-143.1395721435547,0.03810233995318413,0.05367911979556084,-0.022503018379211426,1.1233317852020264,1.3131134510040283,-247.78041076660156,26.666666666666668,0,nan,0,nan
9,0,9,3.670872449874878,-1.0,0.558733784141815,inf,inf,-143.1395721435547,0.14774973690509796,0.07294636219739914,-0.06416745483875275,-0.44270892441272736,-0.4553429037332535,-48.67539596557617,26.666666666666668,0,nan,0,nan
