step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.21266717974913213,inf,inf,-79.4609146118164,0.027861611917614937,0.13101039826869965,-0.0017277896404266357,0.19008496403694153,0.23036488890647888,-79.50967407226562,20.0,1,nan
1,0,1,2.781177043914795,-1.0,0.20566980286554343,inf,inf,-79.4609146118164,0.009299113415181637,0.06516848504543304,-0.0014126598834991455,0.7090828120708466,0.7723797559738159,-316.4859924316406,20.0,1,nan
2,0,2,2.8585896492004395,-1.0,0.37330536105144263,inf,inf,-79.4609146118164,0.05953899025917053,0.0316355936229229,-0.0002308189868927002,0.5696744322776794,0.6747290194034576,-250.52090454101562,20.0,1,nan
3,0,3,3.7429635524749756,-1.0,0.5324232922607028,inf,inf,-79.4609146118164,0.046495504677295685,0.023668041452765465,-0.0008456707000732422,0.6778919398784637,0.5952503681182861,-326.3194885253906,20.0,1,nan
4,0,4,5.153801918029785,-1.0,0.6221902324491446,inf,inf,-79.4609146118164,0.03154924511909485,0.022060979157686234,-0.0030304789543151855,-1.3213330805301666,-1.0998667776584625,-525.0369262695312,20.0,1,nan
5,0,5,4.738215923309326,-1.0,0.5836078455078997,inf,inf,-79.4609146118164,0.0032043782994151115,0.01355682872235775,-0.0003529191017150879,-1.2247384786605835,-1.3201104700565338,-206.0064239501953,20.0,1,nan
6,0,6,5.4304704666137695,-1.0,0.6384882324862297,inf,inf,-79.4609146118164,0.009551466442644596,0.00843462347984314,0.0006440877914428711,-1.2237525582313538,-1.2170220017433167,-133.07958984375,20.0,1,nan
7,0,7,4.985316276550293,-1.0,0.6915616650681664,inf,inf,-79.4609146118164,0.01108489464968443,0.009480568580329418,-0.0005007386207580566,-1.6193594932556152,-1.5763580799102783,-55.25715637207031,20.0,1,nan
8,0,8,5.260037899017334,-1.0,1.7069263399773265,inf,inf,-79.4609146118164,0.4149843156337738,0.03826430067420006,-0.02085930109024048,-1.3003866374492645,-1.4876515865325928,-119.05674743652344,20.0,1,nan
9,0,9,3.0805277824401855,-1.0,2.1934326816558753,inf,inf,-79.4609146118164,0.5797093510627747,0.0882091075181961,-0.02510690689086914,-0.3707094192504883,-0.3854171335697174,25.752090454101562,20.0,1,nan
10,0,10,2.9021644592285156,-1.0,1.9741331988891127,inf,inf,-79.4609146118164,5.091031312076666e-07,0.0011627235217019916,2.175569534301758e-06,-0.1675289273262024,-0.1390654444694519,57.595516204833984,20.0,1,nan
11,0,11,3.272329092025757,-1.0,1.8305131107276518,inf,inf,-79.4609146118164,0.0006528169615194201,0.0012135670986026525,2.0891427993774414e-05,-0.5723954439163208,-0.6056473255157471,-44.02465057373047,20.0,1,nan
12,0,12,3.2125496864318848,-1.0,1.6474617998458245,inf,inf,-79.4609146118164,9.526268662796156e-13,0.0004989195731468499,-5.125999450683594e-06,-0.23266920447349548,-0.2617451250553131,-23.42177963256836,20.0,1,nan
13,0,13,3.6017613410949707,-1.0,1.4886043755521923,inf,inf,-79.4609146118164,0.00021989074593875557,0.0037340782582759857,-1.2964010238647461e-05,-0.2933918237686157,-0.24545401334762573,-18.48185920715332,20.0,1,nan
14,0,14,2.6546356678009033,-1.0,1.5643274258636464,inf,inf,-79.4609146118164,0.009195287711918354,0.0040943739004433155,-0.000291675329208374,-0.15504080057144165,-0.13450434803962708,17.38986587524414,20.0,1,nan
15,0,15,2.549318790435791,-1.0,1.4604750607284147,inf,inf,-79.4609146118164,0.00015795209037605673,0.00030040121055208147,1.3053417205810547e-05,-0.09093829989433289,-0.07956710457801819,23.97882843017578,20.0,1,nan
