step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,5.428581714630127,-1.0,0.08753821602884891,inf,inf,-150.84693908691406,0.0051218438893556595,0.05850980430841446,8.011751174926758,6.99330472946167,-0.00012342135111490885,-0.053375959396362305,-0.04723318417867025,-150.65045166015625,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,5.415891170501709,-1.0,0.15080770154301226,inf,inf,-150.84693908691406,0.01430000364780426,0.01985468901693821,8.662346839904785,7.179080009460449,0.0001480579376220703,-0.06947692235310872,-0.0769492785135905,-135.8500213623047,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,5.417641639709473,-1.0,0.4050653942150735,inf,inf,-150.84693908691406,0.10835054516792297,0.04022839665412903,8.397894859313965,7.041220664978027,0.0029218196868896484,-0.0840619405110677,-0.10123411814371745,-162.94754028320312,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,5.391456604003906,-1.0,0.6487136780630394,inf,inf,-150.84693908691406,0.02396455779671669,0.008433626964688301,7.4988298416137695,6.7690653800964355,-8.296966552734375e-05,-0.013673543930053711,-0.027192354202270508,-129.52456665039062,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,5.424612522125244,-1.0,0.5879082548892911,inf,inf,-150.84693908691406,0.0007222922868095338,0.017764439806342125,9.473089218139648,6.841761112213135,0.0006949901580810547,-0.1423922379811605,-0.1394036610921224,-219.05433654785156,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,5.558246612548828,-1.0,0.5291181229591242,inf,inf,-150.84693908691406,1.359964016955928e-07,0.01960849016904831,8.146547317504883,6.578889846801758,-3.337860107421875e-06,-0.14597503344217935,-0.14554031689961752,-282.9540100097656,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,5.608332633972168,-1.0,1.0222388433421599,inf,inf,-150.84693908691406,0.06739555299282074,0.01234277244657278,8.242481231689453,6.213655948638916,-0.0011603037516276042,-0.16260592142740884,-0.1667931874593099,-266.0263977050781,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,5.565321922302246,-1.0,0.9473580668348626,inf,inf,-150.84693908691406,0.000591104559134692,0.002161804586648941,8.278118133544922,6.522103309631348,-0.00024437904357910156,-0.08134023348490398,-0.05739752451578776,-181.6125946044922,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,5.6306915283203125,-1.0,1.0317494139802852,inf,inf,-150.84693908691406,0.0016031584236770868,0.0008949834736995399,8.235528945922852,6.309764862060547,0.0006875197092692057,-0.10648051897684734,-0.1045369307200114,-159.84666442871094,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,5.574094772338867,-1.0,0.9479322056350606,inf,inf,-150.84693908691406,0.00014641768939327449,0.000756378285586834,8.286333084106445,6.188658714294434,-0.0001595020294189453,-0.14195076624552408,-0.16954739888509116,-109.36554718017578,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
10,0,10,5.775794982910156,-1.0,0.8694069071880921,inf,inf,-150.84693908691406,1.3689999832422473e-05,8.415334013989195e-05,7.274543762207031,5.9568939208984375,-3.5762786865234375e-06,-0.21320589383443198,-0.18903628985087076,-120.60099029541016,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
11,0,11,5.459220886230469,-1.0,0.9459059712771443,inf,inf,-150.84693908691406,0.00018906057812273502,0.00011567600449780002,6.93626070022583,6.216595649719238,-0.00018636385599772135,-0.16182621320088705,-0.15791980425516763,-72.72993469238281,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
12,0,12,5.585054397583008,-1.0,0.9078839254533472,inf,inf,-150.84693908691406,0.00023956710356287658,0.0004234987427480519,6.627572536468506,6.166220188140869,2.948443094889323e-05,0.024745941162109375,0.04073206583658854,-61.26256561279297,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
13,0,13,5.6003570556640625,-1.0,0.8190672128929595,inf,inf,-150.84693908691406,3.4194304134871345e-06,0.00017342725186608732,7.92837381362915,5.399247169494629,-3.0199686686197915e-06,-0.21051478385925293,-0.1800266901652018,-51.80714797973633,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
14,0,14,5.473725318908691,-1.0,0.7940749421085886,inf,inf,-150.84693908691406,8.323394285980612e-05,0.00014624395407736301,5.585840225219727,5.294171333312988,1.7881393432617188e-05,-0.05716546376546224,-0.07663106918334961,28.073366165161133,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
15,0,15,5.67676305770874,-1.0,0.7521823000776493,inf,inf,-150.84693908691406,3.6797770007979125e-05,9.8088537924923e-05,6.453923225402832,4.847239971160889,-1.0331471761067709e-05,-0.17622907956441244,-0.1885979970296224,37.76280975341797,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
16,0,16,5.475434303283691,-1.0,0.8327572044553745,inf,inf,-150.84693908691406,8.655920100864023e-05,5.5560343753313646e-05,6.417120933532715,4.806586742401123,-7.3909759521484375e-06,-0.14765477180480957,-0.11606947580973308,47.6024169921875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
17,0,17,5.57234001159668,-1.0,0.7569320293795523,inf,inf,-150.84693908691406,7.828808520571329e-06,0.00010507698607398197,7.174261093139648,4.170416831970215,2.1457672119140625e-06,-0.16386953989664713,-0.1090257962544759,42.16576385498047,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
18,0,18,5.2935686111450195,-1.0,0.6882424963734234,inf,inf,-150.84693908691406,4.9481600399303716e-06,7.065095996949822e-05,5.245123863220215,3.6936166286468506,0.0,-0.029417117436726887,-0.032181898752848305,31.572982788085938,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
19,0,19,5.353791236877441,-1.0,0.7322494418709546,inf,inf,-150.84693908691406,7.659167749807239e-05,6.788165046600625e-05,4.037557601928711,3.542943000793457,6.516774495442708e-06,-0.14004826545715332,-0.13205925623575845,42.79215621948242,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
20,0,20,5.631227493286133,-1.0,0.6783942467096359,inf,inf,-150.84693908691406,9.460920409765095e-06,4.8843794502317905e-05,5.843970775604248,3.3783822059631348,-4.609425862630208e-06,-0.11382317543029785,-0.12643583615620932,-18.96985626220703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
21,0,21,5.418219089508057,-1.0,0.8211287100653784,inf,inf,-150.84693908691406,4.3041203753091395e-05,2.043995300482493e-05,3.5869855880737305,3.1391448974609375,-3.8464864095052086e-05,-0.07378705342610677,-0.07568097114562988,27.518573760986328,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
22,0,22,5.594003677368164,-1.0,0.8176311088339453,inf,inf,-150.84693908691406,9.850574315350968e-06,1.2530103049357422e-05,3.1851978302001953,2.807901382446289,-1.4384587605794271e-05,-0.11203932762145996,-0.09969592094421387,24.44835090637207,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
23,0,23,5.666399955749512,-1.0,0.7598647546628818,inf,inf,-150.84693908691406,1.1524865612955182e-06,4.802676357940072e-06,4.216721534729004,2.701838254928589,2.7020772298177085e-06,-0.16199986139933267,-0.12907036145528158,34.27647018432617,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
24,0,24,5.359575271606445,-1.0,0.6854387876576956,inf,inf,-150.84693908691406,4.1507524883854785e-07,2.659871825017035e-05,2.8711657524108887,2.578538179397583,-6.7551930745442706e-06,-0.002552588780721029,0.03587007522583008,10.333630561828613,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
25,0,25,5.483588695526123,-1.0,0.78274380192569,inf,inf,-150.84693908691406,4.1340872485307045e-06,2.4926830519689247e-06,3.411843776702881,2.3230929374694824,-1.6689300537109375e-06,-0.09137598673502605,-0.19039257367451987,20.699077606201172,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
26,0,26,5.340670108795166,-1.0,0.7759756708251075,inf,inf,-150.84693908691406,7.636790542164817e-06,1.0679892511689104e-05,2.7481772899627686,2.1469924449920654,-4.2120615641276044e-06,-0.07473262151082356,-0.07625842094421387,14.265666961669922,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
27,0,27,5.320832252502441,-1.0,0.8328738274560777,inf,inf,-150.84693908691406,2.7356385544408113e-05,2.033996679529082e-05,2.419498920440674,1.8867326974868774,7.470448811848958e-06,-0.0693221886952718,-0.08215085665384929,17.894338607788086,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
28,0,28,5.32082986831665,-1.0,0.7550483995218007,inf,inf,-150.84693908691406,1.3921923027737648e-06,2.5488901883363724e-05,2.644925594329834,1.9383494853973389,-3.178914388020833e-07,-0.033684094746907554,-0.030997276306152344,12.641321182250977,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
29,0,29,5.352150917053223,-1.0,0.7048542541605316,inf,inf,-150.84693908691406,5.652394520438975e-06,2.233204031654168e-05,2.1977427005767822,1.8852829933166504,7.947285970052084e-07,-0.06209444999694824,-0.055764198303222656,22.15629768371582,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
30,0,30,5.355234146118164,-1.0,0.6405310699094521,inf,inf,-150.84693908691406,2.306996066181455e-06,3.743761408259161e-05,2.092651844024658,1.6879185438156128,-2.0662943522135415e-06,-0.05873727798461914,-0.038367271423339844,35.07205581665039,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
31,0,31,5.306845188140869,-1.0,0.6487049994226359,inf,inf,-150.84693908691406,6.529056008730549e-06,9.039628821483348e-06,2.0152060985565186,1.6021292209625244,-1.8278757731119792e-06,-0.05596001942952474,-0.03570397694905599,23.328460693359375,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
32,0,32,5.374314785003662,-1.0,0.5904749138950358,inf,inf,-150.84693908691406,4.958927206644148e-07,7.4677977863757405e-06,2.2304625511169434,1.4958287477493286,2.2252400716145835e-06,-0.06139636039733887,-0.06352909406026204,29.173999786376953,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
33,0,33,5.271725654602051,-1.0,0.5320778113295476,inf,inf,-150.84693908691406,7.084029363113586e-08,1.089199122361606e-05,1.265502691268921,1.453330636024475,6.357828776041666e-07,-0.038132826487223305,-0.03288396199544271,17.500728607177734,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
34,0,34,5.2711663246154785,-1.0,0.48012615223796073,inf,inf,-150.84693908691406,1.6395411250869074e-07,1.305240311921807e-05,2.109508752822876,1.4019269943237305,1.1920928955078125e-06,-0.06520438194274902,-0.05269455909729004,11.178192138671875,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
35,0,35,5.394325256347656,-1.0,0.5893968752472418,inf,inf,-150.84693908691406,1.5020863429526798e-05,9.55019368120702e-06,1.554369568824768,1.3910932540893555,2.1457672119140625e-06,-0.03863930702209473,-0.04571262995402018,15.273311614990234,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
