step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,0.21262290782010176,inf,inf,-79.4599380493164,0.02785450965166092,0.13100427389144897,-0.002071171998977661,0.06004782021045685,0.02961196005344391,-79.51017761230469,26.666666666666668,0,nan,0
1,0,1,2.554004669189453,-1.0,0.203061171634886,inf,inf,-79.4599380493164,0.009636091999709606,0.08235585689544678,-0.0008631050586700439,0.2320607602596283,0.19883723556995392,-165.12835693359375,26.666666666666668,0,nan,0
2,0,2,2.544278860092163,-1.0,0.1939536982183042,inf,inf,-79.4599380493164,0.0050703068263828754,0.04527607932686806,0.0008146315813064575,0.2744076997041702,0.25554338097572327,-152.46926879882812,26.666666666666668,0,nan,0
3,0,3,2.7055084705352783,-1.0,0.4839175156096073,inf,inf,-79.4599380493164,0.04940880835056305,0.015971340239048004,-0.0017872750759124756,0.47039109468460083,0.43486857414245605,-135.06338500976562,26.666666666666668,0,nan,0
4,0,4,3.1218008995056152,-1.0,0.5934394566990726,inf,inf,-79.4599380493164,0.06836624443531036,0.04329342395067215,-0.001709967851638794,0.315360888838768,0.40636323392391205,-273.4510192871094,26.666666666666668,0,nan,0
5,0,5,3.971280097961426,-1.0,0.5626048009052051,inf,inf,-79.4599380493164,0.009732726961374283,0.034138791263103485,0.0007579773664474487,-0.4186399281024933,-0.5882348120212555,-488.84063720703125,26.666666666666668,0,nan,0
6,0,6,4.137680530548096,-1.0,0.6447763047594939,inf,inf,-79.4599380493164,0.030003033578395844,0.02167348377406597,0.0008631795644760132,-0.6163275837898254,-0.6048929393291473,-289.92669677734375,26.666666666666668,0,nan,0
7,0,7,5.226326942443848,-1.0,0.636822783036261,inf,inf,-79.4599380493164,0.020592737942934036,0.036431778222322464,0.001546323299407959,-0.24050188064575195,-0.4312061071395874,-349.5741882324219,26.666666666666668,0,nan,0
8,0,8,5.93255615234375,-1.0,1.779357053541817,inf,inf,-79.4599380493164,0.3420719802379608,0.02835908532142639,-0.017142504453659058,-1.7897779643535614,-1.6647932678461075,-309.4680480957031,26.666666666666668,0,nan,0
9,0,9,5.466794967651367,-1.0,2.1145060413734407,inf,inf,-79.4599380493164,0.01266850158572197,0.002469085855409503,-0.0003160834312438965,-1.3136957436800003,-1.4077396392822266,-95.51753234863281,26.666666666666668,0,nan,0
10,0,10,4.766706466674805,-1.0,2.004348252308911,inf,inf,-79.4599380493164,0.0035589495673775673,0.0035135261714458466,-0.00028526782989501953,-1.3142446875572205,-1.290962129831314,-62.21817398071289,26.666666666666668,0,nan,0
11,0,11,3.5040149688720703,-1.0,2.1035321309018102,inf,inf,-79.4599380493164,0.008342609740793705,0.002784408861771226,-0.00014284253120422363,-0.9254611879587173,-0.955114483833313,30.126724243164062,26.666666666666668,0,nan,0
12,0,12,3.2718420028686523,-1.0,1.893775174916623,inf,inf,-79.4599380493164,9.49196964938892e-06,0.0015919256256893277,9.581446647644043e-06,-0.6321280300617218,-0.6744147688150406,-20.319812774658203,26.666666666666668,0,nan,0
13,0,13,3.503725528717041,-1.0,1.8682813560505585,inf,inf,-79.4599380493164,0.009949271567165852,0.006070934236049652,-0.0009879320859909058,-0.7656854838132858,-0.7589268982410431,30.434310913085938,26.666666666666668,0,nan,0
14,0,14,3.2734265327453613,-1.0,2.4919650196411034,inf,inf,-79.4599380493164,0.004929297138005495,0.0006081709288991988,-3.269314765930176e-05,-0.6093274652957916,-0.6297989934682846,41.42641830444336,26.666666666666668,0,nan,0
15,0,15,2.4624643325805664,-1.0,2.382614267874012,inf,inf,-79.4599380493164,0.0005643295589834452,0.00040353715303353965,-8.732080459594727e-06,-0.07597099244594574,-0.06786118447780609,21.029592514038086,26.666666666666668,0,nan,0
16,0,16,2.7893223762512207,-1.0,2.213701594456768,inf,inf,-79.4599380493164,0.0003781018895097077,0.0005452180048450828,-1.4141201972961426e-05,-0.2110326588153839,-0.2145005166530609,-19.381345748901367,26.666666666666668,0,nan,0
