step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,3.1192421401378865,11.905264867978302,11.905264867978302,24.600326538085938,2.406747579574585,0.7715808749198914,0.1092095822095871,-0.007414370775222778,0.02960866689682007,-79.50990295410156,26.666666666666668,1,nan,1
1,0,1,2.5540008544921875,-1.0,3.2745435407267487,11.905264867978302,11.905264867978302,24.600326538085938,3.1358330249786377,0.6711603403091431,-0.10642936825752258,0.39528821408748627,0.19894643127918243,-164.60789489746094,26.666666666666668,1,nan,1
2,0,2,2.5441153049468994,-1.0,3.7054502340774076,11.905264867978302,11.905264867978302,24.600326538085938,2.870706081390381,0.3785408139228821,-0.1009996235370636,0.3136169761419296,0.25416770577430725,-152.99880981445312,26.666666666666668,1,nan,1
3,0,3,2.7027502059936523,-1.0,4.5279291652965785,11.905264867978302,11.905264867978302,24.600326538085938,6.796483993530273,0.5696854591369629,0.01917247474193573,0.32146863639354706,0.43620386719703674,-131.4691619873047,26.666666666666668,1,nan,1
4,0,4,3.1102185249328613,-1.0,4.178300780317082,11.905264867978302,11.905264867978302,24.600326538085938,0.753497838973999,0.7303845882415771,-0.017586007714271545,0.1368093639612198,0.38028818368911743,-241.28799438476562,26.666666666666668,1,nan,1
5,0,5,3.9481563568115234,-1.0,10.144918965609095,11.905264867978302,11.905264867978302,24.600326538085938,27.40424156188965,0.4292342960834503,0.3533487468957901,-0.03454606235027313,-0.5484193861484528,-370.13800048828125,26.666666666666668,1,nan,1
6,0,6,4.126914978027344,-1.0,11.857849303618401,11.905264867978302,11.905264867978302,24.600326538085938,16.606037139892578,0.6088546514511108,-0.03664363920688629,-0.6353592872619629,-0.5598410069942474,-223.5151824951172,26.666666666666668,1,nan,1
7,0,7,5.158911228179932,-1.0,14.886059030546729,11.905264867978302,11.905264867978302,24.600326538085938,23.858797073364258,0.5661800503730774,-0.68194879591465,-0.17654377222061157,-0.4738762378692627,-244.81866455078125,26.666666666666668,0,nan,1
8,0,8,5.693757057189941,-1.0,13.63326583968347,11.905264867978302,11.905264867978302,24.600326538085938,1.045058250427246,0.44317299127578735,-0.03734654188156128,-1.7126647382974625,-1.5828056037425995,-171.89968872070312,26.666666666666668,0,nan,1
9,0,9,4.90587854385376,-1.0,14.81530470760771,11.905264867978302,11.905264867978302,24.600326538085938,4.233048915863037,0.16630417108535767,-0.0786321759223938,-0.6455344259738922,-0.9676217436790466,-84.81356811523438,26.666666666666668,0,nan,1
10,0,10,4.389746189117432,-1.0,13.753075954221767,11.905264867978302,11.905264867978302,24.600326538085938,1.128687858581543,0.2691827416419983,-0.05586622655391693,-0.9696477204561234,-1.0621493607759476,-61.69055938720703,26.666666666666668,0,nan,1
11,0,11,3.01411771774292,-1.0,13.20568323620223,11.905264867978302,11.905264867978302,24.600326538085938,1.0775089263916016,0.1301473081111908,-0.07376202940940857,-0.5146431773900986,-0.5582876056432724,-21.480403900146484,26.666666666666668,0,nan,1
12,0,12,3.328706741333008,-1.0,12.417993733527778,11.905264867978302,11.905264867978302,24.600326538085938,0.7258601784706116,0.13621486723423004,-0.035435885190963745,-0.4390299767255783,-0.5280755460262299,-28.316757202148438,26.666666666666668,0,nan,1
13,0,13,3.0960850715637207,-1.0,11.515710744075019,11.905264867978302,11.905264867978302,24.600326538085938,0.24676740169525146,0.07268203049898148,-0.010468646883964539,-0.2884466052055359,-0.28775686025619507,36.88743591308594,26.666666666666668,1,nan,1
14,0,14,3.154606819152832,-1.0,13.244327736624877,11.905264867978302,11.905264867978302,24.600326538085938,2.5548200607299805,0.08870323747396469,-0.10504135489463806,-0.5222133845090866,-0.5843936800956726,-24.948219299316406,26.666666666666668,0,nan,1
