step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.21272556083090105,inf,inf,-79.45941162109375,0.027867551892995834,0.13100236654281616,-0.001739591360092163,0.19010502099990845,0.2303629219532013,-79.51082611083984,20.0,1,nan
1,0,1,2.781175374984741,-1.0,0.2054897898646582,inf,inf,-79.45941162109375,0.009177673608064651,0.06538301706314087,-0.0014066696166992188,0.7093892991542816,0.7719486057758331,-316.5525207519531,20.0,1,nan
2,0,2,2.8583147525787354,-1.0,0.3532952051631062,inf,inf,-79.45941162109375,0.05762537196278572,0.0342286117374897,-0.00020110607147216797,0.5722339749336243,0.6758199036121368,-251.10084533691406,20.0,1,nan
3,0,3,3.7502071857452393,-1.0,0.41087779451626727,inf,inf,-79.45941162109375,0.021033840253949165,0.02263842709362507,-0.0007605552673339844,0.6737880110740662,0.5850434899330139,-333.20263671875,20.0,1,nan
4,0,4,5.149230480194092,-1.0,0.4598289146483411,inf,inf,-79.45941162109375,0.01663369871675968,0.018473902717232704,-0.0018071532249450684,-1.301675707101822,-1.074821650981903,-579.0962524414062,20.0,1,nan
5,0,5,4.72123908996582,-1.0,0.5790048947842272,inf,inf,-79.45941162109375,0.010827390477061272,0.006555742584168911,-0.0006880760192871094,-1.2355562448501587,-1.334143042564392,-175.9189453125,20.0,1,nan
6,0,6,5.619449138641357,-1.0,0.5292576179376938,inf,inf,-79.45941162109375,0.00043273367919027805,0.005307523533701897,-0.0001868605613708496,-1.1345803439617157,-1.163514494895935,-146.9550018310547,20.0,1,nan
7,0,7,5.356035232543945,-1.0,0.969543216207508,inf,inf,-79.45941162109375,0.020522385835647583,0.004160971846431494,-0.0008345842361450195,-1.80664923787117,-1.737524390220642,-59.53030014038086,20.0,1,nan
8,0,8,5.041412353515625,-1.0,0.9734667640566954,inf,inf,-79.45941162109375,0.01408889889717102,0.013966293074190617,-0.0005201101303100586,-1.2584815621376038,-1.3786810636520386,-58.72651672363281,20.0,1,nan
9,0,9,3.085723876953125,-1.0,0.9301863479661127,inf,inf,-79.45941162109375,0.018921682611107826,0.034997209906578064,-0.004110574722290039,-0.5117868483066559,-0.4142815172672272,-12.795621871948242,20.0,1,nan
10,0,10,3.024228096008301,-1.0,1.2829093709931525,inf,inf,-79.45941162109375,0.24365662038326263,0.054663192480802536,-0.008127361536026001,-0.3421056270599365,-0.3328106105327606,37.13574981689453,20.0,1,nan
11,0,11,3.038440465927124,-1.0,1.155422809272159,inf,inf,-79.45941162109375,2.3340993720921688e-05,0.0029017538763582706,-2.339482307434082e-05,-0.42528241872787476,-0.4286317229270935,-50.98849105834961,20.0,1,nan
12,0,12,2.861412763595581,-1.0,1.0789374190144652,inf,inf,-79.45941162109375,0.00022747581533621997,0.00058242172235623,-3.153085708618164e-05,-0.15597015619277954,-0.18232932686805725,77.9210205078125,20.0,1,nan
13,0,13,3.377408027648926,-1.0,1.1647555165866534,inf,inf,-79.45941162109375,0.0004015839658677578,0.00020730997493956238,-4.166364669799805e-05,-0.1390501856803894,-0.12114417552947998,57.26467514038086,20.0,1,nan
14,0,14,2.730034828186035,-1.0,1.0582492029067163,inf,inf,-79.45941162109375,5.112915823701769e-05,0.000512869271915406,2.4586915969848633e-05,-0.2091444730758667,-0.14907261729240417,30.800384521484375,20.0,1,nan
15,0,15,2.8371694087982178,-1.0,1.673027802586021,inf,inf,-79.45941162109375,0.001166821806691587,0.00016192285693250597,-5.9098005294799805e-05,0.030363857746124268,-0.002891361713409424,37.62842559814453,20.0,1,nan
16,0,16,2.7039318084716797,-1.0,1.5305408476058278,inf,inf,-79.45941162109375,4.7859575715847313e-05,0.00019285909365862608,-9.149312973022461e-06,-0.1135435700416565,-0.11110588908195496,11.523338317871094,20.0,1,nan
17,0,17,2.2552151679992676,-1.0,1.4863862764066482,inf,inf,-79.45941162109375,0.00011901872494490817,0.00010929224663414061,5.304813385009766e-06,-0.005913913249969482,-0.0012694299221038818,7.606767177581787,20.0,1,nan
18,0,18,2.3757500648498535,-1.0,1.4297149458475644,inf,inf,-79.45941162109375,6.645807297900319e-05,7.226272282423452e-05,-9.328126907348633e-06,-0.017438888549804688,-0.062389880418777466,24.621623992919922,20.0,1,nan
19,0,19,2.633037567138672,-1.0,1.300778120376577,inf,inf,-79.45941162109375,7.042500783427386e-06,5.017931471229531e-05,-1.0728836059570312e-06,-0.1285017430782318,-0.14783591032028198,-14.873495101928711,20.0,1,nan
20,0,20,2.472994804382324,-1.0,1.9768622531353761,inf,inf,-79.45941162109375,0.00012624575174413621,1.5660098142689094e-05,-1.3232231140136719e-05,-0.07284408807754517,-0.01928168535232544,18.69205665588379,20.0,1,nan
21,0,21,2.5578460693359375,-1.0,1.834921880201004,inf,inf,-79.45941162109375,1.1685419849527534e-05,2.0961953850928694e-05,-4.589557647705078e-06,-0.11499860882759094,-0.12650763988494873,-8.726356506347656,20.0,1,nan
22,0,22,2.419832229614258,-1.0,1.797659898012356,inf,inf,-79.45941162109375,3.412980368011631e-05,2.3339776817010716e-05,-2.384185791015625e-07,-0.028830230236053467,-0.009916901588439941,30.78338623046875,20.0,1,nan
23,0,23,2.3390297889709473,-1.0,1.6180261156134945,inf,inf,-79.45941162109375,3.8131780399908166e-08,2.8842394385719672e-05,9.238719940185547e-07,-0.10692578554153442,-0.09135651588439941,-11.031167030334473,20.0,1,nan
24,0,24,2.5604357719421387,-1.0,1.6045104783478144,inf,inf,-79.45941162109375,3.377194661879912e-05,2.2774722310714424e-05,2.8312206268310547e-06,-0.11253824830055237,-0.11051735281944275,9.62069320678711,20.0,1,nan
25,0,25,2.495966672897339,-1.0,2.3269916929748518,inf,inf,-79.45941162109375,0.00017776290769688785,2.0133244106546044e-05,-1.2427568435668945e-05,-0.07095831632614136,-0.0890907347202301,-11.673752784729004,20.0,1,nan
26,0,26,2.467914581298828,-1.0,2.5498512512162774,inf,inf,-79.45941162109375,4.888135299552232e-05,1.072997838491574e-05,-1.996755599975586e-06,-0.07110506296157837,-0.048595041036605835,-12.35589599609375,20.0,1,nan
27,0,27,2.4919724464416504,-1.0,2.4088790037348713,inf,inf,-79.45941162109375,2.2423933842219412e-05,1.9667895685415715e-05,8.642673492431641e-07,-0.1484142541885376,-0.17844870686531067,11.30797004699707,20.0,1,nan
28,0,28,2.4095239639282227,-1.0,2.9157954157761954,inf,inf,-79.45941162109375,7.647915481356904e-05,1.022716151055647e-05,-8.195638656616211e-06,-0.07681849598884583,-0.14697036147117615,-15.711784362792969,20.0,1,nan
29,0,29,2.1330413818359375,-1.0,2.6260465464285176,inf,inf,-79.45941162109375,2.223119537347884e-07,1.214373332913965e-05,-1.4901161193847656e-07,-0.0016367435455322266,-0.0012783408164978027,6.129769325256348,20.0,1,nan
30,0,30,2.1381068229675293,-1.0,2.407233374439627,inf,inf,-79.45941162109375,6.894226316944696e-06,1.5743304174975492e-05,1.3709068298339844e-06,-0.008285194635391235,-0.02601444721221924,29.980716705322266,20.0,1,nan
31,0,31,2.216611385345459,-1.0,2.307385563198243,inf,inf,-79.45941162109375,9.444099305255804e-06,6.703860890411306e-06,-2.980232238769531e-07,-0.03769773244857788,-0.035440266132354736,21.95769691467285,20.0,1,nan
32,0,32,2.2050790786743164,-1.0,2.137668587398899,inf,inf,-79.45941162109375,3.3950150282180402e-06,5.563630111282691e-06,-1.4603137969970703e-06,-0.033478379249572754,-0.024212419986724854,21.34830665588379,20.0,1,nan
33,0,33,2.306839942932129,-1.0,1.9481928187274111,inf,inf,-79.45941162109375,2.275633960380219e-06,9.368183782498818e-06,8.642673492431641e-07,0.0005650222301483154,-0.013127177953720093,19.1627140045166,20.0,1,nan
34,0,34,2.2518274784088135,-1.0,2.0696131525748167,inf,inf,-79.45941162109375,3.8349913666024804e-05,1.2126853107474744e-05,-5.662441253662109e-07,-0.03380504250526428,-0.04524233937263489,6.632223606109619,20.0,1,nan
35,0,35,2.3204989433288574,-1.0,2.397924512529248,inf,inf,-79.45941162109375,0.00020348068210296333,3.8014397432561964e-05,-8.195638656616211e-06,-0.08227184414863586,-0.10547757148742676,-9.332740783691406,20.0,1,nan
36,0,36,2.2392778396606445,-1.0,2.1693427364300484,inf,inf,-79.45941162109375,1.5725539697086788e-06,1.4027290490048472e-05,8.940696716308594e-08,-0.044645845890045166,-0.055866241455078125,28.286575317382812,20.0,1,nan
37,0,37,2.233170509338379,-1.0,2.000016089347427,inf,inf,-79.45941162109375,6.793099146307213e-06,1.4268930499383714e-05,-2.9802322387695312e-08,-0.0191517174243927,-0.023401916027069092,15.063146591186523,20.0,1,nan
38,0,38,2.2323760986328125,-1.0,1.9172867238626468,inf,inf,-79.45941162109375,8.036386134335771e-06,6.852760634501465e-06,1.1026859283447266e-06,-0.08382055163383484,-0.059494733810424805,21.134031295776367,20.0,1,nan
