step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.21268658987035788,inf,inf,-79.46110534667969,0.02786346711218357,0.13100716471672058,-0.0014508068561553955,0.04208683967590332,0.07365769147872925,-79.51066589355469,25.0,1,nan
1,0,1,2.5928852558135986,-1.0,0.2078015888723897,inf,inf,-79.46110534667969,0.01581350900232792,0.09652001410722733,-0.0013458430767059326,0.2926613390445709,0.3134011924266815,-189.18356323242188,25.0,1,nan
2,0,2,2.5704541206359863,-1.0,0.3109183061854312,inf,inf,-79.46110534667969,0.04720187187194824,0.03809770941734314,-0.0009965598583221436,0.31717541813850403,0.3377000093460083,-173.95773315429688,25.0,1,nan
3,0,3,2.8709521293640137,-1.0,0.5920199894013751,inf,inf,-79.46110534667969,0.06300775706768036,0.020182276144623756,-0.0012277662754058838,0.42896008491516113,0.3890615701675415,-177.995361328125,25.0,1,nan
4,0,4,3.4826793670654297,-1.0,0.6539317292850867,inf,inf,-79.46110534667969,0.03892296180129051,0.03213752806186676,-0.004075229167938232,-0.25724685192108154,-0.10677596926689148,-255.59188842773438,25.0,1,nan
5,0,5,3.6513724327087402,-1.0,1.3241419269040904,inf,inf,-79.46110534667969,0.0667647197842598,0.009076184593141079,-0.003987789154052734,-0.21653398871421814,-0.34185364842414856,-222.56857299804688,25.0,1,nan
6,0,6,4.08962869644165,-1.0,1.6394085624453392,inf,inf,-79.46110534667969,0.03393024578690529,0.007579115219414234,-0.0014655888080596924,-0.5802637040615082,-0.5646937787532806,-180.5225830078125,25.0,1,nan
7,0,7,5.019354820251465,-1.0,1.8393728066883783,inf,inf,-79.46110534667969,0.016090916469693184,0.0044217342510819435,-0.0013966560363769531,-0.5106901526451111,-0.4566827416419983,-288.06817626953125,25.0,1,nan
8,0,8,5.242576599121094,-1.0,1.6591136090179135,inf,inf,-79.46110534667969,0.0004830073448829353,0.01313204038888216,0.00019627809524536133,-1.388758271932602,-1.1811695992946625,-139.88409423828125,25.0,1,nan
9,0,9,4.76338529586792,-1.0,2.3054823340063586,inf,inf,-79.46110534667969,0.019373400136828423,0.0023850640282034874,-0.0015049576759338379,-1.6669807136058807,-1.4177439510822296,-59.54413986206055,25.0,1,nan
10,0,10,3.7945895195007324,-1.0,2.8503168909522048,inf,inf,-79.46110534667969,0.015285431407392025,0.001971340039744973,-0.0008077621459960938,-1.1385407745838165,-1.1031012535095215,48.19658279418945,25.0,1,nan
11,0,11,4.1766204833984375,-1.0,2.587349847124516,inf,inf,-79.46110534667969,0.0004206895537208766,0.001906622783280909,7.331371307373047e-05,-1.0823488533496857,-1.1364504396915436,40.003868103027344,25.0,1,nan
12,0,12,3.641108512878418,-1.0,2.5806403690105615,inf,inf,-79.46110534667969,0.011307490058243275,0.004486645106226206,-0.00012931227684020996,-0.6719004511833191,-0.7108673453330994,19.425325393676758,25.0,1,nan
13,0,13,3.5928120613098145,-1.0,2.3825261239983364,inf,inf,-79.46110534667969,0.002201861934736371,0.0036728433333337307,0.00015169382095336914,-0.6564271152019501,-0.7417812943458557,-37.91453170776367,25.0,1,nan
14,0,14,3.200739860534668,-1.0,2.3152701255163777,inf,inf,-79.46110534667969,0.0017167137702926993,0.001003946061246097,-4.050135612487793e-05,-0.4271772801876068,-0.3464038074016571,24.88149642944336,25.0,1,nan
15,0,15,2.640735387802124,-1.0,2.766054146129335,inf,inf,-79.46110534667969,0.0018188924295827746,0.0002665781939867884,-3.141164779663086e-05,-0.11223375797271729,-0.14380764961242676,-11.59833812713623,25.0,1,nan
16,0,16,2.7867727279663086,-1.0,2.5207886704163602,inf,inf,-79.46110534667969,0.0003019253781531006,0.0009633885347284377,-2.6404857635498047e-05,-0.21102860569953918,-0.19618961215019226,-9.961319923400879,25.0,1,nan
17,0,17,2.535250425338745,-1.0,2.3947596199029726,inf,inf,-79.46110534667969,0.0012489727232605219,0.0009908564388751984,-4.032254219055176e-05,-0.13212567567825317,-0.12199857831001282,15.27812385559082,25.0,1,nan
18,0,18,2.5129501819610596,-1.0,2.1581729971129877,inf,inf,-79.46110534667969,6.050529555068351e-05,0.0020940876565873623,-1.6868114471435547e-05,-0.14237263798713684,-0.14334535598754883,-7.2898149490356445,25.0,1,nan
19,0,19,2.8564629554748535,-1.0,1.9644514821071097,inf,inf,-79.46110534667969,0.0001380080939270556,0.0006245901458896697,-1.4275312423706055e-05,-0.17532271146774292,-0.1675785481929779,10.707130432128906,25.0,1,nan
20,0,20,2.563976764678955,-1.0,1.768151913545207,inf,inf,-79.46110534667969,1.6001026779122185e-06,0.001099125249311328,-5.066394805908203e-07,-0.07012733817100525,-0.058235883712768555,-4.310094833374023,25.0,1,nan
