step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,0.22788263755742424,inf,inf,-79.46073913574219,0.027869781479239464,0.12229883670806885,-0.0020596086978912354,0.06004098057746887,0.029610902070999146,-79.5106201171875,26.666666666666668,0,nan,0
1,0,1,2.554011106491089,-1.0,0.22070695174007296,inf,inf,-79.46073913574219,0.010593553073704243,0.067852683365345,-0.0009101331233978271,0.23197922110557556,0.1989785134792328,-164.96896362304688,26.666666666666668,0,nan,0
2,0,2,2.544095993041992,-1.0,0.2029548761519,inf,inf,-79.46073913574219,0.002179253613576293,0.05046181008219719,0.00044761598110198975,0.2748723030090332,0.2561270743608475,-151.5656280517578,26.666666666666668,0,nan,0
3,0,3,2.7042675018310547,-1.0,0.5469484003800532,inf,inf,-79.46073913574219,0.06154017522931099,0.016893228515982628,-0.0017431974411010742,0.4678078889846802,0.4358384311199188,-129.04701232910156,26.666666666666668,0,nan,0
4,0,4,3.1172313690185547,-1.0,0.5051073489681099,inf,inf,-79.46073913574219,0.0027893499936908484,0.021700605750083923,-0.00021155178546905518,0.3160436749458313,0.40909117460250854,-243.41845703125,26.666666666666668,0,nan,0
5,0,5,3.9657371044158936,-1.0,0.482579020253642,inf,inf,-79.46073913574219,0.004333364311605692,0.015486031770706177,0.0007458031177520752,-0.4029445946216583,-0.5776093155145645,-429.8475646972656,26.666666666666668,0,nan,0
6,0,6,4.134154319763184,-1.0,0.5115619783128278,inf,inf,-79.46073913574219,0.016856631264090538,0.021823463961482048,-0.00042150914669036865,-0.620982900261879,-0.6137552112340927,-247.75997924804688,26.666666666666668,0,nan,0
7,0,7,5.174975872039795,-1.0,0.46656213281011316,inf,inf,-79.46073913574219,0.0012371597113087773,0.020095661282539368,3.269314765930176e-05,-0.23296815156936646,-0.41355201601982117,-324.18316650390625,26.666666666666668,0,nan,0
8,0,8,5.936581611633301,-1.0,0.5066922899329673,inf,inf,-79.46073913574219,0.012555091641843319,0.014466662891209126,-0.0015643835067749023,-1.791691616177559,-1.6727642565965652,-220.25802612304688,26.666666666666668,0,nan,0
9,0,9,5.370891571044922,-1.0,0.6970035350940736,inf,inf,-79.46073913574219,0.00532515300437808,0.002209786092862487,-0.00023740530014038086,-1.192296639084816,-1.2879098504781723,-110.94795989990234,26.666666666666668,0,nan,0
10,0,10,4.765412330627441,-1.0,0.7265000354927135,inf,inf,-79.46073913574219,0.0020771464332938194,0.002093964023515582,-0.0001226663589477539,-1.3440342545509338,-1.324132815003395,-60.111427307128906,26.666666666666668,0,nan,0
11,0,11,3.3578555583953857,-1.0,0.6631612307472136,inf,inf,-79.46073913574219,0.00031973430304788053,0.0034338682889938354,4.76837158203125e-07,-0.7203643172979355,-0.7632933408021927,24.516735076904297,26.666666666666668,0,nan,0
12,0,12,3.510253429412842,-1.0,0.9726011503303592,inf,inf,-79.46073913574219,0.07647505402565002,0.0203523151576519,-0.007554739713668823,-0.79979108273983,-0.8676611483097076,19.337318420410156,26.666666666666668,0,nan,0
13,0,13,3.398235321044922,-1.0,0.9714996006146127,inf,inf,-79.46073913574219,0.011017494834959507,0.011457632295787334,0.00028207898139953613,-0.5730040967464447,-0.6002131998538971,32.69453048706055,26.666666666666668,0,nan,0
14,0,14,3.4419236183166504,-1.0,1.0806536402974374,inf,inf,-79.46073913574219,0.02139897830784321,0.010372546501457691,0.000499919056892395,-0.7710155099630356,-0.8081174790859222,-20.92161750793457,26.666666666666668,0,nan,0
15,0,15,2.5444183349609375,-1.0,1.0009204718836011,inf,inf,-79.46073913574219,0.0014665336348116398,0.005176208913326263,-2.7507543563842773e-05,-0.2039279341697693,-0.19731728732585907,40.38157653808594,26.666666666666668,0,nan,0
16,0,16,2.820058584213257,-1.0,0.9018939402775057,inf,inf,-79.46073913574219,6.46529661025852e-05,0.006067763548344374,-2.130866050720215e-06,-0.29856258630752563,-0.3009801357984543,-13.51591682434082,26.666666666666668,0,nan,0
17,0,17,2.506143808364868,-1.0,0.811795182580007,inf,inf,-79.46073913574219,2.055547383861267e-06,0.0022679066751152277,5.304813385009766e-06,-0.07823844254016876,-0.10381640493869781,17.839632034301758,26.666666666666668,0,nan,0
18,0,18,2.479208469390869,-1.0,0.7758603006206263,inf,inf,-79.46073913574219,0.002448947634547949,0.005412680562585592,-9.773671627044678e-05,-0.11878521740436554,-0.1139337420463562,-5.833202838897705,26.666666666666668,0,nan,0
19,0,19,2.8454713821411133,-1.0,0.8016825677913091,inf,inf,-79.46073913574219,0.004346948582679033,0.004203674849122763,-0.00032657384872436523,-0.22395044565200806,-0.2307068258523941,-8.588113784790039,26.666666666666668,0,nan,0
20,0,20,2.423614978790283,-1.0,0.7217720931256009,inf,inf,-79.46073913574219,2.463908003846882e-06,0.0009558103047311306,3.0994415283203125e-06,-0.06143750250339508,-0.07019440829753876,-8.301920890808105,26.666666666666668,0,nan,0
21,0,21,2.594057559967041,-1.0,0.6529957640198029,inf,inf,-79.46073913574219,3.9555055991513655e-05,0.0011630828958004713,7.674098014831543e-06,-0.08950594067573547,-0.08451531827449799,-15.211064338684082,26.666666666666668,0,nan,0
22,0,22,2.4388415813446045,-1.0,0.6177700405263885,inf,inf,-79.46073913574219,0.0005102430004626513,0.0016966332914307714,5.111098289489746e-06,-0.03227730095386505,-0.030857741832733154,10.516579627990723,26.666666666666668,0,nan,0
