step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,0.21268059202141473,inf,inf,-79.4607925415039,0.02786257676780224,0.13100667297840118,-0.0018660426139831543,0.06486880779266357,0.03246748447418213,-79.51046752929688,26.666666666666668,0,nan,0
1,0,1,2.5540120601654053,-1.0,0.20317911190249083,inf,inf,-79.4607925415039,0.009528839960694313,0.08098224550485611,-0.0010141332944234212,0.21043066183725992,0.21312910318374634,-164.84523010253906,26.666666666666668,0,nan,0
2,0,2,2.5436580181121826,-1.0,0.19406099454803608,inf,inf,-79.4607925415039,0.00509033864364028,0.04545028880238533,0.0004769563674926758,0.2640101710955302,0.28407378991444904,-153.34320068359375,26.666666666666668,0,nan,0
3,0,3,2.7060813903808594,-1.0,0.6573865210114442,inf,inf,-79.4607925415039,0.09660409390926361,0.020011967048048973,-0.0026212731997172036,0.4980876644452413,0.45299428701400757,-133.53231811523438,26.666666666666668,0,nan,0
4,0,4,3.1260337829589844,-1.0,0.6978680465729068,inf,inf,-79.4607925415039,0.01802789606153965,0.016972195357084274,-0.0009633104006449381,0.2715493043263753,0.4263424475987752,-239.66973876953125,26.666666666666668,0,nan,0
5,0,5,3.9754135608673096,-1.0,0.7009976593188457,inf,inf,-79.4607925415039,0.016210030764341354,0.022230975329875946,-0.0013864835103352864,-0.4645590583483378,-0.6255303621292114,-420.4488830566406,26.666666666666668,0,nan,0
6,0,6,4.145081043243408,-1.0,0.7317999721609975,inf,inf,-79.4607925415039,0.015933282673358917,0.01579083688557148,0.0008101662000020345,-0.638749917348226,-0.6510742505391439,-238.9826202392578,26.666666666666668,0,nan,0
7,0,7,5.217132091522217,-1.0,1.1571537213850343,inf,inf,-79.4607925415039,0.05076636001467705,0.010183134116232395,-0.0026775995890299478,-0.4095800320307414,-0.401264230410258,-310.76702880859375,26.666666666666668,0,nan,0
8,0,8,5.824973106384277,-1.0,1.1110717611934608,inf,inf,-79.4607925415039,0.012433432042598724,0.017855554819107056,0.0010712941487630208,-1.7551478346188862,-1.576405107975006,-263.01373291015625,26.666666666666668,0,nan,0
9,0,9,5.713870048522949,-1.0,1.1860173351646894,inf,inf,-79.4607925415039,0.01952280104160309,0.01049315370619297,-0.0014376640319824219,-1.6369510293006897,-1.5978450775146484,-106.71080017089844,26.666666666666668,0,nan,0
10,0,10,4.607941627502441,-1.0,1.0766411217673895,inf,inf,-79.4607925415039,0.0008576296968385577,0.009296274743974209,-0.00014730294545491537,-1.4380627870559692,-1.4140160481135051,-82.53579711914062,26.666666666666668,0,nan,0
11,0,11,3.5919432640075684,-1.0,1.3430296201024263,inf,inf,-79.4607925415039,0.06814511865377426,0.018218057230114937,-0.0011640389760335286,-0.8546685775121053,-0.8680187861124674,39.73313522338867,26.666666666666668,0,nan,0
12,0,12,3.058286190032959,-1.0,1.2860509879515247,inf,inf,-79.4607925415039,0.0019278546096757054,0.002493205713108182,-6.463130315144856e-05,-0.7121862967809042,-0.726677934328715,28.978076934814453,26.666666666666668,0,nan,0
13,0,13,3.583432197570801,-1.0,1.2523272818381537,inf,inf,-79.4607925415039,0.0025993294548243284,0.002739556599408388,2.2470951080322266e-05,-1.0232043663660686,-1.0555248459180195,-39.99552917480469,26.666666666666668,0,nan,0
14,0,14,2.955371379852295,-1.0,1.2209738838900703,inf,inf,-79.4607925415039,0.00039976986590772867,0.0004258337430655956,-1.329183578491211e-05,-0.4118565320968628,-0.41061941782633465,34.82080078125,26.666666666666668,0,nan,0
