step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,0.21265241795714127,inf,inf,-79.46000671386719,0.027858328074216843,0.13100405037403107,-0.0018543799718221028,0.06487524509429932,0.03247002760569254,-79.51110076904297,26.666666666666668,0,nan,0
1,0,1,2.5540037155151367,-1.0,0.20381755866187018,inf,inf,-79.46000671386719,0.009924022480845451,0.07983682304620743,-0.0010396043459574382,0.2105320692062378,0.21322423219680786,-164.9627685546875,26.666666666666668,0,nan,0
2,0,2,2.5436694622039795,-1.0,0.1871527366163762,inf,inf,-79.46000671386719,0.0013080311473459005,0.0351911336183548,-0.00014124313990275064,0.26198844114939374,0.2827700773874919,-152.79852294921875,26.666666666666668,0,nan,0
3,0,3,2.702817678451538,-1.0,0.43756751993321263,inf,inf,-79.46000671386719,0.07714834809303284,0.028665823861956596,-0.0021907289822896323,0.4940687417984009,0.4443509777386983,-137.02842712402344,26.666666666666668,0,nan,0
4,0,4,3.1334784030914307,-1.0,0.5263225644326356,inf,inf,-79.46000671386719,0.033084042370319366,0.02496686577796936,-0.0014107227325439453,0.29329490661621094,0.44237611691157025,-254.77883911132812,26.666666666666668,0,nan,0
5,0,5,3.997044086456299,-1.0,0.6044187728593953,inf,inf,-79.46000671386719,0.016583066433668137,0.012685122899711132,-0.0013183156649271648,-0.47755181789398193,-0.6320228179295858,-459.05694580078125,26.666666666666668,0,nan,0
6,0,6,4.137541770935059,-1.0,0.789243130294814,inf,inf,-79.46000671386719,0.02770460769534111,0.011295728385448456,-0.0016194780667622883,-0.6314541697502136,-0.6433179974555969,-249.54159545898438,26.666666666666668,0,nan,0
7,0,7,5.263073921203613,-1.0,1.2173614920088256,inf,inf,-79.46000671386719,0.06947483867406845,0.0137019706889987,-0.004248619079589844,-0.3439403772354126,-0.3356543779373169,-271.14556884765625,26.666666666666668,0,nan,0
8,0,8,6.074162483215332,-1.0,1.137047647124131,inf,inf,-79.46000671386719,0.011709967628121376,0.02826971560716629,-0.0020786523818969727,-1.8507598638534546,-1.633170485496521,-263.1820373535156,26.666666666666668,0,nan,0
9,0,9,5.520385265350342,-1.0,1.0371010942571095,inf,inf,-79.46000671386719,0.00030813939520157874,0.0022396761924028397,2.4477640787760418e-05,-1.4657084941864014,-1.4536460836728413,-79.08464813232422,26.666666666666668,0,nan,0
10,0,10,4.763898849487305,-1.0,0.991489054274598,inf,inf,-79.46000671386719,0.0011498286621645093,0.001979116816073656,-3.1789143880208335e-06,-1.2740335663159688,-1.259879728158315,46.54396057128906,26.666666666666668,0,nan,0
11,0,11,3.626115560531616,-1.0,1.010338088582953,inf,inf,-79.46000671386719,0.0029211558867245913,0.0024755990598350763,-7.377068201700847e-05,-1.044532060623169,-1.0229620337486267,31.347043991088867,26.666666666666668,0,nan,0
12,0,12,3.2597641944885254,-1.0,1.1792290719828338,inf,inf,-79.46000671386719,0.005174171179533005,0.0019168936414644122,-0.0004378358523050944,-0.6579560041427612,-0.7062394221623739,21.352149963378906,26.666666666666668,0,nan,0
13,0,13,3.4903478622436523,-1.0,1.1284755864164178,inf,inf,-79.46000671386719,0.0026205615140497684,0.0039014203939586878,-0.00045494238535563153,-0.852250337600708,-0.8369414409001669,21.82274055480957,26.666666666666668,0,nan,0
14,0,14,3.312300205230713,-1.0,1.305727040491366,inf,inf,-79.46000671386719,0.003443991532549262,0.0011871779570356011,1.8417835235595703e-05,-0.6034349600474039,-0.6185447573661804,-26.07056999206543,26.666666666666668,0,nan,0
15,0,15,2.6154556274414062,-1.0,1.538125066674913,inf,inf,-79.46000671386719,0.003447664435952902,0.0009498464060015976,-0.00013538201649983725,-0.15684294700622559,-0.14819433291753134,-13.558205604553223,26.666666666666668,0,nan,0
16,0,16,2.851792097091675,-1.0,1.5251224643385821,inf,inf,-79.46000671386719,0.0020073303021490574,0.0014255604473873973,-0.00013546148935953775,-0.24200745423634848,-0.23147145907084146,48.24193572998047,26.666666666666668,0,nan,0
17,0,17,2.349672317504883,-1.0,1.4351099169129349,inf,inf,-79.46000671386719,0.0012993073323741555,0.002078901743516326,-9.548664093017578e-05,-0.0826723575592041,-0.07754570245742798,-9.685218811035156,26.666666666666668,0,nan,0
18,0,18,2.459801197052002,-1.0,1.9113955156170068,inf,inf,-79.46000671386719,0.01861310377717018,0.0030030987691134214,-0.00047004222869873047,-0.1534200112024943,-0.1480150024096171,0.5969122648239136,26.666666666666668,0,nan,0
19,0,19,2.699098587036133,-1.0,1.8305493090785299,inf,inf,-79.46000671386719,0.0010491638677194715,0.0009512485703453422,-6.558497746785481e-05,-0.16833136479059854,-0.16991315285364786,32.746360778808594,26.666666666666668,0,nan,0
20,0,20,2.4358720779418945,-1.0,1.6776474570496884,inf,inf,-79.46000671386719,0.00017534733342472464,0.0005815238109789789,-1.3907750447591147e-07,-0.09542681773503621,-0.07182119290033977,23.47673797607422,26.666666666666668,0,nan,0
21,0,21,2.377241373062134,-1.0,1.8170956778343337,inf,inf,-79.46000671386719,0.0007119931979104877,0.0002317588368896395,-2.9802322387695312e-05,-0.07932706673940022,-0.0804863174756368,7.440370559692383,26.666666666666668,0,nan,0
22,0,22,2.2328195571899414,-1.0,1.677033018287644,inf,inf,-79.46000671386719,9.397060057381168e-05,0.00022563643869943917,-2.384185791015625e-06,-0.025377055009206135,-0.020712753136952717,14.749982833862305,26.666666666666668,0,nan,0
23,0,23,2.3990304470062256,-1.0,1.5095837787224253,inf,inf,-79.46000671386719,2.491914301572251e-07,9.808281902223825e-05,1.3113021850585938e-06,0.020020703474680584,0.024119337399800617,31.740951538085938,26.666666666666668,0,nan,0
24,0,24,2.6334335803985596,-1.0,1.4843971374807832,inf,inf,-79.46000671386719,0.0002696967567317188,0.0002144335157936439,-8.006890614827475e-06,-0.19694775342941284,-0.21934006611506143,-12.459878921508789,26.666666666666668,0,nan,0
25,0,25,2.4556517601013184,-1.0,1.4632287404089903,inf,inf,-79.46000671386719,0.00034112806315533817,0.0002680321631487459,-1.0887781778971354e-05,-0.12172593673070271,-0.10825479030609131,26.93867301940918,26.666666666666668,0,nan,0
26,0,26,2.4866275787353516,-1.0,1.3407040617886568,inf,inf,-79.46000671386719,0.00015941694437060505,0.000669869885314256,6.059805552164714e-06,-0.055973172187805176,-0.09611658255259196,-19.087844848632812,26.666666666666668,0,nan,0
27,0,27,2.4014060497283936,-1.0,1.2937573759427896,inf,inf,-79.46000671386719,0.0019538577180355787,0.002242624294012785,-1.03910764058431e-05,-0.15003798405329385,-0.18499014774958292,17.220054626464844,26.666666666666668,0,nan,0
