step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.475992202758789,-1.0,3.9362230521639185,inf,inf,-234.79322814941406,0.5951277017593384,0.1511925756931305,-0.00021623075008392334,0.13670127093791962,0.08919015526771545,-234.82464599609375,26.666666666666668,0,nan,0
1,0,1,2.5530905723571777,-1.0,3.615550053930547,inf,inf,-234.79322814941406,0.014870605431497097,0.02038484811782837,-0.00013956427574157715,0.05253979563713074,-0.020482942461967468,-226.28216552734375,26.666666666666668,0,nan,0
2,0,2,2.892899990081787,-1.0,3.3178546177868533,inf,inf,-234.79322814941406,0.005630229599773884,0.008816579356789589,-0.0001283884048461914,0.24154360592365265,0.1667277067899704,-313.1446838378906,26.666666666666668,0,nan,0
3,0,3,3.1775283813476562,-1.0,3.0785527006385767,inf,inf,-234.79322814941406,0.001255981856957078,0.001358059816993773,-2.3916363716125488e-05,0.08981184661388397,0.16364087164402008,-285.8160095214844,26.666666666666668,0,nan,0
4,0,4,3.6868157386779785,-1.0,3.0415267153535623,inf,inf,-234.79322814941406,0.006567575037479401,0.002424987033009529,-0.00024253129959106445,-0.013905242085456848,0.08337521553039551,-372.8656311035156,26.666666666666668,0,nan,0
5,0,5,4.9011640548706055,-1.0,2.770018406525683,inf,inf,-234.79322814941406,0.0003864813770633191,0.0011839146027341485,3.069639205932617e-05,-0.541290894150734,-0.6663902550935745,-457.97918701171875,26.666666666666668,0,nan,0
6,0,6,4.107395172119141,-1.0,2.508500012013807,inf,inf,-234.79322814941406,0.00013458292232826352,0.0008692052215337753,-4.0084123611450195e-06,-0.46092046797275543,-0.5236731022596359,-352.358642578125,26.666666666666668,0,nan,0
7,0,7,5.095506191253662,-1.0,2.832650698574638,inf,inf,-234.79322814941406,0.0024879607371985912,0.000432688306318596,-0.00021520256996154785,-0.5559327900409698,-0.667766273021698,-402.8271179199219,26.666666666666668,0,nan,0
8,0,8,6.3901166915893555,-1.0,2.6562550802557743,inf,inf,-234.79322814941406,0.00040674381307326257,0.0003805987653322518,-8.258223533630371e-05,-1.7319073528051376,-1.6191616356372833,-404.4404296875,26.666666666666668,0,nan,0
9,0,9,5.467807292938232,-1.0,3.0060723131632847,inf,inf,-234.79322814941406,0.0010311376536265016,0.00016754404350649565,-3.507733345031738e-05,-1.2756494879722595,-1.197532132267952,-148.7567901611328,26.666666666666668,0,nan,0
