step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.388352394104004,-1.0,0.6057727513573141,0.0,0.0,-67.21731567382812,0.0384843535721302,0.0635293573141098,0.0009386539459228516,0.15405547618865967,0.168251633644104,55.337646484375,20.0,0,nan
1,0,1,2.6188149452209473,-1.0,0.5687753309337535,0.0,0.0,-67.21731567382812,0.005388303659856319,0.022851301357150078,0.0013602972030639648,0.6100021600723267,0.62361079454422,-170.10951232910156,20.0,0,nan
2,0,2,2.7404212951660156,-1.0,0.5505871293224566,0.0,0.0,-67.21731567382812,0.007725785952061415,0.019968776032328606,-0.0007781386375427246,0.21668320894241333,0.17981761693954468,-135.93057250976562,20.0,0,nan
3,0,3,3.522280693054199,-1.0,0.5759975623708861,0.0,0.0,-67.21731567382812,0.03205566853284836,0.03983597457408905,0.003468155860900879,0.4172537326812744,0.6130850315093994,-211.65524291992188,20.0,0,nan
4,0,4,4.257035255432129,-1.0,0.873301682595709,0.0,0.0,-67.21731567382812,0.11627130210399628,0.032761350274086,-0.009241938591003418,-0.7633810639381409,-0.7813241481781006,-238.10263061523438,20.0,0,nan
5,0,5,3.4585673809051514,-1.0,0.8638283362481332,0.0,0.0,-67.21731567382812,0.013942854478955269,0.017908327281475067,-0.0005908608436584473,0.08711099624633789,0.30216360092163086,-91.5988540649414,20.0,0,nan
6,0,6,5.569545745849609,-1.0,0.8420269252323695,0.0,0.0,-67.21731567382812,0.062447477132081985,0.09669572860002518,-0.008754491806030273,-0.6098214983940125,-0.896895706653595,-94.87100219726562,20.0,0,nan
7,0,7,3.533477783203125,-1.0,0.9559816542247369,0.0,0.0,-67.21731567382812,0.018955251201987267,0.009565753862261772,-0.0015016794204711914,-0.468755841255188,-0.4884103536605835,-36.66312026977539,20.0,0,nan
8,0,8,3.8979110717773438,-1.0,0.861874919451642,0.0,0.0,-67.21731567382812,6.817460234742612e-05,0.004571087658405304,-4.2319297790527344e-05,-0.9292269349098206,-0.649027943611145,-29.25188446044922,20.0,0,nan
9,0,9,2.8244802951812744,-1.0,1.226481007608314,0.0,0.0,-67.21731567382812,0.0074472385458648205,0.0016520285280421376,-0.0004253983497619629,-0.25325578451156616,-0.19036740064620972,114.2813491821289,20.0,0,nan
10,0,10,2.5629520416259766,-1.0,1.1044999613382351,0.0,0.0,-67.21731567382812,4.000487479061121e-06,0.0005997242406010628,-3.039836883544922e-06,-0.21387028694152832,-0.2023676037788391,-0.6981946229934692,20.0,0,nan
11,0,11,2.931901693344116,-1.0,1.1516568688968774,0.0,0.0,-67.21731567382812,0.003008927684277296,0.0019091344438493252,-0.00012892484664916992,-0.3431706428527832,-0.38641101121902466,-16.320707321166992,20.0,0,nan
