step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,2.4841951451932425,inf,inf,-22.26520347595215,2.7173662185668945,1.0938618183135986,0.1513433257738749,0.12960378328959146,0.2140855391820272,-79.5118637084961,20.0,1,nan
1,0,1,2.781190872192383,-1.0,2.7508276511787795,inf,inf,-22.26520347595215,4.568378925323486,0.8869742751121521,-0.241158127784729,0.6314175128936768,0.7231241663297018,-316.6424255371094,20.0,1,nan
2,0,2,2.8586935997009277,-1.0,4.1751983364450815,inf,inf,-22.26520347595215,10.9692964553833,0.6454602479934692,-0.15665102005004883,0.4754589994748433,0.7450610597928365,-251.94918823242188,20.0,1,nan
3,0,3,3.752932548522949,-1.0,5.17652914858918,inf,inf,-22.26520347595215,12.648021697998047,0.8914272785186768,0.15585780143737793,0.38041216135025024,0.6320910453796387,-330.8037414550781,20.0,1,nan
4,0,4,5.1593918800354,-1.0,6.158343853346005,inf,inf,-22.26520347595215,14.628934860229492,0.9756085872650146,-1.1918444236119587,-0.7102901140848795,-0.9467162092526754,-553.2142333984375,20.0,1,nan
5,0,5,4.73989725112915,-1.0,7.85529873982145,inf,inf,-22.26520347595215,13.215970993041992,0.571429967880249,-0.42046719789505005,-0.864678680896759,-1.313741664091746,-207.95579528808594,20.0,1,nan
6,0,6,5.477416038513184,-1.0,10.562764237220513,inf,inf,-22.26520347595215,21.082927703857422,0.6035773158073425,-1.019551654656728,-1.1445679267247517,-1.2265443007151287,-140.59280395507812,20.0,1,nan
7,0,7,5.075501441955566,-1.0,10.02942286716749,inf,inf,-22.26520347595215,3.5442066192626953,0.6777527332305908,-0.3117966651916504,-1.6024401783943176,-1.6500311891237895,-55.249732971191406,20.0,1,nan
8,0,8,4.917732238769531,-1.0,9.796356274998294,inf,inf,-22.26520347595215,6.348089218139648,0.824560284614563,-0.4338342746098836,-0.9491567611694336,-1.321239411830902,-82.74095916748047,20.0,1,nan
9,0,9,3.0182533264160156,-1.0,8.944361615130275,inf,inf,-22.26520347595215,0.46064436435699463,0.3608906865119934,-0.06710747877756755,-0.39766925573349,-0.39830509821573895,-21.741628646850586,20.0,1,nan
10,0,10,2.7495737075805664,-1.0,8.858628289990726,inf,inf,-22.26520347595215,1.7949392795562744,0.221952885389328,-0.10727691650390625,-0.07200239102045695,-0.09068840742111206,47.25642013549805,20.0,1,nan
11,0,11,3.067498207092285,-1.0,8.308816433477384,inf,inf,-22.26520347595215,0.9266806244850159,0.27575597167015076,-0.07706979910532634,-0.49767698844273883,-0.5476698478062948,-24.749988555908203,20.0,1,nan
12,0,12,2.950901985168457,-1.0,7.615753922568714,inf,inf,-22.26520347595215,0.56866455078125,0.4126165509223938,-0.0512696901957194,-0.20220937331517538,-0.27488680680592853,-26.654151916503906,20.0,1,nan
13,0,13,4.525717258453369,-1.0,7.332294244592968,inf,inf,-22.26520347595215,3.637634038925171,0.7608271241188049,-0.1806874672571818,-0.7419729630152384,-0.7455055117607117,-554.4104614257812,20.0,1,nan
14,0,14,3.0830612182617188,-1.0,7.171034807230135,inf,inf,-22.26520347595215,1.30148446559906,0.22754418849945068,-0.07910553614298503,-0.3509414792060852,-0.37736697991689044,-13.852108001708984,20.0,1,nan
15,0,15,2.8162198066711426,-1.0,6.641359266808981,inf,inf,-22.26520347595215,0.15870213508605957,0.0846736803650856,-0.016795555750528973,-0.14271416266759238,-0.14381231864293417,10.633334159851074,20.0,1,nan
16,0,16,2.7446749210357666,-1.0,6.700877003459038,inf,inf,-22.26520347595215,0.8581897020339966,0.11859121918678284,-0.05266865094502767,-0.12715832392374674,-0.15546250343322754,33.633766174316406,20.0,1,nan
17,0,17,2.485215187072754,-1.0,6.728876557052999,inf,inf,-22.26520347595215,0.9227416515350342,0.13218142092227936,-0.05752575397491455,-0.06776181856791179,-0.06851081053415935,17.0779972076416,20.0,1,nan
18,0,18,2.2690224647521973,-1.0,6.186493585270827,inf,inf,-22.26520347595215,0.09481258690357208,0.0726507157087326,-0.009708881378173828,-0.04974494377772013,-0.06161860624949137,8.69925308227539,20.0,1,nan
19,0,19,2.7410290241241455,-1.0,5.843098250297786,inf,inf,-22.26520347595215,0.21441006660461426,0.07789534330368042,-0.026386876900990803,-0.16428188482920328,-0.18490497271219888,16.00041961669922,20.0,1,nan
20,0,20,2.4333128929138184,-1.0,5.294201184594501,inf,inf,-22.26520347595215,0.030372466892004013,0.08576701581478119,-0.005305667718251546,-0.07849399248758952,-0.07962932189305623,-16.528745651245117,20.0,1,nan
21,0,21,2.647480010986328,-1.0,4.995404127213888,inf,inf,-22.26520347595215,0.13076740503311157,0.056701790541410446,-0.012894848982493082,-0.1476404865582784,-0.15731072425842285,7.904362678527832,20.0,1,nan
22,0,22,2.462435483932495,-1.0,4.737915969310507,inf,inf,-22.26520347595215,0.1363532990217209,0.05633217468857765,-0.005945324897766113,-0.07178086042404175,-0.06011041005452474,38.824989318847656,20.0,1,nan
23,0,23,2.37455415725708,-1.0,4.3316803217457345,inf,inf,-22.26520347595215,0.02674645557999611,0.03959156200289726,-0.005217790603637695,-0.014799972375233969,-0.02750718593597412,13.74170207977295,20.0,1,nan
24,0,24,2.6634671688079834,-1.0,4.278370709870566,inf,inf,-22.26520347595215,0.13879595696926117,0.03653886541724205,-0.009934465090433756,-0.11492407321929932,-0.11838469902674358,14.734077453613281,20.0,1,nan
25,0,25,2.5019662380218506,-1.0,4.080636438031882,inf,inf,-22.26520347595215,0.09261002391576767,0.04024723917245865,-0.009372373421986898,-0.06130721171696981,-0.061482747395833336,24.206928253173828,20.0,1,nan
26,0,26,2.5306179523468018,-1.0,4.44546961278245,inf,inf,-22.26520347595215,0.2325012981891632,0.03008180297911167,-0.014293968677520752,-0.06896958748499553,-0.08681281407674153,-19.988895416259766,20.0,1,nan
27,0,27,2.3152589797973633,-1.0,4.381117620717234,inf,inf,-22.26520347595215,0.13586483895778656,0.03573556989431381,-0.013848364353179932,-0.06898353497187297,-0.08242569367090861,-4.802786827087402,20.0,1,nan
28,0,28,2.282445192337036,-1.0,4.226998910520114,inf,inf,-22.26520347595215,0.10877814143896103,0.03830309957265854,-0.010124842325846354,-0.04312163591384888,-0.06566532452901204,8.673906326293945,20.0,1,nan
29,0,29,2.133098602294922,-1.0,3.818177082647718,inf,inf,-22.26520347595215,0.006073169410228729,0.04376092925667763,-0.0007882515589396158,-0.018690367539723713,-0.006842454274495442,8.199504852294922,20.0,1,nan
30,0,30,2.359215021133423,-1.0,3.7764023441210344,inf,inf,-22.26520347595215,0.11533264815807343,0.033917080610990524,-0.010459482669830322,-0.07825144131978352,-0.09129621585210164,-10.563553810119629,20.0,1,nan
31,0,31,2.497298002243042,-1.0,3.7285666067109187,inf,inf,-22.26520347595215,0.14867112040519714,0.04507856070995331,-0.011143585046132406,-0.0791868766148885,-0.07543524106343587,29.7074031829834,20.0,1,nan
32,0,32,2.156303644180298,-1.0,3.519049424141621,inf,inf,-22.26520347595215,0.027700651437044144,0.016958944499492645,-0.001407941182454427,-0.00973600149154663,-0.008396804332733154,21.22051239013672,20.0,1,nan
33,0,33,2.308734893798828,-1.0,4.257374346265026,inf,inf,-22.26520347595215,0.1717633754014969,0.015754785388708115,-0.011131008466084799,-0.08129165569941203,-0.0892514983812968,13.54224967956543,20.0,1,nan
34,0,34,2.212925672531128,-1.0,4.341719547570375,inf,inf,-22.26520347595215,0.15638723969459534,0.03065919689834118,-0.008710821469624838,-0.030848145484924316,-0.05257089932759603,-14.209001541137695,20.0,1,nan
35,0,35,2.225414991378784,-1.0,4.212161127275647,inf,inf,-22.26520347595215,0.043603792786598206,0.01431446336209774,-0.0013841986656188965,-0.021106600761413574,-0.02633778254191081,5.2586669921875,20.0,1,nan
36,0,36,2.044309616088867,-1.0,3.8789720627776436,inf,inf,-22.26520347595215,0.018342282623052597,0.020837098360061646,-0.0017082194487253826,-0.011946141719818115,-0.016933480898539226,17.017044067382812,20.0,1,nan
37,0,37,2.1620774269104004,-1.0,3.7452763716851507,inf,inf,-22.26520347595215,0.048880405724048615,0.019228998571634293,-0.0016312599182128906,-0.014527042706807455,-0.008705765008926392,5.2998433113098145,20.0,1,nan
38,0,38,2.221585273742676,-1.0,3.6520267025049664,inf,inf,-22.26520347595215,0.0591268315911293,0.021020783111453056,-0.0038996338844299316,-0.06083444754282633,-0.06603684027989705,5.61376428604126,20.0,1,nan
39,0,39,2.3036208152770996,-1.0,3.456788361697139,inf,inf,-22.26520347595215,0.026668192818760872,0.01569046452641487,-0.0013295610745747883,-0.04830624659856161,-0.037164668242136635,-16.153335571289062,20.0,1,nan
40,0,40,2.157383918762207,-1.0,3.2011536111993975,inf,inf,-22.26520347595215,0.014126933179795742,0.015688907355070114,-0.0005003213882446289,0.004964609940846761,0.00206911563873291,-10.698039054870605,20.0,1,nan
41,0,41,2.0720152854919434,-1.0,2.8905814043926643,inf,inf,-22.26520347595215,0.0016099789645522833,0.016870511695742607,8.838375409444173e-05,-0.010276476542154947,-0.010755817095438639,7.317117691040039,20.0,1,nan
42,0,42,2.073777198791504,-1.0,2.6216206451919257,inf,inf,-22.26520347595215,0.002430641558021307,0.012094319798052311,0.00013155738512674967,-0.019446531931559246,-0.01723239819208781,10.752897262573242,20.0,1,nan
43,0,43,2.072279691696167,-1.0,2.385600500096116,inf,inf,-22.26520347595215,0.003212400246411562,0.012288310565054417,-0.00035127003987630207,-0.01837476094563802,-0.01943018039067586,14.897435188293457,20.0,1,nan
44,0,44,2.122901439666748,-1.0,2.359220889667952,inf,inf,-22.26520347595215,0.0353095680475235,0.016641292721033096,-0.0018152793248494465,0.01734246810277303,0.028768956661224365,-10.984149932861328,20.0,1,nan
45,0,45,2.363175392150879,-1.0,2.1693256772763085,inf,inf,-22.26520347595215,0.009970455430448055,0.02166224643588066,-0.0007699330647786459,-0.07936795552571614,-0.06698103745778401,-11.971755981445312,20.0,1,nan
46,0,46,2.2767324447631836,-1.0,1.9990799461555129,inf,inf,-22.26520347595215,0.008879218250513077,0.01901867613196373,-0.0007106661796569824,-0.09669276078542073,-0.08552813529968262,-15.436725616455078,20.0,1,nan
47,0,47,2.0504910945892334,-1.0,1.87383387012542,inf,inf,-22.26520347595215,0.007393339183181524,0.00990242324769497,0.0002012451489766439,-0.01695324977238973,-0.01431886355082194,9.09583568572998,20.0,1,nan
48,0,48,2.069298028945923,-1.0,1.7126227795041251,inf,inf,-22.26520347595215,0.004551580175757408,0.01739083230495453,-4.3054421742757164e-05,-0.007394641637802124,-0.008203854163487753,-6.485276699066162,20.0,1,nan
49,0,49,2.052669048309326,-1.0,1.815824757091381,inf,inf,-22.26520347595215,0.0436842143535614,0.01591617614030838,-0.001223166783650716,-0.010700345039367676,-0.014820297559102377,-5.622395038604736,20.0,1,nan
50,0,50,2.2385611534118652,-1.0,1.642250423142492,inf,inf,-22.26520347595215,0.0011834846809506416,0.014778518117964268,1.9749005635579426e-05,-0.02086016535758972,-0.021216094493865967,-6.692971706390381,20.0,1,nan
51,0,51,2.1280055046081543,-1.0,1.7298679319384256,inf,inf,-22.26520347595215,0.031218089163303375,0.01239587552845478,-0.0008573532104492188,-0.014566659927368164,-0.013074715932210287,6.701383590698242,20.0,1,nan
52,0,52,2.223228693008423,-1.0,1.9091268257461094,inf,inf,-22.26520347595215,0.0332559235394001,0.009441115893423557,-0.000351409117380778,-0.020526667435963947,-0.015889157851537068,5.469085216522217,20.0,1,nan
53,0,53,2.046525239944458,-1.0,1.7287108443216916,inf,inf,-22.26520347595215,0.00180614844430238,0.017206819728016853,-0.00012047092119852702,-0.010353177785873413,-0.009534060955047607,4.129572868347168,20.0,1,nan
54,0,54,2.0460386276245117,-1.0,1.5991314864198496,inf,inf,-22.26520347595215,0.005764934699982405,0.013316481374204159,-0.0005925794442494711,-0.006543417771657308,-0.005237480004628499,3.658130645751953,20.0,1,nan
