step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.475992202758789,-1.0,3.936140461260562,inf,inf,-234.79164123535156,0.5951207280158997,0.15119397640228271,-0.0002202540636062622,0.1366957277059555,0.08918625116348267,-234.8312225341797,26.666666666666668,0,nan,0
1,0,1,2.553107738494873,-1.0,3.616718155764897,inf,inf,-234.79164123535156,0.015656307339668274,0.02110249362885952,-0.00014735758304595947,0.05264487862586975,-0.02036261558532715,-226.56143188476562,26.666666666666668,0,nan,0
2,0,2,2.892544984817505,-1.0,3.3902362344702888,inf,inf,-234.79164123535156,0.012374605983495712,0.009153499267995358,-0.00011801719665527344,0.24228033423423767,0.1660323143005371,-315.65118408203125,26.666666666666668,0,nan,0
3,0,3,3.1827516555786133,-1.0,3.0557405692075545,inf,inf,-234.79164123535156,5.0974391342606395e-05,0.0011257699225097895,-2.034008502960205e-05,0.08772648870944977,0.16733738780021667,-292.64599609375,26.666666666666668,0,nan,0
4,0,4,3.676595449447632,-1.0,3.4126910745860513,inf,inf,-234.79164123535156,0.011393058113753796,0.0017196431290358305,-0.000562131404876709,-0.03584441542625427,0.06168442964553833,-403.8045654296875,26.666666666666668,0,nan,0
5,0,5,4.8628435134887695,-1.0,3.1268259455843874,inf,inf,-234.79164123535156,0.0004895697929896414,0.0008836365304887295,3.3602118492126465e-05,-0.4405168145895004,-0.5757255554199219,-515.0032348632812,26.666666666666668,0,nan,0
6,0,6,4.141085147857666,-1.0,2.832447309262919,inf,inf,-234.79164123535156,7.42277770768851e-05,0.0004055285535287112,-7.048249244689941e-06,-0.4317214787006378,-0.5000587850809097,-390.8833312988281,26.666666666666668,0,nan,0
7,0,7,5.134243965148926,-1.0,2.552288818238082,inf,inf,-234.79164123535156,1.9702405552379787e-05,0.0006383951404131949,1.7583370208740234e-05,-0.6524348855018616,-0.7581403255462646,-540.4752807617188,26.666666666666668,0,nan,0
8,0,8,6.200189590454102,-1.0,2.6906012590523805,inf,inf,-234.79164123535156,0.0020447124261409044,0.0005195674020797014,-8.612871170043945e-05,-1.662278339266777,-1.5520596504211426,-381.0765075683594,26.666666666666668,0,nan,0
9,0,9,5.4216203689575195,-1.0,2.4215413089936813,inf,inf,-234.79164123535156,1.8901255560699326e-10,0.00010748721979325637,-2.9802322387695312e-08,-1.2419679313898087,-1.1565154790878296,-123.31080627441406,26.666666666666668,0,nan,0
10,0,10,4.713281154632568,-1.0,2.36502922549705,inf,inf,-234.79164123535156,0.00012704332766588777,6.843456503702328e-05,-6.9141387939453125e-06,-1.4316936284303665,-1.3543230593204498,72.37222290039062,26.666666666666668,0,nan,0
