step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.475992202758789,-1.0,3.936325140034586,inf,inf,-234.7978515625,0.595146656036377,0.15119346976280212,-0.00046364466349283856,0.17744863033294678,0.1085556149482727,-234.8307342529297,26.666666666666668,0,nan,0
1,0,1,2.553110361099243,-1.0,3.6137345762277326,inf,inf,-234.7978515625,0.014889958314597607,0.020959388464689255,-0.00031197071075439453,0.033325910568237305,-0.06044254700342814,-226.57931518554688,26.666666666666668,0,nan,0
2,0,2,2.892488479614258,-1.0,3.3082595528378547,inf,inf,-234.7978515625,0.004341511521488428,0.007766785565763712,-0.00011414289474487305,0.23660631974538168,0.13990646600723267,-322.5038146972656,26.666666666666668,0,nan,0
3,0,3,3.1903955936431885,-1.0,3.03811441943798,inf,inf,-234.7978515625,0.0011875820346176624,0.0019570961594581604,-4.559755325317383e-05,0.06440961360931396,0.12019439538319905,-290.7063903808594,26.666666666666668,0,nan,0
4,0,4,3.6748299598693848,-1.0,2.777186381473412,inf,inf,-234.7978515625,0.0005389248835854232,0.0012567213270813227,-0.00011293093363444011,-0.1298279563585917,-0.005144139130910237,-408.4729309082031,26.666666666666668,0,nan,0
5,0,5,4.842989921569824,-1.0,2.50274375913712,inf,inf,-234.7978515625,5.973953375359997e-05,0.001823542290367186,1.0291735331217447e-05,-0.5428650577863058,-0.5709688663482666,-585.4573364257812,26.666666666666668,0,nan,0
6,0,6,4.081401348114014,-1.0,2.7217600118002903,inf,inf,-234.7978515625,0.0013995821354910731,0.00029823355725966394,-0.00010208288828531901,-0.485292653242747,-0.5186356703440348,-345.6707763671875,26.666666666666668,0,nan,0
7,0,7,5.005597114562988,-1.0,2.947154426548057,inf,inf,-234.7978515625,0.001680786837823689,0.00033779878867790103,-0.00011873245239257812,-0.6570270856221517,-0.853754719098409,-381.4795837402344,26.666666666666668,0,nan,0
8,0,8,6.024838924407959,-1.0,3.235881885014952,inf,inf,-234.7978515625,0.0012502335011959076,0.00021428549371194094,-9.528795878092448e-05,-1.7914878527323406,-1.8535476724306743,-309.94482421875,26.666666666666668,0,nan,0
9,0,9,4.702184200286865,-1.0,3.791375055088739,inf,inf,-234.7978515625,0.00141998624894768,0.0001615306973690167,-5.3207079569498696e-05,-1.1360506812731426,-1.0354485313097637,-104.81813049316406,26.666666666666668,0,nan,0
10,0,10,4.0506792068481445,-1.0,3.6119402739393567,inf,inf,-234.7978515625,0.00010126576671609655,5.07082550029736e-05,-2.292792002360026e-05,-0.7913804252942404,-0.7449432810147604,66.80339813232422,26.666666666666668,0,nan,0
11,0,11,5.63878059387207,-1.0,5.642920609411637,inf,inf,-234.7978515625,0.00439427187666297,0.00018369362805970013,-0.0002157290776570638,-1.792812466621399,-1.7410290837287903,-47.72088623046875,26.666666666666668,0,nan,0
12,0,12,3.63362979888916,-1.0,5.306773379829022,inf,inf,-234.7978515625,0.00048616566346026957,0.00021309519070200622,-1.7404556274414062e-05,-0.7019695440928141,-0.8169559637705485,34.42121505737305,26.666666666666668,0,nan,0
13,0,13,4.113588809967041,-1.0,5.066769086719389,inf,inf,-234.7978515625,0.0004763875622302294,0.00016389120719395578,-4.818042119344076e-05,-0.8816853165626526,-0.9924309253692627,-5.347207546234131,26.666666666666668,0,nan,0
14,0,14,2.737288475036621,-1.0,4.95200419346157,inf,inf,-234.7978515625,0.0008654214325360954,0.00022082033683545887,1.8338362375895183e-05,-0.338245153427124,-0.42149460315704346,-53.35688400268555,26.666666666666668,0,nan,0
15,0,15,3.04683518409729,-1.0,4.845882111024585,inf,inf,-234.7978515625,0.0006896848208270967,0.000177261172211729,-2.745787302652995e-05,-0.4576791723569234,-0.49415109554926556,-55.84172058105469,26.666666666666668,0,nan,0
16,0,16,2.7639408111572266,-1.0,5.098845547093677,inf,inf,-234.7978515625,0.0007165931747294962,9.715837222756818e-05,-5.046526590983073e-06,-0.3180111050605774,-0.30361660321553546,25.395191192626953,26.666666666666668,0,nan,0
17,0,17,2.348402500152588,-1.0,4.731342348852376,inf,inf,-234.7978515625,9.748188313096762e-05,6.846534233773127e-05,-7.092952728271484e-06,-0.20542450745900473,-0.21641063690185547,-11.565994262695312,26.666666666666668,0,nan,0
18,0,18,2.408240795135498,-1.0,5.909726009433932,inf,inf,-234.7978515625,0.0005389097495935857,3.263117832830176e-05,-3.5862127939860024e-05,-0.1931537389755249,-0.18690073490142822,-31.71656036376953,26.666666666666668,0,nan,0
19,0,19,2.045456886291504,-1.0,5.319521720876802,inf,inf,-234.7978515625,4.5304088303055323e-07,5.896571383345872e-05,-1.5894571940104166e-07,-0.11925438046455383,-0.11575586597124736,-22.074203491210938,26.666666666666668,0,nan,0
20,0,20,2.2915775775909424,-1.0,4.787620140158057,inf,inf,-234.7978515625,6.970880406242941e-08,0.00013778793800156564,3.7749608357747394e-07,-0.14737661679585776,-0.1504572033882141,16.572826385498047,26.666666666666668,0,nan,0
21,0,21,2.6827590465545654,-1.0,4.417707192675449,inf,inf,-234.7978515625,0.0001919080677907914,0.00017630658112466335,-4.2120615641276044e-06,-0.2505231698354085,-0.25098512570063275,21.206233978271484,26.666666666666668,0,nan,0
