step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,2.3555543664221483,inf,inf,25.716167449951172,2.781224250793457,1.1807090044021606,0.170457661151886,0.12800872325897217,0.23036229610443115,-79.50928497314453,20.0,0,nan
1,0,1,2.781177043914795,-1.0,2.6923697956464703,inf,inf,25.716167449951172,5.825603485107422,1.0178022384643555,-0.15860092639923096,0.5624364018440247,0.772075891494751,-316.38336181640625,20.0,0,nan
2,0,2,2.857985019683838,-1.0,4.7014540410241334,inf,inf,25.716167449951172,17.0540828704834,0.7485372424125671,0.6134761273860931,0.390598326921463,0.6753459870815277,-251.93243408203125,20.0,0,nan
3,0,3,3.741741180419922,-1.0,5.423215551774062,inf,inf,25.716167449951172,11.352604866027832,0.9524741172790527,0.047113656997680664,0.4915991425514221,0.5862456858158112,-309.7065734863281,20.0,0,nan
4,0,4,5.17064905166626,-1.0,5.894773018620123,inf,inf,25.716167449951172,10.85506534576416,1.0706470012664795,-0.5724027156829834,0.5134416818618774,-1.0725470185279846,-555.4577026367188,20.0,0,nan
5,0,5,4.742356300354004,-1.0,7.953613673842735,inf,inf,25.716167449951172,20.068424224853516,0.7577800154685974,-0.28444704413414,-1.2605000138282776,-1.3212327063083649,-167.62124633789062,20.0,0,nan
6,0,6,5.593894958496094,-1.0,10.753151431486033,inf,inf,25.716167449951172,27.238712310791016,0.757704496383667,-1.4389059841632843,-0.5859248638153076,-1.174816071987152,-120.09182739257812,20.0,0,nan
7,0,7,5.353906631469727,-1.0,10.754872564370274,inf,inf,25.716167449951172,7.620913505554199,0.7075818777084351,-0.5938408970832825,-1.4988591074943542,-1.6669427752494812,-62.67658996582031,20.0,0,nan
8,0,8,5.070343017578125,-1.0,10.684403447915512,inf,inf,25.716167449951172,8.924478530883789,0.8879917860031128,-0.48145920038223267,-1.06657212972641,-1.3979563415050507,-56.87071228027344,20.0,0,nan
9,0,9,2.9345524311065674,-1.0,9.82430035452483,inf,inf,25.716167449951172,0.46477723121643066,0.22308887541294098,-0.033763498067855835,-0.31171464920043945,-0.2909639775753021,-17.60955810546875,20.0,0,nan
10,0,10,3.032820224761963,-1.0,9.399261385038459,inf,inf,25.716167449951172,1.6057769060134888,0.28808802366256714,-0.09841743111610413,-0.1565137505531311,-0.19231393933296204,55.735984802246094,20.0,0,nan
11,0,11,3.170931339263916,-1.0,9.512425274151015,inf,inf,25.716167449951172,2.2963011264801025,0.2180536389350891,-0.23987850546836853,-0.4435294568538666,-0.5655811429023743,-30.183300018310547,20.0,0,nan
12,0,12,3.010953187942505,-1.0,9.861004372294888,inf,inf,25.716167449951172,2.228822946548462,0.17147144675254822,-0.2050420641899109,-0.09121125936508179,-0.21152958273887634,-34.30706024169922,20.0,0,nan
13,0,13,3.482311964035034,-1.0,9.170779683137686,inf,inf,25.716167449951172,1.0328364372253418,0.3490777611732483,-0.04569646716117859,-0.33858463168144226,-0.42034000158309937,70.41110229492188,20.0,0,nan
14,0,14,2.831738233566284,-1.0,8.660277099513047,inf,inf,25.716167449951172,0.7988018989562988,0.19647079706192017,-0.05198913812637329,-0.27057716250419617,-0.29780903458595276,-14.090240478515625,20.0,0,nan
15,0,15,2.7204086780548096,-1.0,7.964257025888131,inf,inf,25.716167449951172,0.18264207243919373,0.10743168741464615,-0.024069130420684814,-0.17311623692512512,-0.16267719864845276,-13.65493392944336,20.0,0,nan
16,0,16,2.4745750427246094,-1.0,7.251193649622097,inf,inf,25.716167449951172,0.100670725107193,0.12076285481452942,-0.008430421352386475,-0.05870959162712097,-0.07034322619438171,27.000381469726562,20.0,0,nan
17,0,17,2.500915050506592,-1.0,7.0312587048862305,inf,inf,25.716167449951172,0.7575256824493408,0.1499503254890442,-0.0429668128490448,-0.1545315384864807,-0.13824397325515747,22.519451141357422,20.0,0,nan
18,0,18,2.235055446624756,-1.0,6.704846296732533,inf,inf,25.716167449951172,0.30909520387649536,0.08205047994852066,-0.02257588505744934,-0.02439013123512268,-0.04987525939941406,16.187725067138672,20.0,0,nan
19,0,19,2.501164436340332,-1.0,6.386987520920556,inf,inf,25.716167449951172,0.3124656081199646,0.08861108869314194,-0.029727935791015625,-0.1497088372707367,-0.18335264921188354,-10.947587013244629,20.0,0,nan
20,0,20,2.3675332069396973,-1.0,5.808174180727792,inf,inf,25.716167449951172,0.06728766858577728,0.11236070096492767,-0.004510462284088135,-0.09780886769294739,-0.08244481682777405,-8.55604076385498,20.0,0,nan
21,0,21,2.535825490951538,-1.0,5.406266111749263,inf,inf,25.716167449951172,0.10969708114862442,0.06131433695554733,-0.005215466022491455,-0.16913899779319763,-0.16235068440437317,34.94796371459961,20.0,0,nan
22,0,22,2.470630645751953,-1.0,5.262178363631482,inf,inf,25.716167449951172,0.3565884828567505,0.08992522954940796,-0.014960706233978271,-0.04532957077026367,-0.012959599494934082,37.29698181152344,20.0,0,nan
23,0,23,2.225698709487915,-1.0,4.880144225493177,inf,inf,25.716167449951172,0.05200706049799919,0.036070000380277634,-0.010026603937149048,-0.04052576422691345,-0.043964892625808716,7.369905471801758,20.0,0,nan
24,0,24,2.2538371086120605,-1.0,4.9405405639273665,inf,inf,25.716167449951172,0.23517517745494843,0.04288303479552269,-0.014978498220443726,-0.03577074408531189,-0.027774721384048462,17.36640739440918,20.0,0,nan
25,0,25,2.2883169651031494,-1.0,4.464972135064071,inf,inf,25.716167449951172,0.009367819875478745,0.05067623406648636,-0.0012787282466888428,-0.018517613410949707,-0.022545963525772095,24.36524200439453,20.0,0,nan
26,0,26,2.246605157852173,-1.0,4.1595758926908655,inf,inf,25.716167449951172,0.07117494940757751,0.050442565232515335,-0.003161519765853882,-0.01415032148361206,-0.0008946657180786133,6.555513858795166,20.0,0,nan
27,0,27,2.36614727973938,-1.0,4.021436369438993,inf,inf,25.716167449951172,0.22203609347343445,0.07992140203714371,-0.012515664100646973,-0.07475608587265015,-0.09175735712051392,8.288661003112793,20.0,0,nan
28,0,28,2.2609000205993652,-1.0,3.6478807958282466,inf,inf,25.716167449951172,0.011624997481703758,0.040663816034793854,-0.0011212825775146484,-0.02747991681098938,-0.030318886041641235,35.61803436279297,20.0,0,nan
29,0,29,2.0813679695129395,-1.0,3.613304454972784,inf,inf,25.716167449951172,0.11021314561367035,0.033376507461071014,-0.003231257200241089,-0.01731935143470764,0.024575084447860718,42.8564338684082,20.0,0,nan
30,0,30,2.0701286792755127,-1.0,3.3264856714808286,inf,inf,25.716167449951172,0.03724183887243271,0.04998122155666351,-0.0027607083320617676,-0.03218573331832886,-0.03319033980369568,11.265236854553223,20.0,0,nan
31,0,31,2.3437838554382324,-1.0,3.470996042825502,inf,inf,25.716167449951172,0.20439857244491577,0.04283658042550087,-0.01469796895980835,-0.06986343860626221,-0.060863196849823,-6.005749225616455,20.0,0,nan
32,0,32,2.331113815307617,-1.0,3.451542260954656,inf,inf,25.716167449951172,0.09991834312677383,0.030495839193463326,-0.007567167282104492,-0.03277015686035156,-0.02702319622039795,20.924894332885742,20.0,0,nan
33,0,33,2.1619696617126465,-1.0,3.273206059311601,inf,inf,25.716167449951172,0.04559359699487686,0.027331337332725525,-0.005952626466751099,-0.03830045461654663,-0.05191856622695923,7.187747955322266,20.0,0,nan
34,0,34,2.2515292167663574,-1.0,3.4146781311956897,inf,inf,25.716167449951172,0.16811847686767578,0.03586200997233391,-0.015746891498565674,-0.06213918328285217,-0.06902071833610535,-7.957498550415039,20.0,0,nan
35,0,35,2.139976739883423,-1.0,3.138875726516546,inf,inf,25.716167449951172,0.018903978168964386,0.028788335621356964,-0.0006321370601654053,-0.017838895320892334,-0.012401342391967773,6.669478893280029,20.0,0,nan
36,0,36,2.0721750259399414,-1.0,2.880656901605434,inf,inf,25.716167449951172,0.01922876387834549,0.03454139828681946,-0.0018308758735656738,-0.012492775917053223,-0.0153941810131073,4.875016212463379,20.0,0,nan
37,0,37,2.1892483234405518,-1.0,3.012123077806025,inf,inf,25.716167449951172,0.09708777815103531,0.023141931742429733,-0.004252046346664429,-0.04293200373649597,-0.03918999433517456,8.44102668762207,20.0,0,nan
