step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.21261115621803714,inf,inf,-79.45877075195312,0.027852678671479225,0.13100290298461914,-0.0025405685106913247,0.35431434710820514,0.3090197841326396,-79.51175689697266,18.181818181818183,1,nan
1,0,1,2.895233631134033,-1.0,0.2565039358404618,inf,inf,-79.45877075195312,0.060145407915115356,0.09231283515691757,-0.00370180606842041,0.9258341193199158,0.9878024061520895,-396.3305358886719,18.181818181818183,1,nan
2,0,2,3.083409070968628,-1.0,0.23799387923303697,inf,inf,-79.45877075195312,0.003117621410638094,0.04366210475564003,-0.0004228552182515462,0.8392705917358398,0.98369828859965,-327.349853515625,18.181818181818183,1,nan
3,0,3,4.376997470855713,-1.0,0.2904697099488172,inf,inf,-79.45877075195312,0.03881082311272621,0.05088261142373085,-0.0011292497316996257,0.8322926958401998,0.7202886541684469,-433.0751037597656,18.181818181818183,1,nan
4,0,4,6.058963775634766,-1.0,0.33729044950038034,inf,inf,-79.45877075195312,0.0827300176024437,0.10904509574174881,-0.004050334294637044,-1.5072154601414998,-1.1620426177978516,-371.3778991699219,18.181818181818183,1,nan
5,0,5,5.692734718322754,-1.0,0.43458556486788924,inf,inf,-79.45877075195312,0.22416645288467407,0.17108787596225739,-0.00724955399831136,-1.7581305106480916,-1.869536856810252,-167.63356018066406,18.181818181818183,1,nan
6,0,6,4.996655464172363,-1.0,0.8742967686006127,inf,inf,-79.45877075195312,0.6280091404914856,0.12997691333293915,-0.01625494162241618,-1.5269981622695923,-1.517249584197998,-95.93829345703125,18.181818181818183,1,nan
7,0,7,4.6565985679626465,-1.0,1.0943807898737412,inf,inf,-79.45877075195312,0.11005108803510666,0.03578737750649452,-0.008592347304026285,-1.1224345167477925,-1.3682990074157715,-48.74550247192383,18.181818181818183,1,nan
8,0,8,4.646846294403076,-1.0,0.9893990183449125,inf,inf,-79.45877075195312,0.0003969562822021544,0.008907740004360676,-4.9968560536702476e-05,-0.5576259096463522,-0.7858144442240397,-23.715051651000977,18.181818181818183,1,nan
9,0,9,3.445695161819458,-1.0,0.8934470607963427,inf,inf,-79.45877075195312,0.00036133313551545143,0.012093034572899342,-0.00035723050435384113,-0.7304326494534811,-0.9559658169746399,68.30859375,18.181818181818183,1,nan
10,0,10,3.556680202484131,-1.0,0.815093891188855,inf,inf,-79.45877075195312,0.00039442209526896477,0.0035884163808077574,-6.713469823201497e-05,-0.4115651448567708,-0.6482106645901998,-35.65696334838867,18.181818181818183,1,nan
11,0,11,2.937595844268799,-1.0,0.7412341913258159,inf,inf,-79.45877075195312,0.001334584318101406,0.017446255311369896,-0.0004502137502034505,-0.6534630457560221,-0.48355333010355633,-1.2228742837905884,18.181818181818183,1,nan
12,0,12,3.348342180252075,-1.0,0.7196325567411153,inf,inf,-79.45877075195312,0.0023600412532687187,0.00449345214292407,-0.00022870302200317383,-0.0962605079015096,-0.19749985138575235,49.383853912353516,18.181818181818183,1,nan
13,0,13,4.185542106628418,-1.0,0.6526018580993479,inf,inf,-79.45877075195312,6.690964073641226e-05,0.0013564899563789368,3.2067298889160156e-05,-0.19303093353907266,-0.06156200170516968,69.32452392578125,18.181818181818183,1,nan
14,0,14,4.07807731628418,-1.0,0.7311922488083081,inf,inf,-79.45877075195312,0.00029439240461215377,0.00020465152920223773,-4.955132802327474e-05,-0.8197480837504069,-0.6831672191619873,15.29966926574707,18.181818181818183,1,nan
15,0,15,3.5629961490631104,-1.0,1.1673588221386226,inf,inf,-79.45877075195312,0.001166895148344338,0.00022912383428774774,-8.285045623779297e-05,-0.3416826128959656,-0.38206615050633747,13.53184986114502,18.181818181818183,1,nan
16,0,16,3.911234140396118,-1.0,1.0651992631413154,inf,inf,-79.45877075195312,2.00555041374173e-05,0.000137589595397003,6.576379140218099e-06,-0.4050098657608032,-0.34726476669311523,-13.892545700073242,18.181818181818183,1,nan
17,0,17,2.3181121349334717,-1.0,1.0160220961820112,inf,inf,-79.45877075195312,0.00012355617946013808,0.00021546953939832747,-1.4583269755045572e-05,-0.01618826389312744,-0.015626947085062664,-1.6546992063522339,18.181818181818183,1,nan
18,0,18,2.4199395179748535,-1.0,1.038572962244921,inf,inf,-79.45877075195312,0.00020769491675309837,0.00016728938498999923,-1.8676122029622395e-05,-0.07888056834538777,-0.0576974352200826,10.063037872314453,18.181818181818183,1,nan
