step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used
0,0,0,2.4404616355895996,-1.0,0.01643730551902639,inf,inf,-12.836536407470703,0.003934455569833517,0.23936134576797485,21.713947296142578,11.53913688659668,0.0010471045970916748,0.8058432191610336,0.7725429236888885,-72.85973358154297,26.666666666666668,0,nan,0,nan,0.0,nan,0
1,0,1,3.091277599334717,-1.0,0.05317092471893357,inf,inf,-12.836536407470703,0.15448856353759766,0.40255141258239746,65.62931823730469,12.802421569824219,-0.00752750039100647,0.1979530155658722,0.2501462697982788,-381.65350341796875,26.666666666666668,0,nan,0,nan,0.0,nan,0
2,0,2,3.066218852996826,-1.0,0.0487120078087748,inf,inf,-12.836536407470703,0.0016746802721172571,0.19514425098896027,33.53240966796875,13.84283447265625,0.00228196382522583,-0.39624644815921783,-0.4267081916332245,-320.82958984375,26.666666666666668,0,nan,0,nan,0.0,nan,0
3,0,3,4.054220199584961,-1.0,0.5082076952111315,inf,inf,-12.836536407470703,0.6174908876419067,0.1329747885465622,56.451316833496094,14.868569374084473,-0.015607550740242004,-0.1623450219631195,-0.21725134551525116,-397.54449462890625,26.666666666666668,0,nan,0,nan,0.0,nan,0
4,0,4,4.361416339874268,-1.0,10.637266123155698,inf,inf,-12.836536407470703,14.1856689453125,0.1393500715494156,135.36724853515625,15.992652893066406,1.5338195264339447,0.9455684721469879,1.2852736413478851,-474.16436767578125,26.666666666666668,0,nan,0,nan,0.0,nan,0
5,0,5,5.652641296386719,-1.0,31.032418634064495,inf,inf,-12.836536407470703,20.062135696411133,0.0934910699725151,124.02709197998047,15.41979694366455,-1.0013238191604614,5.612491488456726,4.515058755874634,-447.8326721191406,26.666666666666668,0,nan,0,nan,0.0,nan,0
6,0,6,5.735185623168945,-1.0,28.053392031652145,inf,inf,-12.836536407470703,0.17574793100357056,0.14148658514022827,65.4032974243164,15.026789665222168,-0.030620843172073364,2.6383644938468933,2.735119491815567,-214.25357055664062,26.666666666666668,0,nan,0,nan,0.0,nan,0
7,0,7,7.69951057434082,-1.0,25.255094525852492,inf,inf,-12.836536407470703,0.05982676148414612,0.8496071100234985,102.1638412475586,22.843963623046875,0.02988111972808838,2.795141041278839,2.4254100024700165,-150.3260955810547,26.666666666666668,0,nan,0,nan,0.0,nan,0
8,0,8,4.956380844116211,-1.0,22.80155505170773,inf,inf,-12.836536407470703,0.19518183171749115,0.27119895815849304,30.851654052734375,17.184906005859375,-0.09099826216697693,-0.8959036320447922,-0.7450449019670486,-98.24198150634766,26.666666666666668,0,nan,0,nan,0.0,nan,0
9,0,9,3.3285927772521973,-1.0,20.657535922403312,inf,inf,-12.836536407470703,0.37169989943504333,0.2730349600315094,16.139604568481445,13.369340896606445,-0.037161052227020264,0.7389376759529114,1.1485049277544022,-36.294776916503906,26.666666666666668,0,nan,0,nan,0.0,nan,0
10,0,10,5.8752641677856445,-1.0,18.651534145071928,inf,inf,-12.836536407470703,0.09741470962762833,0.16303221881389618,113.52875518798828,39.45689392089844,-0.0714619904756546,1.40796759724617,1.0234496295452118,-158.63133239746094,26.666666666666668,0,nan,0,nan,0.0,nan,0
11,0,11,4.70323371887207,-1.0,17.114496731227916,inf,inf,-12.836536407470703,0.21704700589179993,0.06614947319030762,52.53973388671875,19.906230926513672,0.004013508558273315,14.926686376333237,15.706821575760841,-62.391082763671875,26.666666666666668,0,nan,0,nan,0.0,nan,0
12,0,12,3.728820562362671,-1.0,15.459619808448013,inf,inf,-12.836536407470703,0.022452596575021744,0.03968800604343414,15.034236907958984,14.003034591674805,0.02386830747127533,-1.0353905856609344,-0.8576040416955948,97.34562683105469,26.666666666666668,0,nan,0,nan,0.0,nan,0
13,0,13,4.376358509063721,-1.0,14.137222659989638,inf,inf,-12.836536407470703,1.451054334640503,0.6490530371665955,117.20037078857422,79.73480224609375,-0.22040073573589325,1.8860070407390594,2.199282079935074,-213.68612670898438,26.666666666666668,0,nan,0,nan,0.0,nan,0
14,0,14,4.684704780578613,-1.0,12.801626419525439,inf,inf,-12.836536407470703,0.029763050377368927,0.03809620440006256,16.978416442871094,5.56664514541626,0.009571477770805359,-0.3839741051197052,-0.2065582424402237,-23.698883056640625,26.666666666666668,0,nan,0,nan,0.0,nan,0
15,0,15,3.264738082885742,-1.0,11.52530593590929,inf,inf,-12.836536407470703,0.005595292896032333,0.1456288993358612,9.295555114746094,3.667600154876709,0.0010197460651397705,-0.5041937232017517,-0.5025245398283005,-15.7056303024292,26.666666666666668,0,nan,0,nan,0.0,nan,0
16,0,16,2.416741371154785,-1.0,10.372901418146016,inf,inf,-12.836536407470703,0.0001465038221795112,0.1162029430270195,0.8951716423034668,3.037428140640259,0.00020325183868408203,-0.16240835189819336,-0.18994776904582977,-4.736034870147705,26.666666666666668,0,nan,0,nan,0.0,nan,0
17,0,17,3.344745635986328,-1.0,9.350986361723892,inf,inf,-12.836536407470703,0.008240952156484127,0.053599391132593155,6.512239456176758,2.4978976249694824,-0.0016267746686935425,-0.2713509202003479,-0.2972217798233032,-12.637323379516602,26.666666666666668,0,nan,0,nan,0.0,nan,0
18,0,18,2.6939122676849365,-1.0,8.466030805549023,inf,inf,-12.836536407470703,0.034342389553785324,0.06848879158496857,5.878848075866699,9.802267074584961,-0.020041033625602722,0.2555646598339081,0.19548915326595306,23.330402374267578,26.666666666666668,0,nan,0,nan,0.0,nan,0
19,0,19,4.204575538635254,-1.0,8.015035733900001,inf,inf,-12.836536407470703,0.06369035691022873,0.016099359840154648,40.52324676513672,10.208362579345703,0.013677656650543213,5.335730716586113,7.5603411346673965,-67.8043212890625,26.666666666666668,0,nan,0,nan,0.0,nan,0
20,0,20,2.755678176879883,-1.0,7.222986421363652,inf,inf,-12.836536407470703,0.00029875506879761815,0.0031600045040249825,3.904327154159546,1.4184142351150513,9.360909461975098e-05,-0.36432328820228577,-0.25301508605480194,-20.61756134033203,26.666666666666668,0,nan,0,nan,0.0,nan,0
21,0,21,2.5950193405151367,-1.0,6.5589415299862965,inf,inf,-12.836536407470703,0.006100712344050407,0.010472651571035385,2.5267977714538574,1.263163685798645,6.942451000213623e-05,-0.23346546292304993,-0.3237082213163376,31.853607177734375,26.666666666666668,0,nan,0,nan,0.0,nan,0
22,0,22,2.874985456466675,-1.0,5.927977342342044,inf,inf,-12.836536407470703,0.002703125821426511,0.010842878371477127,2.6839027404785156,1.213292121887207,-0.00031176209449768066,-0.15355606377124786,-0.2056378424167633,-9.389795303344727,26.666666666666668,0,nan,0,nan,0.0,nan,0
23,0,23,2.3102431297302246,-1.0,5.354713766927908,inf,inf,-12.836536407470703,0.0003950829850509763,0.0020225236658006907,0.2023041844367981,1.2917155027389526,5.385279655456543e-05,-0.011393353343009949,-0.011697307229042053,5.880931854248047,26.666666666666668,0,nan,0,nan,0.0,nan,0
24,0,24,2.367001533508301,-1.0,4.917719891403676,inf,inf,-12.836536407470703,0.0028524380177259445,0.002896537771448493,0.498058021068573,1.146697759628296,0.0004191845655441284,-0.03322899341583252,-0.028210312128067017,11.837128639221191,26.666666666666668,0,nan,0,nan,0.0,nan,0
25,0,25,2.8193578720092773,-1.0,4.770590516787055,inf,inf,-12.836536407470703,0.006263351067900658,0.0018173466669395566,3.6197192668914795,1.1405835151672363,7.605552673339844e-05,-0.21193814277648926,-0.1794988065958023,-12.12253475189209,26.666666666666668,0,nan,0,nan,0.0,nan,0
26,0,26,2.3732988834381104,-1.0,4.341829791403077,inf,inf,-12.836536407470703,0.0029182403814047575,0.006042114924639463,0.8912888765335083,1.1407705545425415,-0.00021344423294067383,-0.10531477630138397,-0.17227430641651154,-4.562707424163818,26.666666666666668,0,nan,0,nan,0.0,nan,0
27,0,27,2.3389804363250732,-1.0,4.206565167731998,inf,inf,-12.836536407470703,0.006225412245839834,0.002082646358758211,0.5001389980316162,0.8623600602149963,-0.0001039355993270874,-0.003884434700012207,9.514391422271729e-05,20.91588020324707,26.666666666666668,0,nan,0,nan,0.0,nan,0
28,0,28,2.297470808029175,-1.0,3.796856937299497,inf,inf,-12.836536407470703,0.00019513725419528782,0.0017823543166741729,0.8005079030990601,0.8626981973648071,8.672475814819336e-05,-0.020975306630134583,-0.015018805861473083,19.25409698486328,26.666666666666668,0,nan,0,nan,0.0,nan,0
29,0,29,2.377816677093506,-1.0,3.477485239865408,inf,inf,-12.836536407470703,0.0019614649936556816,0.0032520892564207315,2.255242347717285,0.9545266032218933,0.00029735267162323,0.01991748809814453,0.05758039653301239,8.698938369750977,26.666666666666668,0,nan,0,nan,0.0,nan,0
30,0,30,2.321047782897949,-1.0,3.3375907633564155,inf,inf,-12.836536407470703,0.009107334539294243,0.004381600767374039,0.6564178466796875,0.8857979774475098,-0.0005224645137786865,0.008898168802261353,0.030724212527275085,10.43686294555664,26.666666666666668,0,nan,0,nan,0.0,nan,0
31,0,31,2.3172214031219482,-1.0,3.3896107094240326,inf,inf,-12.836536407470703,0.011219599284231663,0.0029082968831062317,0.6065664291381836,0.9968022108078003,-0.0004782676696777344,-0.018879234790802002,-0.015715807676315308,-4.135962963104248,26.666666666666668,0,nan,0,nan,0.0,nan,0
32,0,32,2.3360533714294434,-1.0,3.249996624528489,inf,inf,-12.836536407470703,0.0025360172148793936,0.0012721623061224818,0.4923451244831085,0.6415495872497559,5.428493022918701e-05,-0.043434709310531616,-0.032864853739738464,9.82834529876709,26.666666666666668,0,nan,0,nan,0.0,nan,0
33,0,33,2.4091155529022217,-1.0,3.1188659929878044,inf,inf,-12.836536407470703,0.004580193664878607,0.0023625195026397705,3.1288037300109863,0.7597047090530396,0.00016754865646362305,0.08927632868289948,0.11874337494373322,10.30522632598877,26.666666666666668,0,nan,0,nan,0.0,nan,0
34,0,34,2.2218785285949707,-1.0,2.833416843626883,inf,inf,-12.836536407470703,0.0002477758680470288,0.000937215459998697,0.06103490665555,0.5619195103645325,-2.7313828468322754e-05,-0.0056046247482299805,-0.0034506767988204956,4.320064067840576,26.666666666666668,0,nan,0,nan,0.0,nan,0
35,0,35,2.4408631324768066,-1.0,3.103493370727698,inf,inf,-12.836536407470703,0.016639895737171173,0.003006748855113983,1.762972354888916,0.4899052083492279,-4.096329212188721e-05,-0.01743340492248535,-0.02217724919319153,17.84186363220215,26.666666666666668,0,nan,0,nan,0.0,nan,0
36,0,36,2.235912799835205,-1.0,2.793701490462102,inf,inf,-12.836536407470703,7.817347068339586e-06,0.001402323367074132,0.4140321612358093,0.41023653745651245,-4.26173210144043e-06,-0.00019508600234985352,0.0012236535549163818,18.595046997070312,26.666666666666668,0,nan,0,nan,0.0,nan,0
37,0,37,2.245208263397217,-1.0,2.6395788155968862,inf,inf,-12.836536407470703,0.0006701278616674244,0.0005350430146791041,0.9843771457672119,0.3651166558265686,-4.3064355850219727e-05,-0.022025614976882935,-0.007190629839897156,14.844825744628906,26.666666666666668,0,nan,0,nan,0.0,nan,0
38,0,38,2.402691602706909,-1.0,2.9761609552786474,inf,inf,-12.836536407470703,0.004248414654284716,0.0007074323948472738,0.6804340481758118,0.4137623608112335,-0.00033470988273620605,-0.022016718983650208,-0.024531617760658264,17.013137817382812,26.666666666666668,0,nan,0,nan,0.0,nan,0
39,0,39,2.2237205505371094,-1.0,3.171407839726695,inf,inf,-12.836536407470703,0.0075611029751598835,0.0015341186663135886,0.5893574357032776,0.313113808631897,-0.00033555924892425537,-0.035590946674346924,-0.0261257141828537,14.234923362731934,26.666666666666668,0,nan,0,nan,0.0,nan,0
40,0,40,2.168833017349243,-1.0,2.8986481400077997,inf,inf,-12.836536407470703,0.0005000726087018847,0.0011267696972936392,0.26352110505104065,0.306540310382843,-2.3379921913146973e-05,0.00906282663345337,0.008804067969322205,15.967216491699219,26.666666666666668,0,nan,0,nan,0.0,nan,0
41,0,41,2.3046534061431885,-1.0,2.674181117460607,inf,inf,-12.836536407470703,0.0005366327823139727,0.0008205671329051256,0.4658963084220886,0.255247563123703,-1.9669532775878906e-06,-0.008132517337799072,-0.01112791895866394,23.106098175048828,26.666666666666668,0,nan,0,nan,0.0,nan,0
42,0,42,2.2244668006896973,-1.0,2.4251810598831414,inf,inf,-12.836536407470703,0.00022008027008268982,0.0011949159670621157,0.3849787414073944,0.3320404589176178,-1.0192394256591797e-05,-0.013712003827095032,-0.006477966904640198,14.59192943572998,26.666666666666668,0,nan,0,nan,0.0,nan,0
43,0,43,2.22591495513916,-1.0,2.228994903997825,inf,inf,-12.836536407470703,0.00044559582602232695,0.000961746321991086,0.5624983310699463,0.22719912230968475,-2.136826515197754e-05,-0.007329955697059631,-0.004545822739601135,12.533880233764648,26.666666666666668,0,nan,0,nan,0.0,nan,0
44,0,44,2.2327189445495605,-1.0,2.9123165786414646,inf,inf,-12.836536407470703,0.01515907607972622,0.0016727788606658578,0.8704116344451904,0.27744606137275696,-0.00014813244342803955,-0.016335636377334595,-0.008894294500350952,13.194985389709473,26.666666666666668,0,nan,0,nan,0.0,nan,0
45,0,45,2.1933958530426025,-1.0,2.732916056575778,inf,inf,-12.836536407470703,0.0010278859408572316,0.0009191411081701517,0.6365405321121216,0.3328046202659607,-7.3909759521484375e-06,-0.01396225392818451,-0.014880761504173279,14.289323806762695,26.666666666666668,0,nan,0,nan,0.0,nan,0
46,0,46,2.347257375717163,-1.0,3.2747550509771726,inf,inf,-12.836536407470703,0.010044158436357975,0.0012322146212682128,0.6404443979263306,0.3035503625869751,-0.0002525448799133301,-0.014375835657119751,-0.012922510504722595,11.09831428527832,26.666666666666668,0,nan,0,nan,0.0,nan,0
47,0,47,2.164212703704834,-1.0,2.952029433411092,inf,inf,-12.836536407470703,5.6835662689991295e-05,0.0011965685989707708,0.42715972661972046,0.321685254573822,7.033348083496094e-06,-0.010499000549316406,-0.010562092065811157,29.81564712524414,26.666666666666668,0,nan,0,nan,0.0,nan,0
48,0,48,2.1868507862091064,-1.0,2.8517289067963407,inf,inf,-12.836536407470703,0.0026595592498779297,0.0013645594008266926,0.926236629486084,0.28657788038253784,-5.823373794555664e-05,-0.016900524497032166,-0.01523609459400177,17.853281021118164,26.666666666666668,0,nan,0,nan,0.0,nan,0
49,0,49,2.21889591217041,-1.0,2.6297204441262787,inf,inf,-12.836536407470703,0.0009431237122043967,0.001493124756962061,0.47516068816185,0.3369370102882385,-1.4990568161010742e-05,-0.018751055002212524,-0.01708771288394928,-9.953165054321289,26.666666666666668,0,nan,0,nan,0.0,nan,0
50,0,50,2.1344664096832275,-1.0,2.3756188022984555,inf,inf,-12.836536407470703,0.00015230532153509557,0.0017170057399198413,0.34263086318969727,0.27844542264938354,4.187226295471191e-06,-0.0052758753299713135,-0.003036126494407654,8.903965950012207,26.666666666666668,0,nan,0,nan,0.0,nan,0
51,0,51,2.0133912563323975,-1.0,2.1424224705218564,inf,inf,-12.836536407470703,5.026052531320602e-05,0.0011512992205098271,0.32415714859962463,0.2970229387283325,1.3113021850585938e-06,-0.003159761428833008,-0.003462359309196472,19.04395294189453,26.666666666666668,0,nan,0,nan,0.0,nan,0
52,0,52,2.2991251945495605,-1.0,2.0698251291705936,inf,inf,-12.836536407470703,0.0014103848952800035,0.000995718757621944,0.7725225687026978,0.35332179069519043,-3.056228160858154e-05,-0.018517598509788513,-0.018736347556114197,6.763416767120361,26.666666666666668,0,nan,0,nan,0.0,nan,0
53,0,53,2.2100653648376465,-1.0,2.0505580707054927,inf,inf,-12.836536407470703,0.0020589607302099466,0.0010968520073220134,0.38827812671661377,0.3260616362094879,-0.00010138750076293945,-0.004109591245651245,-0.004476264119148254,20.626930236816406,26.666666666666668,0,nan,0,nan,0.0,nan,0
54,0,54,2.0972115993499756,-1.0,2.0028394375307585,inf,inf,-12.836536407470703,0.004733347799628973,0.003008410334587097,0.29172807931900024,0.34344130754470825,0.00013494491577148438,-0.005045019090175629,-0.004047796130180359,9.004148483276367,26.666666666666668,0,nan,0,nan,0.0,nan,0
