step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable
0,0,0,2.390139579772949,-1.0,4.326267547951954,inf,inf,57.14441680908203,2.3441693782806396,0.5418456792831421,0.12151618301868439,-0.006125554442405701,0.02961181104183197,-79.51043701171875,26.666666666666668,0,nan,0
1,0,1,2.554011583328247,-1.0,4.458745981405178,inf,inf,57.14441680908203,2.5774295330047607,0.4560973048210144,-0.08936075866222382,0.495390921831131,0.19894705712795258,-165.08621215820312,26.666666666666668,0,nan,0
2,0,2,2.5442306995391846,-1.0,5.383557972897729,inf,inf,57.14441680908203,2.5984597206115723,0.18957358598709106,-0.09271024167537689,0.35914772748947144,0.25610363483428955,-152.76138305664062,26.666666666666668,0,nan,0
3,0,3,2.7046637535095215,-1.0,6.030993756014675,inf,inf,57.14441680908203,3.028249502182007,0.2553778886795044,0.04772299528121948,0.35075607895851135,0.4405665099620819,-127.86271667480469,26.666666666666668,0,nan,0
4,0,4,3.137336254119873,-1.0,5.5096265740157335,inf,inf,57.14441680908203,0.4281482696533203,0.5238428711891174,-0.004286423325538635,0.24776339530944824,0.40597690641880035,-227.988037109375,26.666666666666668,0,nan,0
5,0,5,3.9784226417541504,-1.0,11.737193998018121,inf,inf,57.14441680908203,11.336910247802734,0.16724732518196106,0.9786869883537292,-0.2976112365722656,-0.5890966206789017,-454.57159423828125,26.666666666666668,0,nan,0
6,0,6,4.2139458656311035,-1.0,14.69351770661083,inf,inf,57.14441680908203,8.940189361572266,0.2164672166109085,0.0777382105588913,-0.48967841267585754,-0.5944256633520126,-314.59259033203125,26.666666666666668,0,nan,0
7,0,7,5.316097259521484,-1.0,13.914901901700347,inf,inf,57.14441680908203,1.6843290328979492,0.24384556710720062,-0.09225007891654968,-0.3383257985115051,-0.5247025489807129,-440.6566162109375,26.666666666666668,0,nan,0
8,0,8,5.902690887451172,-1.0,12.897479406863015,inf,inf,57.14441680908203,0.6243473887443542,0.16690759360790253,-0.028117746114730835,-1.818845957517624,-1.6848614662885666,-216.1756591796875,26.666666666666668,0,nan,0
9,0,9,5.466733455657959,-1.0,16.464094636374135,inf,inf,57.14441680908203,6.033008098602295,0.12422893196344376,-0.055399924516677856,-0.9684397131204605,-1.3783515393733978,-89.2081527709961,26.666666666666668,0,nan,0
