step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used,gamma_ok
0,0,0,4.765554428100586,-1.0,0.5983413109361463,inf,inf,-94.32487487792969,0.0384528711438179,0.06426578015089035,14.230998992919922,13.146183013916016,-0.0009767413139343262,-0.08397245407104492,-0.07237625122070312,-94.24459075927734,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
1,0,1,4.676382064819336,-1.0,0.5645945307366114,inf,inf,-94.32487487792969,0.009615907445549965,0.03686042129993439,13.609073638916016,12.656563758850098,-0.0006191134452819824,-0.05233877897262573,-0.048911452293395996,-63.04631042480469,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
2,0,2,4.63499641418457,-1.0,0.5726545280341929,inf,inf,-94.32487487792969,0.009584476239979267,0.014855173416435719,12.886573791503906,12.321749687194824,0.0002847909927368164,-0.059532225131988525,-0.07214772701263428,-52.59870529174805,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
3,0,3,4.823197364807129,-1.0,0.6137968126723923,inf,inf,-94.32487487792969,0.008012469857931137,0.00814211368560791,13.875090599060059,12.131082534790039,3.993511199951172e-06,-0.10096496343612671,-0.08847051858901978,-84.48177337646484,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
4,0,4,4.827218532562256,-1.0,0.5620898735066469,inf,inf,-94.32487487792969,0.0008361102663911879,0.008643983863294125,13.7218599319458,10.922141075134277,-9.739398956298828e-05,-0.08566594123840332,-0.08470606803894043,-61.7241096496582,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
5,0,5,4.718221187591553,-1.0,1.0592379198618738,inf,inf,-94.32487487792969,0.02523454837501049,0.004560265224426985,13.00275707244873,10.333409309387207,-0.0018913745880126953,0.18820148706436157,0.2870514988899231,-39.146297454833984,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
6,0,6,4.83828067779541,-1.0,1.0339188049129722,inf,inf,-94.32487487792969,0.0012851624051108956,0.0015944017795845866,14.419844627380371,9.75112533569336,0.0003567934036254883,-0.25433439016342163,-0.25468355417251587,50.667213439941406,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
7,0,7,4.879429817199707,-1.0,0.9427767448091756,inf,inf,-94.32487487792969,0.0007649887120351195,0.006244897376745939,13.938644409179688,8.97404956817627,-0.00011992454528808594,-0.13454240560531616,-0.13803356885910034,61.09265899658203,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
8,0,8,4.962882995605469,-1.0,0.924647147141997,inf,inf,-94.32487487792969,0.0033116857521235943,0.004349007736891508,14.315032958984375,8.967967987060547,0.0011455416679382324,-0.2986432909965515,-0.3591488003730774,-45.90222930908203,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
9,0,9,4.762570381164551,-1.0,0.8384126145602906,inf,inf,-94.32487487792969,0.00012624381633941084,0.0020263262558728456,10.398141860961914,7.87419319152832,7.337331771850586e-05,-0.16922402381896973,-0.16270703077316284,-30.66237449645996,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
10,0,10,5.001755714416504,-1.0,0.764543286788397,inf,inf,-94.32487487792969,0.0003235768526792526,0.0032448756974190474,20.68886947631836,8.04537296295166,-0.0004413127899169922,-0.4182848334312439,-0.37879931926727295,-43.88703918457031,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
11,0,11,4.905401706695557,-1.0,0.85175652377466,inf,inf,-94.32487487792969,0.0032855006866157055,0.0020074232015758753,11.332467079162598,7.487391948699951,-0.0003933906555175781,-0.22721129655838013,-0.25786274671554565,-21.91788673400879,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
12,0,12,5.027778625488281,-1.0,0.7669573275638363,inf,inf,-94.32487487792969,1.2505061022238806e-05,0.00332178408280015,11.783093452453613,7.259888648986816,3.796815872192383e-05,-0.1910269856452942,-0.2575835585594177,29.473386764526367,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
13,0,13,4.704304218292236,-1.0,0.6941692796621779,inf,inf,-94.32487487792969,0.00010262370051350445,0.002626202069222927,7.780575275421143,6.609585762023926,0.00010132789611816406,-0.08345377445220947,-0.06250005960464478,40.15534973144531,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
14,0,14,4.764047145843506,-1.0,0.6568631159760259,inf,inf,-94.32487487792969,0.004321018233895302,0.01345660351216793,12.138641357421875,7.248363494873047,0.0010794997215270996,-0.11315709352493286,-0.20079469680786133,18.66797637939453,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
15,0,15,4.826913833618164,-1.0,0.5911926804335808,inf,inf,-94.32487487792969,6.523393949464662e-07,0.004108951427042484,9.854168891906738,5.911428451538086,1.3113021850585938e-06,-0.08805239200592041,-0.10175353288650513,28.539173126220703,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
16,0,16,4.772941589355469,-1.0,0.5329910652385047,inf,inf,-94.32487487792969,0.00010099217615788803,0.011005488224327564,9.277389526367188,5.7326154708862305,-0.00023132562637329102,-0.14917707443237305,-0.1890823245048523,31.276575088500977,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
17,0,17,4.912971496582031,-1.0,0.552328703971469,inf,inf,-94.32487487792969,0.004774733912199736,0.0065734414383769035,9.192198753356934,5.355690956115723,0.0019033551216125488,-0.3612409234046936,-0.32319343090057373,17.03591537475586,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
18,0,18,4.815167427062988,-1.0,0.5352445744450159,inf,inf,-94.32487487792969,0.0008218114962801337,0.002154229674488306,7.113896369934082,4.9163312911987305,0.0004755854606628418,-0.11191403865814209,-0.1507042646408081,36.09169387817383,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
19,0,19,5.02687931060791,-1.0,0.5014483929926495,inf,inf,-94.32487487792969,0.0007228709873743355,0.0036641366314142942,6.816837787628174,4.097872257232666,0.0005942583084106445,-0.21460288763046265,-0.23763710260391235,36.313209533691406,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
20,0,20,4.675203323364258,-1.0,0.47659085072854984,inf,inf,-94.32487487792969,0.00014289833779912442,0.0005650992970913649,4.565508842468262,3.465261697769165,-0.00010114908218383789,-0.190754234790802,-0.18814074993133545,25.62776756286621,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
21,0,21,4.783736705780029,-1.0,0.5805818871184654,inf,inf,-94.32487487792969,0.003908995073288679,0.0025776405818760395,5.1841888427734375,2.880936861038208,0.0001277923583984375,-0.139187753200531,-0.14575785398483276,20.652843475341797,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
22,0,22,4.7262864112854,-1.0,0.6871918387306779,inf,inf,-94.32487487792969,0.0019854255951941013,0.0012057132553309202,4.735204696655273,2.7583107948303223,-0.0007236599922180176,-0.10413849353790283,-0.10043638944625854,29.687904357910156,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
23,0,23,4.814327716827393,-1.0,0.670875157998509,inf,inf,-94.32487487792969,0.0032915545161813498,0.0062812925316393375,5.045648574829102,3.0059638023376465,0.0015061497688293457,-0.14802253246307373,-0.11506694555282593,14.093561172485352,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
24,0,24,4.572660446166992,-1.0,0.6671905293744969,inf,inf,-94.32487487792969,0.0003019508731085807,0.0004762415192089975,3.538160800933838,2.4628374576568604,-0.000268399715423584,-0.11672371625900269,-0.09759664535522461,-10.066668510437012,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
25,0,25,4.552742004394531,-1.0,0.6949596765273814,inf,inf,-94.32487487792969,0.0012157377786934376,0.0012866556644439697,2.786975145339966,2.348001480102539,7.957220077514648e-05,-0.04721689224243164,-0.03849071264266968,15.053837776184082,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
26,0,26,4.628185272216797,-1.0,1.5931916896228242,inf,inf,-94.32487487792969,0.006967890542000532,0.0007200257387012243,3.569458484649658,2.213811159133911,0.0008627176284790039,-0.07642924785614014,-0.10001099109649658,11.810283660888672,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
27,0,27,4.649098873138428,-1.0,2.826540265292956,inf,inf,-94.32487487792969,0.011024443432688713,0.0007916061440482736,4.203029632568359,1.9925910234451294,0.0009734034538269043,-0.07563596963882446,-0.0783611536026001,11.661582946777344,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
28,0,28,4.4705810546875,-1.0,2.741622873878171,inf,inf,-94.32487487792969,0.0014727507950738072,0.0007448042160831392,2.761727809906006,1.6656603813171387,-0.00010836124420166016,-0.05483490228652954,-0.051941871643066406,10.218620300292969,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
29,0,29,4.353061676025391,-1.0,2.7719409642237913,inf,inf,-94.32487487792969,0.0020559029653668404,0.000675216899253428,1.9245641231536865,1.5149126052856445,-0.0003059506416320801,-0.06043487787246704,-0.05283820629119873,8.155957221984863,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
30,0,30,4.547016143798828,-1.0,2.5856167201714153,inf,inf,-94.32487487792969,0.0054554929956793785,0.0060036336071789265,2.587017297744751,1.6633988618850708,2.664327621459961e-05,-0.06739115715026855,-0.06578034162521362,-11.174714088439941,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
31,0,31,4.4766011238098145,-1.0,2.377978618126525,inf,inf,-94.32487487792969,0.0002780160866677761,0.0005459477542899549,1.9934601783752441,1.5060566663742065,4.1425228118896484e-05,-0.05189692974090576,-0.05253636837005615,8.014989852905273,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
32,0,32,4.368034362792969,-1.0,2.1402713217194593,inf,inf,-94.32487487792969,3.2965795071504544e-06,0.0036399986129254103,2.0483055114746094,1.6046886444091797,1.9073486328125e-06,-0.05346226692199707,-0.0540885329246521,8.233003616333008,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
33,0,33,4.448290824890137,-1.0,2.1020904184876184,inf,inf,-94.32487487792969,0.0008658442529849708,0.0004923871601931751,1.6314914226531982,1.3830769062042236,-8.594989776611328e-05,-0.0344468355178833,-0.03607219457626343,12.910573959350586,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
34,0,34,4.29366397857666,-1.0,1.894736206959026,inf,inf,-94.32487487792969,0.00016471317212563008,0.005769630894064903,1.6741344928741455,1.6688215732574463,-0.00010752677917480469,-0.04027843475341797,-0.04779541492462158,7.444982528686523,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
35,0,35,4.363805770874023,-1.0,1.7260219302584534,inf,inf,-94.32487487792969,0.0007046120590530336,0.0033941923175007105,2.754516124725342,1.7427468299865723,-0.00020313262939453125,-0.048603594303131104,-0.049077630043029785,-6.995977401733398,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
36,0,36,4.179194450378418,-1.0,1.5843472567736996,inf,inf,-94.32487487792969,0.0005113984225317836,0.001653538434766233,2.303969621658325,1.4306079149246216,-5.8770179748535156e-05,-0.0692170262336731,-0.0655718743801117,6.455219268798828,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
37,0,37,4.17952823638916,-1.0,1.6299109728003565,inf,inf,-94.32487487792969,0.002632874995470047,0.0012906348565593362,1.9682345390319824,1.6493810415267944,0.00022482872009277344,-0.0347408652305603,-0.036885738372802734,8.375955581665039,26.666666666666668,0,nan,0,nan,0.0,nan,0,0
