step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.390139579772949,-1.0,0.2126127573765174,inf,inf,-79.4605941772461,0.027854250743985176,0.1310093104839325,-0.002190967400868734,0.1701664924621582,0.131939431031545,-79.51289367675781,22.22222222222222,1,nan
1,0,1,2.6806704998016357,-1.0,0.22235062800664468,inf,inf,-79.4605941772461,0.021834466606378555,0.07043570280075073,-0.0019037127494812012,0.46669137477874756,0.4870225191116333,-249.543212890625,22.22222222222222,1,nan
2,0,2,2.6791210174560547,-1.0,0.2506862245336777,inf,inf,-79.4605941772461,0.021625667810440063,0.04276327043771744,-0.00022568305333455405,0.482036550839742,0.5645936926205953,-205.9332275390625,22.22222222222222,1,nan
3,0,3,3.250800609588623,-1.0,0.6026975590030295,inf,inf,-79.4605941772461,0.10643769055604935,0.0282268226146698,-0.0036895076433817544,0.6244601011276245,0.5436895688374838,-206.03152465820312,22.22222222222222,1,nan
4,0,4,4.3061137199401855,-1.0,0.5526861305524307,inf,inf,-79.4605941772461,0.0018224400701001287,0.01776546984910965,-0.0006421407063802084,-0.7625843286514282,-0.502561072508494,-616.9312744140625,22.22222222222222,1,nan
5,0,5,3.9104747772216797,-1.0,0.5031424044959528,inf,inf,-79.4605941772461,0.000762639450840652,0.013321476057171822,3.4073988596598305e-05,-0.8201687534650167,-0.8045565883318583,-202.31690979003906,22.22222222222222,1,nan
6,0,6,5.837033271789551,-1.0,0.5207693335534791,inf,inf,-79.4605941772461,0.006761596538126469,0.00995213445276022,-0.0005698998769124349,-1.1398528814315796,-1.3228603601455688,-233.30923461914062,22.22222222222222,1,nan
7,0,7,5.385947227478027,-1.0,0.7479430057196859,inf,inf,-79.4605941772461,0.010767333209514618,0.00385579583235085,-0.00031499067942301434,-0.821832001209259,-0.8304311235745748,-107.61509704589844,22.22222222222222,1,nan
8,0,8,6.019840240478516,-1.0,0.8035396595931943,inf,inf,-79.4605941772461,0.024246303364634514,0.018595080822706223,-0.000511010487874349,-1.418182412783305,-1.5018142660458882,-44.22337341308594,22.22222222222222,1,nan
9,0,9,4.966772556304932,-1.0,0.7231888352978795,inf,inf,-79.4605941772461,8.46875650495349e-07,0.02695627696812153,-8.066495259602865e-06,-0.8350402116775513,-0.7880028684933981,-49.35528564453125,22.22222222222222,1,nan
