step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,grad_norm_sq,tr_sigma_full,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff,eps_current,gamma_val,gamma_iters_used
0,0,0,2.3491244316101074,-1.0,3.086165186477414,inf,inf,41.20882034301758,2.226999044418335,0.7216072082519531,17.439739227294922,11.932075500488281,0.045119136571884155,0.24175605177879333,0.3349885046482086,65.03948974609375,26.666666666666668,0,nan,0,nan,0.0,nan,0
1,0,1,2.8509035110473633,-1.0,3.1490720537804715,inf,inf,41.20882034301758,2.4078309535980225,0.6480967402458191,48.00101089477539,12.223978996276855,-0.06154780089855194,0.5009691566228867,0.2847164273262024,-282.3592224121094,26.666666666666668,0,nan,0,nan,0.0,nan,0
2,0,2,2.6341805458068848,-1.0,3.1990218339513463,inf,inf,41.20882034301758,2.2221994400024414,0.6090604066848755,35.755279541015625,11.979727745056152,0.045320719480514526,0.5986243337392807,0.4790402352809906,-202.6162872314453,26.666666666666668,0,nan,0,nan,0.0,nan,0
3,0,3,3.2400176525115967,-1.0,3.646879986594385,inf,inf,41.20882034301758,5.527867317199707,0.7199990749359131,59.1389274597168,12.276565551757812,0.27900080382823944,0.20554965734481812,0.4581756442785263,-549.5430908203125,26.666666666666668,0,nan,0,nan,0.0,nan,0
4,0,4,3.2174911499023438,-1.0,14.856958615472022,inf,inf,41.20882034301758,54.134307861328125,0.46769243478775024,78.6053466796875,11.24273681640625,-0.3039519190788269,-0.1552790254354477,0.20208793878555298,-517.567138671875,26.666666666666668,0,nan,0,nan,0.0,nan,0
5,0,5,3.21882963180542,-1.0,14.69948914862691,inf,inf,41.20882034301758,5.423474311828613,0.40832453966140747,39.10364532470703,11.379660606384277,-0.32335056364536285,0.18435226380825043,0.11332407593727112,-120.72157287597656,26.666666666666668,0,nan,0,nan,0.0,nan,0
6,0,6,3.0765326023101807,-1.0,13.934679545724018,inf,inf,41.20882034301758,2.359835147857666,0.3346622586250305,26.142314910888672,8.431388854980469,-0.11870880424976349,0.1485593616962433,0.1244249939918518,-95.9749526977539,26.666666666666668,0,nan,0,nan,0.0,nan,0
7,0,7,3.2103381156921387,-1.0,13.882217327680106,inf,inf,41.20882034301758,3.057994842529297,0.22803741693496704,43.4522819519043,7.42271089553833,-0.20869910717010498,0.20770838856697083,0.2757459580898285,-79.8384780883789,26.666666666666668,0,nan,0,nan,0.0,nan,0
8,0,8,3.0144286155700684,-1.0,13.221311548628002,inf,inf,41.20882034301758,1.8217970132827759,0.2504822015762329,29.355283737182617,7.450833320617676,-0.12264534831047058,0.2054165005683899,0.23720809817314148,-37.42906188964844,26.666666666666668,0,nan,0,nan,0.0,nan,0
9,0,9,2.516378402709961,-1.0,11.998603359340168,inf,inf,41.20882034301758,0.19121220707893372,0.19232197105884552,20.379823684692383,5.067984104156494,-0.016272813081741333,0.020452767610549927,-0.00011326372623443604,44.70256423950195,26.666666666666668,0,nan,0,nan,0.0,nan,0
10,0,10,2.596163272857666,-1.0,10.99238533649491,inf,inf,41.20882034301758,0.3151453733444214,0.1627461314201355,11.89947509765625,4.894012451171875,-0.015002831816673279,-0.7005440294742584,-0.5993063598871231,-22.28204345703125,26.666666666666668,0,nan,0,nan,0.0,nan,0
11,0,11,3.123933792114258,-1.0,10.732232813422664,inf,inf,41.20882034301758,2.64752459526062,0.3155248165130615,20.261926651000977,5.752421855926514,-0.17893552780151367,0.22535459697246552,0.06680695712566376,41.70736312866211,26.666666666666668,0,nan,0,nan,0.0,nan,0
12,0,12,2.8569788932800293,-1.0,10.233623996425472,inf,inf,41.20882034301758,1.0707757472991943,0.18634681403636932,8.32647705078125,4.190483570098877,-0.05925484001636505,-0.6559411734342575,-0.553644210100174,15.681381225585938,26.666666666666668,0,nan,0,nan,0.0,nan,0
13,0,13,2.8360376358032227,-1.0,9.429330679768345,inf,inf,41.20882034301758,0.5265538096427917,0.24035970866680145,13.264646530151367,13.567230224609375,-0.005411013960838318,-0.429807111620903,-0.24941310286521912,33.00172424316406,26.666666666666668,0,nan,0,nan,0.0,nan,0
14,0,14,2.5727057456970215,-1.0,11.16279564179567,inf,inf,41.20882034301758,4.045889377593994,0.15116919577121735,13.101349830627441,6.598700523376465,-0.12053246796131134,-0.269467830657959,-0.2061297595500946,31.886280059814453,26.666666666666668,0,nan,0,nan,0.0,nan,0
15,0,15,2.729126214981079,-1.0,10.136639436813468,inf,inf,41.20882034301758,0.20641019940376282,0.22903074324131012,9.873366355895996,11.296788215637207,-0.01717109978199005,0.053545817732810974,-0.18282850086688995,-16.598167419433594,26.666666666666668,0,nan,0,nan,0.0,nan,0
16,0,16,2.390918731689453,-1.0,9.297627299783521,inf,inf,41.20882034301758,0.23036843538284302,0.1319015473127365,9.123523712158203,8.084110260009766,-0.014090463519096375,0.24484951794147491,0.14980614185333252,28.892932891845703,26.666666666666668,0,nan,0,nan,0.0,nan,0
17,0,17,3.5033750534057617,-1.0,8.448485204841058,inf,inf,41.20882034301758,0.16082002222537994,0.19947749376296997,76.25114440917969,17.550893783569336,0.00734400749206543,1.342727154493332,1.9239422529935837,83.6368637084961,26.666666666666668,0,nan,0,nan,0.0,nan,0
