step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar,mask_applicable,r_th_gamma_eff
0,0,0,2.4813928604125977,-1.0,0.6328064831851228,inf,inf,-172.55104064941406,0.05479077622294426,0.08658377826213837,0.004607900977134705,0.2434101700782776,0.24601022899150848,-172.58865356445312,26.666666666666668,0,nan,0,nan
1,0,1,2.6977486610412598,-1.0,0.5943703730325477,inf,inf,-172.55104064941406,0.006712045986205339,0.027016183361411095,-0.0007065385580062866,-0.16778983175754547,-0.14635607600212097,-194.66287231445312,26.666666666666668,0,nan,0,nan
2,0,2,2.9655895233154297,-1.0,0.5358743941929212,inf,inf,-172.55104064941406,0.00011075581278419122,0.011769280768930912,-7.666647434234619e-05,0.07107304036617279,0.11458350718021393,-221.44354248046875,26.666666666666668,0,nan,0,nan
3,0,3,3.2247631549835205,-1.0,0.5079706943206377,inf,inf,-172.55104064941406,0.002088754903525114,0.008132596500217915,-0.002409607172012329,0.512599527835846,0.4929792582988739,-251.1322479248047,26.666666666666668,0,nan,0,nan
4,0,4,2.9510579109191895,-1.0,0.7261538632436366,inf,inf,-172.55104064941406,0.009217865765094757,0.003426967654377222,0.0024365484714508057,-0.5815827995538712,-0.42957423627376556,-141.1104736328125,26.666666666666668,0,nan,0,nan
5,0,5,4.367533206939697,-1.0,0.7087693160898131,inf,inf,-172.55104064941406,0.0013079828349873424,0.0023682110477238894,-0.0020778775215148926,0.6548433899879456,1.1463984549045563,-383.6573486328125,26.666666666666668,0,nan,0,nan
6,0,6,4.922732830047607,-1.0,2.135380864224503,inf,inf,-172.55104064941406,0.07816556096076965,0.00521977711468935,-0.05229523777961731,0.7375621497631073,0.7436524331569672,-313.9745788574219,26.666666666666668,0,nan,0,nan
7,0,7,5.826895713806152,-1.0,3.105842310186963,inf,inf,-172.55104064941406,0.0494258813560009,0.004174484871327877,0.000395357608795166,8.564157515764236,9.67199370265007,-248.16995239257812,26.666666666666668,0,nan,0,nan
8,0,8,4.56536865234375,-1.0,3.068633262782449,inf,inf,-172.55104064941406,0.0019052829593420029,0.0006969480309635401,0.0004352182149887085,-0.2869710177183151,-0.16907022893428802,-45.929935455322266,26.666666666666668,0,nan,0,nan
9,0,9,3.65413236618042,-1.0,2.801924072046943,inf,inf,-172.55104064941406,0.00040925995563156903,0.001019222429022193,-0.0005517750978469849,-1.1337586492300034,-1.2054473161697388,-26.81649398803711,26.666666666666668,0,nan,0,nan
10,0,10,3.143526077270508,-1.0,2.524363044257232,inf,inf,-172.55104064941406,1.6644122297293507e-05,0.0006325246067717671,6.592273712158203e-05,0.27685828506946564,0.3415198475122452,52.19256591796875,26.666666666666668,0,nan,0,nan
11,0,11,4.339883804321289,-1.0,2.4542823865992336,inf,inf,-172.55104064941406,0.0023589793127030134,0.0012936146231368184,-0.0009140223264694214,0.4449227899312973,0.09778380393981934,-43.77445602416992,26.666666666666668,0,nan,0,nan
12,0,12,4.374250888824463,-1.0,2.455323115442703,inf,inf,-172.55104064941406,0.001262317644432187,0.0005121608846820891,0.00022900104522705078,-0.6051915884017944,-0.2619869261980057,-48.067840576171875,26.666666666666668,0,nan,0,nan
13,0,13,3.4066901206970215,-1.0,2.476436911421568,inf,inf,-172.55104064941406,0.00122249370906502,0.00045847048750147223,-6.695091724395752e-05,-0.18407803773880005,-0.23729905486106873,266.3377990722656,26.666666666666668,0,nan,0,nan
14,0,14,2.9155516624450684,-1.0,2.2871504145212915,inf,inf,-172.55104064941406,0.002691455651074648,0.004612037446349859,-0.0011441409587860107,3.1669687628746033,2.7777538746595383,303.514404296875,26.666666666666668,0,nan,0,nan
15,0,15,3.0032081604003906,-1.0,2.1779348420697056,inf,inf,-172.55104064941406,0.002306414768099785,0.0019300627755001187,-0.001628592610359192,-0.5833913683891296,-0.5681739449501038,-13.793428421020508,26.666666666666668,0,nan,0,nan
16,0,16,3.695122241973877,-1.0,2.0415308641804444,inf,inf,-172.55104064941406,0.0005640035378746688,0.0006929683731868863,-0.0007300972938537598,0.33509452641010284,0.3165799230337143,-19.703672409057617,26.666666666666668,0,nan,0,nan
17,0,17,3.7491273880004883,-1.0,1.8435229888356972,inf,inf,-172.55104064941406,0.0004675727686844766,0.00760873407125473,0.0013682395219802856,0.6032640486955643,0.7805417329072952,-19.019384384155273,26.666666666666668,0,nan,0,nan
18,0,18,6.163332939147949,-1.0,1.808144377334247,inf,inf,-172.55104064941406,0.008046847768127918,0.0054015228524804115,-0.008936762809753418,-2.88472019135952,-2.5981584191322327,-65.24188232421875,26.666666666666668,0,nan,0,nan
19,0,19,3.193955898284912,-1.0,1.6544206389281468,inf,inf,-172.55104064941406,0.0008516855305060744,0.0031438299920409918,-0.0008106827735900879,-1.0239770710468292,-1.202284649014473,19.151321411132812,26.666666666666668,0,nan,0,nan
20,0,20,2.5585174560546875,-1.0,1.4997681961218503,inf,inf,-172.55104064941406,0.00015849844203330576,0.0014689898816868663,0.0001254826784133911,-0.005451232194900513,-0.07034468650817871,-12.916947364807129,26.666666666666668,0,nan,0,nan
21,0,21,3.6363871097564697,-1.0,1.468304482903792,inf,inf,-172.55104064941406,0.0015536131104454398,0.0013109209248796105,3.078579902648926e-05,-0.411233127117157,-0.376034677028656,163.6029510498047,26.666666666666668,0,nan,0,nan
22,0,22,4.023276329040527,-1.0,1.6822899627865153,inf,inf,-172.55104064941406,0.0004090805887244642,0.00011337653268128633,1.9147992134094238e-05,0.27387113869190216,0.33188365399837494,15.830572128295898,26.666666666666668,0,nan,0,nan
23,0,23,2.7815158367156982,-1.0,1.5930748509507149,inf,inf,-172.55104064941406,0.0001346942881355062,0.0001704691385384649,1.0386109352111816e-05,-0.15144255757331848,-0.1239839643239975,-10.025676727294922,26.666666666666668,0,nan,0,nan
24,0,24,2.974783420562744,-1.0,2.430626777542874,inf,inf,-172.55104064941406,0.0038879162166267633,0.0003900165029335767,-0.00034518539905548096,0.37863051891326904,0.3477063924074173,44.68117904663086,26.666666666666668,0,nan,0,nan
25,0,25,2.6338601112365723,-1.0,2.19167149288844,inf,inf,-172.55104064941406,1.673910992394667e-05,0.00040753610664978623,6.760656833648682e-05,0.09402929246425629,0.2515157163143158,56.53345489501953,26.666666666666668,0,nan,0,nan
26,0,26,3.409416437149048,-1.0,2.000429361785926,inf,inf,-172.55104064941406,0.00013782021414954215,0.0004935367032885551,-0.00013364851474761963,-0.6323119848966599,-0.5676653236150742,-63.52268981933594,26.666666666666668,0,nan,0,nan
27,0,27,3.5568888187408447,-1.0,1.8879981456206043,inf,inf,-172.55104064941406,0.000426553247962147,0.00048686779337003827,-8.222460746765137e-05,-0.17387361824512482,-0.1844341903924942,-11.864555358886719,26.666666666666668,0,nan,0,nan
28,0,28,2.611705780029297,-1.0,1.71867169942856,inf,inf,-172.55104064941406,6.773924542358145e-05,0.00034785582101903856,-2.753734588623047e-05,-0.35936810076236725,-0.46763095259666443,91.1223373413086,26.666666666666668,0,nan,0,nan
29,0,29,3.4565229415893555,-1.0,1.5502605374216845,inf,inf,-172.55104064941406,4.801332397619262e-05,0.0013892712304368615,4.4405460357666016e-06,-0.053260937333106995,-0.033602625131607056,43.40989685058594,26.666666666666668,0,nan,0,nan
30,0,30,3.0460386276245117,-1.0,1.438295799812375,inf,inf,-172.55104064941406,0.0001585501158842817,0.0003681961679831147,3.9130449295043945e-05,0.23249800503253937,0.44626106321811676,18.926300048828125,26.666666666666668,0,nan,0,nan
31,0,31,2.813127040863037,-1.0,1.433382405228293,inf,inf,-172.55104064941406,0.0010504075326025486,0.00075614481465891,-0.00014178454875946045,-0.41258668899536133,-0.38047052919864655,-39.34523010253906,26.666666666666668,0,nan,0,nan
32,0,32,2.1414732933044434,-1.0,1.2991061356142783,inf,inf,-172.55104064941406,5.0367656513117254e-05,0.0005558134871535003,1.5214085578918457e-05,-0.0007074326276779175,0.0256384015083313,8.039742469787598,26.666666666666668,0,nan,0,nan
33,0,33,2.5946855545043945,-1.0,1.268033657457036,inf,inf,-172.55104064941406,0.00041228107875213027,0.00041712753591127694,-6.404519081115723e-05,0.17975202202796936,0.21782581508159637,-17.213869094848633,26.666666666666668,0,nan,0,nan
34,0,34,2.3869454860687256,-1.0,1.265738577480603,inf,inf,-172.55104064941406,0.0001266750186914578,0.00010174023191211745,7.420778274536133e-06,-0.10791933536529541,-0.0989142507314682,41.601478576660156,26.666666666666668,0,nan,0,nan
35,0,35,2.816458225250244,-1.0,1.1665303812654573,inf,inf,-172.55104064941406,0.00038170418702065945,0.0013948290143162012,-4.8354268074035645e-05,-0.3561171144247055,-0.43857093155384064,7.292447566986084,26.666666666666668,0,nan,0,nan
36,0,36,2.5779614448547363,-1.0,1.0602679433867328,inf,inf,-172.55104064941406,5.8967849327018484e-05,0.0005675114807672799,-3.0249357223510742e-06,-0.1399098038673401,-0.17039401829242706,-12.374641418457031,26.666666666666668,0,nan,0,nan
37,0,37,2.578422784805298,-1.0,1.0326108351542553,inf,inf,-172.55104064941406,0.0002029066381510347,0.00025890959659591317,-5.513429641723633e-07,-0.18246208131313324,-0.16316893696784973,32.10124206542969,26.666666666666668,0,nan,0,nan
38,0,38,2.3193135261535645,-1.0,0.9293900088922319,inf,inf,-172.55104064941406,5.54034826905081e-08,0.0001376236032228917,3.3229589462280273e-06,-0.007742598652839661,0.004862979054450989,13.44919204711914,26.666666666666668,0,nan,0,nan
39,0,39,2.4138219356536865,-1.0,0.8616258376957753,inf,inf,-172.55104064941406,2.9556713343481533e-05,0.00011740581248886883,2.473592758178711e-06,-0.15962496399879456,-0.1574115753173828,11.862586975097656,26.666666666666668,0,nan,0,nan
40,0,40,2.342771530151367,-1.0,0.7821660247328726,inf,inf,-172.55104064941406,6.280561137828045e-06,9.370096813654527e-05,4.589557647705078e-06,0.3076474815607071,0.2844274640083313,30.38653564453125,26.666666666666668,0,nan,0,nan
41,0,41,2.4109511375427246,-1.0,0.7825303921157765,inf,inf,-172.55104064941406,5.845584746566601e-05,7.43893178878352e-05,-6.541609764099121e-06,-0.03593514859676361,-0.04935050010681152,28.507347106933594,26.666666666666668,0,nan,0,nan
42,0,42,2.5178327560424805,-1.0,0.9572494276664368,inf,inf,-172.55104064941406,0.0001173250493593514,4.6378656406886876e-05,2.175569534301758e-06,-0.1337887942790985,-0.1669730693101883,7.910001754760742,26.666666666666668,0,nan,0,nan
43,0,43,2.174741268157959,-1.0,0.8619549574703832,inf,inf,-172.55104064941406,2.247416432510363e-06,0.0005220812163315713,-7.301568984985352e-07,-0.07547247409820557,-0.11716915667057037,31.102012634277344,26.666666666666668,0,nan,0,nan
