step,epoch,batch,loss,acc,r,r_th,r_th_eff,mu,ps_grad_sq,tr_ps_sigma,deltaL_dom,deltaL_bulk,deltaL_full,lambda_max,two_over_lr,trigger,cstar
0,0,0,2.4658284187316895,-1.0,39.867449408659816,0.0,0.0,0.0,3.640388285930385e-06,9.1312294614454e-08,2.4497509002685547e-05,0.7903026938438416,0.7707139253616333,nan,nan,0,nan
1,0,1,3.4706192016601562,-1.0,42.005916526166416,0.0,0.0,0.0,8.680503924551886e-06,1.4171760653880483e-07,-2.1398067474365234e-05,0.4026294946670532,0.3946411609649658,nan,nan,0,nan
2,0,2,2.7039427757263184,-1.0,38.51343588754913,0.0,0.0,0.0,6.910860975040123e-06,9.759572776602e-07,-4.470348358154297e-06,0.735866129398346,0.5487595796585083,nan,nan,0,nan
3,0,3,3.4743423461914062,-1.0,34.70313361144956,0.0,0.0,0.0,2.0033547798448126e-07,4.881312634097412e-07,-2.2649765014648438e-06,0.38186079263687134,0.3897828459739685,nan,nan,0,nan
4,0,4,4.672698974609375,-1.0,36.680526681759844,0.0,0.0,0.0,3.01049794870778e-06,5.526175073100603e-08,1.4543533325195312e-05,-0.6123361587524414,-0.7275069952011108,nan,nan,0,nan
5,0,5,4.952890396118164,-1.0,33.0639799395745,0.0,0.0,0.0,5.281856942929153e-07,1.025485289574135e-06,-1.4185905456542969e-05,-0.16207504272460938,0.21335864067077637,nan,nan,0,nan
6,0,6,8.844937324523926,-1.0,30.077292479167372,0.0,0.0,0.0,3.375390406290535e-06,1.0557645282460726e-06,-5.4836273193359375e-06,-1.543230652809143,-1.382336974143982,nan,nan,0,nan
7,0,7,11.485063552856445,-1.0,31.75970244223949,0.0,0.0,0.0,4.1785275243455544e-05,8.909175903681898e-07,2.6226043701171875e-06,-1.0740711688995361,-0.7711794376373291,nan,nan,0,nan
8,0,8,16.567317962646484,-1.0,29.61425004291875,0.0,0.0,0.0,2.82438522845041e-05,2.740743639151333e-06,-1.0967254638671875e-05,-2.555359363555908,-2.5062782764434814,nan,nan,0,nan
9,0,9,18.544414520263672,-1.0,26.759027689391814,0.0,0.0,0.0,1.5926224250506493e-06,1.4996070376582793e-06,2.86102294921875e-06,-5.878012657165527,-5.498141050338745,nan,nan,0,nan
10,0,10,15.188786506652832,-1.0,24.57605106886963,0.0,0.0,0.0,3.444150206632912e-05,6.987152573856292e-06,1.5020370483398438e-05,-2.160672664642334,-2.196437358856201,nan,nan,0,nan
11,0,11,18.27417755126953,-1.0,22.155614374618654,0.0,0.0,0.0,2.0551196939777583e-06,5.529210284294095e-06,-3.814697265625e-06,-5.58932638168335,-5.928337574005127,nan,nan,0,nan
12,0,12,16.83612823486328,-1.0,20.075337808364424,0.0,0.0,0.0,1.3737353583564982e-06,1.0154390110983513e-06,-5.507469177246094e-05,-3.525456190109253,-3.4678046703338623,nan,nan,0,nan
13,0,13,12.676008224487305,-1.0,18.31569777236745,0.0,0.0,0.0,1.7083054899558192e-06,6.89128114572668e-07,-9.5367431640625e-06,-2.421765089035034,-2.3510890007019043,nan,nan,0,nan
14,0,14,11.751039505004883,-1.0,17.15814784424235,0.0,0.0,0.0,7.2643506427994e-06,1.077765091395122e-06,-3.361701965332031e-05,-2.5081355571746826,-2.4143385887145996,nan,nan,0,nan
15,0,15,9.195120811462402,-1.0,21.11250328408414,0.0,0.0,0.0,4.706440904556075e-06,8.300352050127913e-08,-3.528594970703125e-05,-1.5001541376113892,-1.4130744934082031,nan,nan,0,nan
